Zählstellenname;5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.12 BN - Straßburger Weg;5.12 BN - Straßburger Weg;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;Kennedybrücke;Kennedybrücke;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;Südbrücke;Südbrücke;Nordbrücke;Nordbrücke
2022-08-19 19:30;11;0;1;16;3;3;1;10;5;2;1;19;15;0;2;18;1;2;3;3;5;0;2;3;2;7;3;4;;;2;19;13;9;4;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;29;11;62;8;30;81;16;5;1;17;28;3;7;28;33;4;3;39;24;38;16;29
2022-08-19 19:45;2;0;2;4;0;0;0;1;14;6;0;8;8;0;4;8;9;1;1;10;10;3;1;5;2;4;5;2;;;3;19;9;9;5;0;0;0;0;0;0;0;;;;;;;;;1;1;4;3;37;3;64;3;45;71;16;7;0;6;19;2;5;22;32;3;7;26;22;26;4;5
2022-08-19 20:00;1;1;1;8;0;1;0;10;14;1;2;16;8;1;7;7;3;0;1;6;6;1;0;3;4;6;8;1;;;1;14;14;10;12;2;0;0;0;0;0;0;;;;;;;;;1;1;0;3;31;3;51;10;35;65;12;5;0;8;27;1;3;24;18;1;1;18;24;32;2;20
2022-08-19 20:15;4;1;1;8;0;3;0;3;13;3;1;21;12;0;4;7;5;3;3;9;11;4;0;5;0;9;2;4;;;6;10;7;4;3;0;0;0;0;0;0;0;;;;;;;;;0;0;1;1;20;1;41;10;22;52;10;3;0;15;31;1;4;15;34;1;3;17;21;40;5;15
2022-08-19 20:30;5;0;1;8;3;5;1;4;16;3;0;13;7;1;1;7;5;1;0;4;3;4;0;3;2;3;8;0;;;4;10;7;5;2;0;0;0;0;0;0;0;;;;;;;;;0;2;2;1;22;5;21;5;25;33;8;3;1;13;17;3;5;13;33;0;4;12;24;24;10;17
2022-08-19 20:45;2;1;1;6;0;2;1;2;12;0;2;12;3;0;0;7;1;1;5;3;12;1;2;1;0;3;0;3;;;4;8;8;3;0;1;0;0;0;0;0;0;;;;;;;;;0;0;0;7;11;3;36;15;18;54;13;2;2;1;11;0;5;6;21;2;4;22;21;15;4;11
2022-08-19 21:00;2;3;1;7;0;0;1;4;5;1;5;9;7;2;4;5;2;1;2;1;7;2;1;8;4;3;3;1;;;7;25;15;4;2;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;11;3;36;19;11;59;9;4;1;2;15;1;2;15;15;5;0;13;17;21;4;14
2022-08-19 21:15;2;0;2;6;1;1;0;2;12;1;1;6;7;0;0;6;2;1;1;3;5;2;0;3;1;0;7;0;;;3;9;12;1;2;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;15;4;41;3;15;49;8;0;3;6;12;1;4;16;19;1;5;10;19;14;5;9
2022-08-19 21:30;0;3;0;2;0;1;0;0;9;1;2;5;10;0;5;4;1;0;0;1;5;0;0;1;1;3;1;0;;;5;9;6;1;2;1;0;0;0;0;0;0;;;;;;;;;0;1;0;2;10;1;31;3;12;36;7;0;0;1;11;1;3;7;13;2;4;13;15;21;0;6
2022-08-19 21:45;1;1;0;3;0;1;1;1;3;2;0;9;6;0;2;1;3;0;3;2;3;1;1;0;0;2;0;1;;;4;3;4;2;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;1;8;2;42;7;9;52;7;0;1;2;11;2;3;11;7;3;2;7;4;19;2;6
2022-08-19 22:00;4;2;0;3;0;2;0;4;27;4;2;11;1;0;1;3;0;0;1;0;3;1;0;3;0;7;0;2;;;3;5;5;1;5;0;0;0;0;0;0;0;;;;;;;;;0;2;0;1;10;3;39;5;11;49;3;4;5;1;14;0;4;6;6;0;0;7;32;17;4;11
2022-08-19 22:15;1;0;0;2;0;1;0;1;11;4;4;6;3;1;0;3;0;2;0;3;6;0;0;0;0;6;5;5;;;2;5;5;2;4;1;0;0;0;0;0;0;;;;;;;;;0;3;0;3;14;6;47;18;17;74;0;1;0;1;6;3;3;7;14;0;5;10;19;13;1;4
2022-08-19 22:30;2;0;1;4;0;0;0;0;5;3;1;5;2;1;0;3;0;1;0;5;7;0;0;0;0;4;1;2;;;0;1;2;0;1;0;0;0;0;0;0;0;;;;;;;;;0;1;2;0;6;4;43;11;8;59;2;1;0;0;15;0;10;9;11;2;3;7;10;10;3;4
2022-08-19 22:45;1;0;0;2;0;1;0;0;5;1;2;1;3;1;4;3;0;1;0;4;5;0;1;0;0;3;3;3;;;1;3;2;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;1;8;4;25;7;9;37;2;4;0;0;4;4;3;6;7;1;1;5;11;9;1;3
2022-08-19 23:00;0;0;2;0;0;0;0;1;7;1;1;8;0;0;0;2;4;0;1;1;4;0;0;1;0;2;0;3;;;3;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;3;6;1;35;6;9;42;2;0;2;0;6;1;1;4;5;1;1;4;10;9;2;1
2022-08-19 23:15;1;0;2;2;0;2;0;2;3;4;1;2;3;2;2;5;0;0;0;1;5;2;0;0;0;2;2;0;;;1;3;0;1;0;0;0;0;0;0;0;0;;;;;;;;;1;2;1;0;3;5;26;13;5;46;2;1;1;1;5;2;1;8;6;0;2;2;11;11;3;6
2022-08-19 23:30;0;0;0;0;0;0;0;1;1;1;1;1;2;0;0;2;0;0;0;0;2;1;0;0;0;1;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;3;1;0;3;1;18;3;4;25;0;0;0;0;3;0;1;1;5;1;2;4;4;4;0;1
2022-08-19 23:45;0;2;1;3;0;1;0;2;3;2;0;2;0;1;0;1;0;0;0;2;1;0;0;0;0;3;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;1;3;4;19;5;4;29;1;0;0;0;2;1;1;1;1;4;1;4;5;4;1;8
2022-08-20 00:00;0;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;4;0;1;;;1;0;3;1;0;0;0;0;0;0;0;0;;;;;;;;;0;2;0;1;5;3;34;13;6;52;0;3;0;0;1;0;1;2;0;2;1;4;2;1;1;2
2022-08-20 00:15;0;1;0;1;0;1;0;0;3;2;1;4;0;0;1;1;0;2;0;0;3;0;1;1;0;0;0;1;;;0;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;3;7;29;6;3;42;1;0;0;0;3;2;2;5;2;1;1;7;5;7;0;3
2022-08-20 00:30;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;2;;;1;3;0;0;2;0;0;0;0;0;0;0;;;;;;;;;0;1;1;1;2;2;14;5;4;22;1;2;0;2;1;2;0;1;0;1;1;4;2;0;1;2
2022-08-20 00:45;0;0;0;1;1;0;0;0;2;0;1;0;1;0;0;1;0;0;0;0;2;1;1;1;0;1;1;1;;;1;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;0;1;0;1;0;1;11;3;1;16;0;0;0;1;1;1;2;1;1;1;0;2;4;1;1;1
2022-08-20 01:00;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;1;0;14;5;2;19;0;2;0;0;0;0;1;0;1;0;1;1;2;0;0;3
2022-08-20 01:15;1;0;0;1;0;2;0;2;1;1;0;0;1;0;0;1;0;0;0;0;2;0;1;1;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;9;2;1;11;0;1;0;0;0;0;0;0;2;1;1;0;2;2;1;5
2022-08-20 01:30;0;0;0;0;0;0;0;0;1;1;0;3;1;0;1;0;1;0;0;0;3;0;0;0;0;0;0;2;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;2;0;0;0;0;10;2;0;14;0;0;0;0;1;0;0;1;1;0;3;1;1;6;0;0
2022-08-20 01:45;2;0;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;1;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;2;1;6;0;3;7;0;0;0;0;0;0;0;1;0;1;0;0;1;2;4;1
2022-08-20 02:00;0;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;2;1;1;2;0;2;0;0;0;0;0;;;0;1;0;1;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;4;0;1;4;0;0;0;0;0;1;0;2;1;0;0;1;3;3;0;0
2022-08-20 02:15;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;2;;;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;1;1;5;2;1;9;0;0;0;0;0;0;0;1;2;0;0;1;1;3;0;1
2022-08-20 02:30;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;7;3;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2022-08-20 02:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;0;0;2;0;1;2;0;1;0;0;0;0;0;1;2;0;2;1;0;0;0;0
2022-08-20 03:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;0;2;4;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2022-08-20 03:15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2022-08-20 03:30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;2;2;0;0;1;0;4;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
2022-08-20 03:45;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;2;3;1;1;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2022-08-20 04:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
2022-08-20 04:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2022-08-20 04:30;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
2022-08-20 04:45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2022-08-20 05:00;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;;;1;1;0;0;1;1;0;0;0;0;0;0;;;;;;;;;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2022-08-20 05:15;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;2;1;3;1;2;5;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
2022-08-20 05:30;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;2;0;1;0;4;1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1
2022-08-20 05:45;1;1;0;2;0;0;0;0;1;1;0;1;3;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;;;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;1;1;1;2;0;0;0;0;1;0;0;1;1;3;0;3;1;6;1;3
2022-08-20 06:00;0;0;0;2;0;0;0;0;1;1;1;3;4;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;2;0;3;0;2;3;0;1;0;0;1;0;0;3;1;0;1;1;3;8;0;2
2022-08-20 06:15;0;0;0;0;0;3;0;2;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;2;0;5;1;3;6;0;0;0;0;1;0;0;1;1;1;0;2;0;7;0;5
2022-08-20 06:30;0;0;0;1;0;0;0;1;2;1;1;8;0;0;1;0;1;0;0;0;0;1;0;0;1;0;4;0;;;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;3;1;0;4;3;0;1;2;0;0;0;2;3;0;0;1;3;10;0;2
2022-08-20 06:45;0;0;0;0;2;0;0;0;0;5;0;5;2;0;0;0;1;0;0;1;1;0;0;0;2;0;1;0;;;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;3;0;0;1;0;12;2;0
2022-08-20 07:00;0;0;0;5;0;0;0;1;2;0;0;5;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;0;0;6;1;1;7;3;0;0;0;0;0;0;5;0;1;0;1;4;6;0;6
2022-08-20 07:15;2;0;0;2;0;0;0;1;0;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;;;0;1;2;2;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;4;0;7;2;5;9;2;0;0;0;1;0;0;1;2;0;0;3;0;7;2;3
2022-08-20 07:30;1;0;0;3;0;0;0;0;0;1;0;4;6;0;1;1;1;0;1;0;3;2;0;2;0;0;1;0;;;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;7;2;1;9;0;1;0;0;1;0;0;2;5;2;0;6;1;12;1;3
2022-08-20 07:45;1;0;0;1;0;0;0;0;0;0;0;2;2;0;2;1;0;1;0;1;1;1;0;3;1;0;0;0;;;2;0;2;1;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;2;0;9;2;2;12;2;0;0;0;1;0;0;6;2;0;0;5;1;6;1;1
2022-08-20 08:00;0;0;0;1;1;0;1;5;1;2;1;5;12;1;1;4;1;0;0;2;2;0;0;3;0;0;2;0;;;2;1;4;0;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;2;0;2;0;3;2;3;1;1;0;2;2;0;5;3;4;0;11;7;20;2;6
2022-08-20 08:15;0;1;0;4;0;0;0;1;3;0;2;6;7;1;1;2;1;0;1;0;2;0;0;2;0;1;2;1;;;0;7;4;0;2;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;4;0;8;2;5;10;3;0;0;2;4;2;0;7;2;2;0;9;8;14;0;6
2022-08-20 08:30;1;0;0;5;1;1;0;2;4;0;3;10;9;0;4;3;4;0;0;3;0;1;0;2;2;3;6;2;;;1;9;5;4;2;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;11;0;12;3;13;15;2;3;0;3;6;0;0;6;10;0;0;12;10;23;2;8
2022-08-20 08:45;5;0;0;5;2;1;0;4;4;0;2;11;20;0;6;2;2;3;2;3;1;2;0;3;0;2;0;2;;;1;5;5;1;2;0;0;0;0;0;0;0;;;;;;;;;0;1;0;4;10;0;5;0;14;6;10;4;0;3;7;0;0;8;13;2;1;19;8;37;7;10
2022-08-20 09:00;2;0;1;5;1;1;0;2;3;1;2;8;12;0;7;0;2;2;1;4;3;1;0;2;3;3;8;0;;;1;6;7;0;2;0;0;0;0;0;0;0;;;;;;;;;0;0;1;1;10;1;9;2;12;12;6;4;0;3;7;0;0;9;7;5;0;30;5;28;4;8
2022-08-20 09:15;5;1;0;4;0;0;0;3;4;1;3;9;14;0;4;3;1;3;2;3;5;0;0;1;0;2;2;1;;;0;7;4;2;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;9;0;18;2;11;20;7;1;0;5;5;1;0;7;11;2;3;5;10;28;5;8
2022-08-20 09:30;2;1;1;5;1;2;0;6;10;0;4;9;18;0;8;5;1;3;4;5;6;0;0;4;3;3;5;0;;;2;5;8;5;1;0;0;0;0;0;0;0;;;;;;;;;0;1;1;3;11;0;21;7;15;29;5;2;1;4;10;2;0;11;11;4;2;20;19;35;4;14
2022-08-20 09:45;2;0;2;9;0;3;2;5;9;0;6;15;10;0;2;6;8;0;1;1;1;0;0;3;5;0;6;1;;;1;9;16;6;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;22;1;36;3;23;40;5;6;1;7;27;4;2;15;16;4;0;27;21;27;6;17
2022-08-20 10:00;3;0;1;6;0;1;0;3;9;0;5;20;17;1;6;15;9;6;5;7;5;6;1;2;3;6;4;0;;;5;7;12;4;2;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;13;0;34;3;14;37;12;6;0;12;16;3;1;17;11;8;0;32;30;43;4;10
2022-08-20 10:15;5;2;4;13;7;3;1;17;10;0;4;8;15;0;3;6;2;5;0;17;7;2;0;11;4;4;11;0;;;5;17;17;14;7;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;20;2;34;3;22;39;25;9;3;19;25;4;2;29;20;4;0;39;20;26;17;35
2022-08-20 10:30;1;0;2;7;0;2;0;9;10;2;7;23;27;1;8;11;5;0;7;6;1;2;0;4;2;5;3;1;;;5;8;23;12;4;0;0;0;0;0;0;0;;;;;;;;;0;0;0;4;21;1;28;3;25;32;22;8;4;10;9;6;2;22;31;5;3;47;29;60;3;18
2022-08-20 10:45;1;1;0;15;3;2;0;8;10;0;6;9;34;1;6;9;7;3;1;12;3;2;1;7;0;7;4;2;;;5;15;12;5;9;0;0;0;0;0;0;0;;;;;;;;;0;1;0;3;15;3;25;3;18;32;30;5;4;5;24;1;5;18;37;5;0;46;26;49;4;26
2022-08-20 11:00;5;1;1;21;2;2;0;12;12;1;7;16;38;0;4;9;7;0;9;6;5;1;0;6;1;3;2;0;;;3;13;13;9;4;0;0;0;0;0;0;0;;;;;;;;;0;1;0;4;17;3;24;2;21;30;22;9;3;12;18;1;4;17;25;5;0;50;28;59;8;36
2022-08-20 11:15;8;1;2;8;2;6;0;7;8;2;6;19;8;1;2;20;13;6;5;16;10;1;0;1;2;6;2;2;;;5;25;20;11;8;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;28;4;42;7;28;54;19;12;4;15;25;4;4;22;31;8;2;41;35;31;12;22
2022-08-20 11:30;4;1;0;16;1;0;0;11;7;1;3;8;27;0;11;15;12;0;3;8;10;1;0;14;4;2;4;1;;;4;24;18;18;7;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;28;1;42;6;28;49;18;6;1;18;25;0;5;28;24;8;1;65;25;47;5;28
2022-08-20 11:45;5;0;1;20;1;5;1;3;8;0;9;23;25;1;5;23;27;0;5;19;5;0;1;3;2;3;8;1;;;3;23;18;11;3;0;0;0;0;0;0;0;;;;;;;;;1;0;1;1;20;5;31;8;23;44;21;6;1;28;28;1;6;33;37;7;2;50;41;53;8;28
2022-08-20 12:00;2;0;1;17;0;2;0;4;13;0;8;17;17;2;1;28;16;2;2;10;10;1;0;12;4;8;8;2;;;6;24;18;9;6;3;0;0;0;0;0;0;;;;;;;;;0;0;0;0;8;3;44;5;8;52;14;9;2;21;15;4;2;34;36;6;4;47;51;35;3;23
2022-08-20 12:15;6;2;1;9;6;4;0;6;20;0;13;14;14;0;4;30;16;0;5;14;1;3;0;11;4;6;11;3;;;6;30;16;14;5;3;0;0;0;0;0;0;;;;;;;;;0;2;0;1;17;0;55;14;18;71;13;13;0;10;16;2;4;26;29;6;1;45;63;32;13;21
2022-08-20 12:30;8;0;1;10;1;3;0;9;15;0;4;19;18;3;2;18;14;1;10;7;1;3;0;4;8;8;8;1;;;4;18;9;5;6;0;0;0;0;0;0;0;;;;;;;;;2;0;1;2;16;3;59;10;21;72;20;9;5;17;25;11;0;40;36;3;4;47;40;39;10;22
2022-08-20 12:45;6;0;5;9;1;3;2;4;11;2;3;12;11;2;1;30;16;4;6;10;7;2;0;4;4;6;9;0;;;9;18;18;11;4;0;0;0;0;0;0;0;;;;;;;;;1;1;0;6;20;0;50;5;27;56;28;10;2;14;27;3;5;25;54;2;3;45;46;26;14;16
2022-08-20 13:00;4;2;1;13;3;3;0;6;22;0;3;12;19;3;7;17;5;0;13;13;9;2;0;13;3;4;6;0;;;2;30;13;11;2;1;0;0;0;0;0;0;;;;;;;;;0;1;2;7;19;4;46;9;28;60;21;7;3;25;26;2;0;32;42;5;1;69;45;38;8;24
2022-08-20 13:15;6;1;0;13;1;0;0;5;15;1;16;11;26;2;3;43;10;0;10;12;9;1;2;3;7;6;10;1;;;7;31;18;11;11;0;0;0;0;0;0;0;;;;;;;;;1;2;1;3;14;5;56;6;19;69;24;6;2;12;17;4;2;27;44;1;5;45;76;41;7;19
2022-08-20 13:30;4;0;0;14;1;6;0;5;9;0;9;15;15;4;2;22;16;3;12;15;11;3;0;3;3;7;5;0;;;6;30;16;19;12;0;0;0;0;0;0;0;;;;;;;;;1;4;0;1;18;6;60;9;20;79;16;4;1;17;30;2;5;32;52;8;3;50;44;32;5;25
2022-08-20 13:45;3;3;2;17;1;4;0;12;10;1;5;30;18;1;5;22;10;5;1;13;4;2;0;5;0;10;8;4;;;2;36;17;22;10;1;0;0;0;0;0;0;;;;;;;;;1;1;0;2;22;1;59;4;25;65;23;8;3;24;31;5;2;43;46;3;6;44;38;54;6;36
2022-08-20 14:00;5;0;1;17;0;5;0;13;26;0;14;4;16;0;5;32;18;5;6;23;6;1;1;8;4;5;10;2;;;6;39;11;5;7;1;0;0;0;0;0;0;;;;;;;;;1;2;2;2;24;1;50;13;29;66;21;9;1;33;34;0;5;24;71;1;5;50;72;25;6;35
2022-08-20 14:15;6;0;3;13;5;1;2;12;10;2;4;18;19;1;5;17;13;1;4;20;6;3;1;7;5;6;8;5;;;3;24;15;19;5;0;0;0;0;0;0;0;;;;;;;;;0;4;0;1;22;8;53;5;23;70;17;6;0;18;36;5;3;33;50;6;5;36;32;44;16;26
2022-08-20 14:30;9;0;2;10;1;3;0;11;24;1;1;21;16;2;3;20;19;3;7;12;6;1;1;9;3;3;8;2;;;4;24;25;14;11;0;0;0;0;0;0;0;;;;;;;;;0;2;0;4;16;7;62;5;20;76;24;7;5;23;26;2;5;30;42;3;9;54;47;41;12;24
2022-08-20 14:45;4;1;1;15;6;2;0;7;17;1;9;23;22;0;6;27;20;3;4;15;12;1;1;5;2;7;6;5;;;4;26;25;9;6;0;0;0;0;0;0;0;;;;;;;;;0;2;0;1;28;3;60;8;29;73;35;8;4;22;37;2;8;30;72;4;11;38;53;52;11;25
2022-08-20 15:00;2;2;0;15;5;3;0;9;21;1;5;25;19;0;4;28;12;3;7;12;13;5;1;8;1;7;4;0;;;2;30;13;11;8;0;0;0;0;0;0;0;;;;;;;;;1;0;2;6;22;3;65;13;31;81;27;10;3;35;28;9;4;32;55;2;2;38;54;49;7;29
2022-08-20 15:15;4;1;0;10;1;1;1;8;22;0;11;16;16;2;4;22;12;4;3;15;8;3;0;15;2;9;3;4;;;3;34;25;18;8;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;21;1;61;10;22;72;16;8;0;26;31;5;5;42;55;4;12;47;57;36;6;20
2022-08-20 15:30;1;3;0;13;2;3;1;7;23;1;4;16;12;0;5;25;12;7;6;14;10;0;0;4;4;6;1;0;;;1;23;17;9;7;0;0;0;0;0;0;0;;;;;;;;;0;2;0;1;18;4;60;11;19;77;24;6;3;25;42;2;12;43;73;1;6;43;52;34;4;26
2022-08-20 15:45;5;0;1;25;4;2;0;13;16;0;9;7;11;1;1;11;6;5;3;23;1;3;0;4;3;19;2;4;;;3;46;10;12;7;0;0;0;0;0;0;0;;;;;;;;;0;2;1;4;9;1;50;6;14;59;43;4;0;31;28;2;13;24;47;3;6;45;37;19;10;40
