Zählstellenname;5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.12 BN - Straßburger Weg;5.12 BN - Straßburger Weg;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;Kennedybrücke;Kennedybrücke;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;Südbrücke;Südbrücke;Nordbrücke;Nordbrücke
2022-08-20 16:00;6;0;0;13;1;4;1;14;19;2;11;20;17;3;5;19;10;4;2;17;11;1;0;9;6;3;8;4;;;3;31;22;8;3;0;0;0;0;0;0;0;;;;;;;;;0;1;2;4;13;3;47;14;19;65;26;2;2;20;32;0;6;29;56;5;5;51;52;44;8;31
2022-08-20 16:15;5;0;4;14;3;1;2;8;24;1;11;3;13;1;6;27;13;3;3;13;5;2;1;6;3;6;4;1;;;5;35;20;8;5;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;13;2;66;12;14;80;33;10;1;25;46;4;8;21;50;3;4;49;63;23;14;23
2022-08-20 16:30;7;0;3;9;2;2;1;7;19;0;5;14;11;0;1;23;12;3;3;13;11;3;3;5;2;5;4;0;;;8;28;20;18;5;0;0;0;0;0;0;0;;;;;;;;;0;1;0;3;24;7;62;8;27;78;28;11;4;18;42;5;5;33;54;3;10;37;47;26;13;18
2022-08-20 16:45;9;1;1;12;4;2;2;15;27;3;8;14;14;0;9;19;24;3;4;14;7;2;1;5;4;2;4;0;;;5;27;20;8;3;0;0;0;0;0;0;0;;;;;;;;;1;0;0;3;18;1;57;13;22;71;34;7;9;23;33;3;3;23;52;1;3;29;54;40;16;30
2022-08-20 17:00;4;0;1;17;1;2;1;7;25;1;7;18;11;1;2;18;12;5;7;14;17;2;4;7;3;5;4;1;;;11;27;25;23;7;0;0;0;0;0;0;0;;;;;;;;;0;5;0;6;13;7;55;13;19;80;35;6;11;32;32;8;0;39;61;5;5;41;51;32;7;26
2022-08-20 17:15;2;3;1;17;2;4;0;14;25;5;2;15;19;3;5;17;11;0;4;9;6;3;1;8;5;10;11;2;;;11;27;27;19;9;2;0;0;0;0;0;0;;;;;;;;;4;22;6;2;8;17;43;8;20;90;35;5;6;19;41;1;3;31;56;5;6;35;47;44;5;38
2022-08-20 17:30;4;0;0;18;3;6;0;20;30;1;4;10;15;1;1;34;8;2;2;11;6;6;0;10;3;4;6;2;;;7;20;22;19;6;0;0;0;0;0;0;0;;;;;;;;;0;1;0;4;22;0;73;12;26;86;28;4;2;26;30;1;2;47;58;5;4;32;69;27;7;44
2022-08-20 17:45;7;1;3;11;1;3;0;2;34;0;4;11;11;2;3;18;9;7;2;24;16;5;1;3;5;4;6;4;;;6;35;22;11;4;1;0;0;0;0;0;0;;;;;;;;;0;2;0;1;17;4;67;14;18;87;34;3;2;26;37;4;3;37;53;5;8;48;58;25;11;17
2022-08-20 18:00;2;1;1;6;3;1;2;6;29;2;7;12;21;2;2;12;9;1;1;12;10;1;5;4;4;8;4;2;;;6;26;18;5;5;0;0;0;0;0;0;0;;;;;;;;;0;5;0;2;24;5;78;9;26;97;24;4;2;19;33;0;2;38;52;3;12;34;50;37;8;14
2022-08-20 18:15;9;0;5;12;1;1;0;4;20;1;4;21;12;1;0;19;12;4;9;12;8;4;1;9;1;8;1;2;;;5;31;16;8;6;1;0;0;0;0;0;0;;;;;;;;;1;3;1;4;20;3;65;12;26;83;18;4;3;15;43;6;6;33;37;4;4;28;44;34;15;17
2022-08-20 18:30;10;2;4;13;0;2;0;14;20;3;3;17;11;0;3;12;6;1;7;11;6;2;2;14;3;4;1;1;;;6;27;21;7;6;0;0;0;0;0;0;0;;;;;;;;;0;1;1;0;25;3;67;4;26;75;22;1;1;16;34;4;1;45;34;1;4;37;35;34;14;31
2022-08-20 18:45;15;1;6;12;0;2;1;10;9;2;1;14;21;0;2;16;5;0;5;9;5;2;0;4;6;2;2;0;;;6;12;19;7;2;0;0;0;0;0;0;0;;;;;;;;;0;3;0;8;42;2;66;15;50;86;20;6;1;20;39;1;3;33;43;1;1;42;26;39;22;25
2022-08-20 19:00;10;2;1;11;0;3;0;5;21;2;1;14;15;2;3;16;3;3;1;11;4;3;0;7;1;3;2;3;;;6;21;6;7;5;0;0;0;0;0;0;0;;;;;;;;;0;2;1;4;34;2;58;6;39;68;24;6;2;9;31;3;5;26;57;2;5;25;40;34;11;21
2022-08-20 19:15;3;0;1;16;0;2;0;7;18;0;3;21;17;0;4;7;2;2;3;12;4;3;1;5;1;5;6;3;;;8;15;22;11;3;0;0;0;0;0;0;0;;;;;;;;;1;0;0;3;24;4;55;9;28;68;22;5;2;19;25;6;3;38;28;2;7;34;28;42;4;25
2022-08-20 19:30;8;2;1;12;0;1;0;2;11;2;0;27;9;1;1;13;2;3;3;20;9;3;1;6;4;7;7;0;;;3;11;7;15;6;1;0;0;0;0;0;0;;;;;;;;;0;0;3;5;20;2;44;4;28;50;10;5;0;13;25;6;7;26;23;4;0;28;25;39;9;17
2022-08-20 19:45;2;1;1;9;0;3;0;2;9;2;0;18;13;1;3;8;4;1;3;8;7;8;1;4;3;0;3;0;;;6;11;9;6;2;0;0;0;0;0;0;0;;;;;;;;;0;3;0;2;19;5;41;5;21;54;12;5;1;11;41;1;5;22;36;3;2;34;18;36;3;15
2022-08-20 20:00;2;2;5;5;1;3;1;4;14;7;4;24;12;2;1;17;5;0;2;6;7;2;0;5;1;5;0;2;;;4;19;10;6;5;0;0;0;0;0;0;0;;;;;;;;;0;0;3;3;28;3;38;7;34;48;10;5;0;11;27;5;8;17;24;4;7;27;37;44;9;14
2022-08-20 20:15;5;0;5;7;0;2;0;6;6;2;1;15;10;0;1;8;0;0;0;2;7;2;0;5;3;3;1;0;;;4;6;14;0;4;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;20;5;32;12;20;50;8;5;0;7;18;2;4;14;15;0;1;16;15;28;10;15
2022-08-20 20:30;2;3;2;4;1;0;0;8;12;0;0;7;16;0;6;4;0;1;5;3;3;1;0;2;1;3;0;3;;;5;13;7;7;3;0;0;0;0;0;0;0;;;;;;;;;0;0;0;5;24;3;27;14;29;44;6;4;7;5;24;3;8;15;9;4;3;22;16;29;5;15
2022-08-20 20:45;6;1;3;4;0;1;0;3;10;3;0;18;12;0;0;5;1;0;1;3;6;2;1;3;0;1;1;7;;;2;13;6;1;5;0;0;0;0;0;0;0;;;;;;;;;0;2;0;3;20;1;43;4;23;50;2;6;1;6;18;2;6;10;28;8;7;10;15;33;9;9
2022-08-20 21:00;3;0;0;2;1;0;0;3;17;3;2;15;2;0;0;3;5;0;3;0;5;1;0;3;0;0;6;0;;;3;13;8;6;3;0;0;0;0;0;0;0;;;;;;;;;0;2;0;2;14;2;33;11;16;48;15;5;2;5;16;1;7;9;17;4;2;12;22;20;4;5
2022-08-20 21:15;0;0;0;4;0;0;0;3;9;1;5;11;7;0;2;1;0;1;3;3;8;0;1;2;0;0;3;2;;;1;3;2;2;3;0;0;0;0;0;0;0;;;;;;;;;1;2;0;1;10;4;40;2;12;48;4;2;0;6;18;1;1;14;15;3;2;16;15;21;0;7
2022-08-20 21:30;4;0;2;0;0;0;0;0;13;4;2;7;9;0;3;7;0;0;2;5;2;0;0;1;0;0;1;3;;;2;5;6;2;1;0;0;0;0;0;0;0;;;;;;;;;0;0;1;0;8;2;38;11;9;51;6;4;1;3;14;0;3;6;13;0;2;8;22;23;6;0
2022-08-20 21:45;1;0;0;3;0;1;0;3;14;7;3;16;6;0;0;6;0;0;0;0;2;0;0;0;0;1;0;9;;;3;2;0;1;2;0;0;0;0;0;0;0;;;;;;;;;0;1;1;1;10;0;33;6;12;40;4;1;1;1;10;3;7;6;14;2;4;13;23;29;1;7
2022-08-20 22:00;2;0;0;5;1;0;1;0;9;4;5;7;8;1;4;7;1;2;1;0;9;1;1;0;0;0;0;2;;;0;4;3;0;2;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;7;6;33;8;8;47;3;2;0;2;19;0;8;4;21;2;3;11;22;23;4;5
2022-08-20 22:15;2;0;0;0;0;0;0;1;16;4;4;11;3;1;1;1;1;0;1;0;2;0;0;0;0;0;0;4;;;0;4;3;0;4;0;0;0;0;0;0;0;;;;;;;;;1;1;1;2;6;0;45;3;10;49;6;5;0;1;15;3;4;9;22;1;8;4;22;19;2;1
2022-08-20 22:30;1;1;0;2;1;1;1;1;9;4;3;9;4;2;2;2;0;0;0;0;3;0;0;2;2;1;2;5;;;2;2;3;1;2;0;0;0;0;0;0;0;;;;;;;;;0;2;1;2;11;1;24;10;14;37;1;1;0;1;13;0;7;1;5;3;2;7;16;19;3;5
2022-08-20 22:45;5;1;0;10;0;0;0;0;3;5;1;8;4;0;2;2;0;0;0;3;5;0;0;0;0;4;1;4;;;0;8;1;2;2;0;0;0;0;0;0;0;;;;;;;;;0;1;0;2;2;8;26;4;4;39;1;0;1;0;9;2;3;6;13;0;2;9;6;19;5;11
2022-08-20 23:00;0;0;0;2;0;0;0;0;7;7;0;16;4;0;4;3;1;0;2;1;2;0;0;0;1;3;1;5;;;2;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;3;8;1;18;4;11;23;0;2;0;3;5;1;2;5;11;2;3;5;10;31;0;2
2022-08-20 23:15;2;1;1;4;2;0;1;2;6;2;2;4;2;0;1;6;2;0;1;0;0;0;1;0;1;0;1;0;;;0;2;0;0;3;0;0;0;0;0;0;0;;;;;;;;;0;1;1;1;4;1;15;9;6;26;1;1;0;0;5;0;1;0;5;3;1;6;14;9;6;7
2022-08-20 23:30;0;1;0;4;0;1;0;2;8;0;1;9;3;0;2;0;0;0;0;2;4;0;1;2;0;1;0;0;;;1;3;4;0;0;1;0;0;0;0;0;0;;;;;;;;;0;1;1;1;3;4;29;4;5;38;1;2;0;1;10;1;4;10;13;4;3;9;9;14;0;8
2022-08-20 23:45;0;1;0;1;0;1;0;1;1;1;0;1;2;0;0;1;0;0;0;2;5;0;1;1;0;1;1;0;;;1;0;5;2;1;0;0;0;0;0;0;0;;;;;;;;;1;2;1;1;0;3;16;14;3;35;3;1;0;1;1;0;2;1;7;1;0;9;2;4;0;4
2022-08-21 00:00;5;1;0;3;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;1;4;0;3;;;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;;;;1;0;2;5;3;8;41;13;11;62;0;0;0;0;2;2;1;7;6;1;2;4;3;1;7;4
2022-08-21 00:15;1;0;0;0;0;0;1;1;4;1;1;5;2;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;1;0;0;0;3;1;16;5;4;22;0;0;0;0;8;0;8;1;4;1;2;3;6;9;2;1
2022-08-21 00:30;0;0;0;1;0;2;0;2;3;1;1;1;1;0;0;0;0;0;0;0;1;0;1;2;0;2;1;3;;;1;1;1;1;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;2;4;15;3;4;22;0;0;0;0;0;1;0;2;2;0;1;0;4;3;0;5
2022-08-21 00:45;1;2;1;1;0;0;0;0;3;2;0;2;1;0;2;1;0;0;0;0;2;0;0;0;0;1;0;1;;;3;1;3;0;1;0;0;0;0;0;0;0;;;;;;;;;0;2;0;1;2;2;16;0;3;20;0;0;0;0;3;0;3;0;4;0;1;1;4;7;2;3
2022-08-21 01:00;1;1;3;2;0;0;0;0;1;0;1;2;0;0;0;4;0;0;0;0;1;0;0;0;1;0;1;0;;;1;0;2;0;0;0;0;0;0;0;0;0;;;;;;;;;2;2;0;0;1;1;8;5;3;16;1;0;0;0;3;1;3;0;5;1;3;4;6;2;4;3
2022-08-21 01:15;0;1;1;1;0;0;0;0;2;1;1;2;1;0;0;1;0;1;0;0;1;1;0;1;0;2;0;2;;;0;2;3;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;2;0;9;3;4;12;0;0;0;0;1;0;1;2;0;0;0;2;4;4;1;2
2022-08-21 01:30;0;0;1;0;0;0;0;0;3;0;2;0;1;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;;;0;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;1;1;1;0;6;2;3;8;2;0;1;0;1;0;0;0;1;0;1;0;5;1;1;0
2022-08-21 01:45;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;3;0;3;;;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;9;1;1;10;0;0;0;0;0;1;0;3;1;1;1;1;5;0;3;2
2022-08-21 02:00;0;1;0;7;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;;;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;1;9;4;1;14;2;0;0;0;0;0;0;1;0;1;0;2;0;2;0;8
2022-08-21 02:15;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;2;0;;;0;1;1;0;0;1;0;0;0;0;0;0;;;;;;;;;0;1;0;1;1;0;3;0;2;4;0;1;0;0;1;0;0;1;2;0;2;1;2;0;2;2
2022-08-21 02:30;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;5;2;0;7;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;2
2022-08-21 02:45;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;1;0;2;0;0;0;3;2;3;5;0;0;0;0;1;0;0;0;1;1;0;0;1;0;4;0
2022-08-21 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;;;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;0;0;1;4;3;1;6;0;8;7;0;0;0;0;0;0;0;1;2;0;2;1;0;0;0;0
2022-08-21 03:15;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;1;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;1;6;1;0;8;0;0;0;0;0;0;0;0;2;0;1;0;2;0;0;0
2022-08-21 03:30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;2;0;0;2;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1
2022-08-21 03:45;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;2;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;0;2;0;3;0;6;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;2
2022-08-21 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;1;0;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2022-08-21 04:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
2022-08-21 04:30;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;1;1;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;3;0;0;3;1;3;4;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0
2022-08-21 04:45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1
2022-08-21 05:00;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;;;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2022-08-21 05:15;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;2;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
2022-08-21 05:30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0
2022-08-21 05:45;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;2;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;1;0;1;5;1;1;8;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;1
2022-08-21 06:00;0;0;0;0;1;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;1;0;2;0;2;2;0;0;0;0;0;0;0;0;1;0;0;1;2;2;1;0
2022-08-21 06:15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;;;0;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;4;0;1;1;4;2;1;1;0;0;2;0;1;1;2;0;0;1;1;0;0;0
2022-08-21 06:30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;0;0;3;2;1;5;1;0;0;3;0;1;0;0;1;0;0;1;0;0;0;2
2022-08-21 06:45;0;0;0;2;1;0;0;1;3;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;1;;;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;0;0;1;1;0;0;3;1;0;0;0;1;0;0;1;1;0;0;2;5;1;1;3
2022-08-21 07:00;2;0;1;0;0;0;0;1;1;0;1;2;2;0;0;3;1;0;1;0;0;1;0;1;0;0;0;1;;;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;3;1;0;4;1;0;0;0;0;0;0;3;0;0;0;1;5;4;3;1
2022-08-21 07:15;1;0;0;2;0;0;0;0;5;1;1;0;2;1;0;4;2;1;1;1;0;0;0;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;4;0;0;4;2;1;0;1;0;2;0;3;3;0;0;2;11;3;1;2
2022-08-21 07:30;2;0;0;1;0;1;0;3;6;0;2;1;3;0;0;0;1;0;1;0;1;0;0;1;1;0;2;0;;;0;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;1;0;5;2;3;7;1;0;0;2;3;0;1;2;1;0;0;4;8;4;2;5
2022-08-21 07:45;0;0;0;3;2;0;0;1;4;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;2;0;0;;;2;1;5;1;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;2;1;8;1;2;10;3;1;1;3;4;0;0;0;0;0;0;5;4;2;2;4
2022-08-21 08:00;1;1;1;4;0;1;0;1;3;1;2;2;1;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;;;0;3;5;0;0;0;0;0;0;0;0;0;;;;;;;;;0;1;0;1;0;0;8;0;1;9;3;2;1;1;1;0;1;2;5;0;0;5;9;5;2;7
2022-08-21 08:15;1;0;2;1;0;2;0;1;8;0;0;2;2;0;1;0;3;0;0;2;0;1;0;1;0;2;2;0;;;0;4;4;1;2;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;2;0;5;1;2;6;8;1;1;4;7;0;1;7;3;0;0;7;8;5;3;4
2022-08-21 08:30;4;1;3;5;0;0;0;1;5;0;1;1;3;0;2;1;7;0;1;4;1;1;0;1;0;2;0;0;;;5;5;3;3;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;1;3;1;8;4;4;13;13;4;1;4;8;0;0;6;8;2;0;7;7;6;7;7
2022-08-21 08:45;1;0;3;6;2;0;0;3;4;2;1;3;8;3;0;11;5;0;2;3;2;0;0;4;0;6;0;0;;;2;12;16;4;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;7;0;11;1;9;12;14;1;0;1;8;1;2;11;6;1;1;19;19;13;6;9
2022-08-21 09:00;6;1;3;8;1;4;0;9;12;1;1;3;3;0;2;4;10;0;1;3;0;0;0;1;1;2;5;1;;;1;20;4;1;1;0;0;0;0;0;0;0;;;;;;;;;0;0;0;3;7;0;12;5;10;17;10;4;1;15;5;1;0;14;16;2;1;16;17;9;10;22
2022-08-21 09:15;4;2;0;6;0;2;1;9;8;1;1;7;5;0;2;13;4;5;0;9;1;2;0;5;1;0;2;1;;;0;4;9;1;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;6;2;17;2;6;21;20;1;1;13;13;2;1;14;13;2;3;24;22;15;5;19
2022-08-21 09:30;4;0;0;16;2;1;0;4;21;1;3;2;11;0;1;8;7;1;1;3;9;2;0;3;2;0;3;1;;;6;24;18;6;6;1;0;0;0;0;0;0;;;;;;;;;0;0;0;0;6;1;25;5;6;31;10;1;0;8;14;4;0;23;13;4;2;23;32;15;6;21
2022-08-21 09:45;4;0;3;6;5;5;0;10;13;2;0;6;14;1;2;6;5;5;5;4;6;1;3;6;2;5;3;0;;;1;14;5;4;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;2;16;3;17;3;18;23;13;4;0;16;24;0;4;11;22;2;1;16;20;24;12;21
2022-08-21 10:00;5;0;5;14;4;0;1;4;17;1;3;3;9;1;2;7;9;1;1;5;2;0;2;2;2;4;1;0;;;3;22;16;14;4;0;0;0;0;0;0;0;;;;;;;;;0;0;1;2;8;0;21;9;11;30;23;9;1;18;12;0;4;25;20;4;3;36;28;15;15;18
2022-08-21 10:15;3;1;2;16;3;3;0;11;16;1;1;12;13;0;0;13;3;3;5;10;6;0;0;5;2;4;4;1;;;4;31;20;9;4;0;0;0;0;0;0;0;;;;;;;;;0;1;0;3;8;5;38;4;11;48;32;8;3;28;23;2;4;21;19;1;0;23;30;26;8;31
2022-08-21 10:30;6;2;1;18;4;1;1;18;16;0;4;12;15;2;2;4;14;4;1;14;4;5;1;7;2;1;4;1;;;7;27;37;12;4;1;0;0;0;0;0;0;;;;;;;;;2;6;4;6;13;3;19;6;25;34;27;9;0;29;25;8;3;35;27;4;3;43;26;29;12;39
2022-08-21 10:45;10;0;0;18;7;2;7;16;29;3;6;14;17;1;4;17;11;4;2;20;7;4;0;8;2;4;7;2;;;7;25;39;5;3;2;0;0;0;0;0;0;;;;;;;;;0;0;0;1;13;1;25;2;14;28;23;7;1;20;21;2;1;25;51;1;3;42;53;38;24;36
2022-08-21 11:00;5;1;4;31;0;3;2;9;9;0;10;8;15;1;8;14;21;5;6;32;4;2;0;14;1;4;3;1;;;7;35;22;11;6;0;0;0;0;0;0;0;;;;;;;;;0;2;0;0;8;1;28;3;8;34;32;7;0;24;33;3;5;41;38;1;5;41;34;31;11;44
2022-08-21 11:15;16;0;4;19;8;8;0;12;14;2;4;15;21;1;1;20;14;8;5;22;7;3;0;10;1;3;4;0;;;6;52;33;15;5;0;0;0;0;0;0;0;;;;;;;;;1;3;1;1;13;4;43;5;16;55;34;9;4;43;35;3;3;36;36;4;1;51;39;39;28;39
2022-08-21 11:30;7;1;2;31;2;3;1;13;26;1;7;13;20;1;4;21;23;6;0;29;5;3;2;5;3;1;5;0;;;3;48;37;12;6;0;0;0;0;0;0;0;;;;;;;;;0;1;0;2;14;3;36;3;16;43;41;10;4;49;49;7;8;45;40;5;3;55;55;38;12;48
2022-08-21 11:45;10;4;2;26;4;6;0;14;34;0;4;14;15;0;1;18;34;2;9;21;10;0;2;12;0;3;4;0;;;8;39;29;15;8;0;0;0;0;0;0;0;;;;;;;;;0;1;2;5;9;3;43;5;16;52;35;10;5;42;42;3;3;48;35;4;1;39;56;30;16;50
2022-08-21 12:00;7;0;4;21;4;1;0;10;32;2;6;22;15;2;2;12;17;2;11;27;6;5;0;15;1;5;3;0;;;5;58;31;13;10;0;0;0;0;0;0;0;;;;;;;;;1;1;1;3;10;1;48;8;15;58;30;11;1;41;38;7;8;56;57;2;2;56;52;41;15;32
2022-08-21 12:15;13;2;6;21;2;5;1;16;14;4;1;31;22;3;4;24;22;4;0;16;12;1;0;5;8;2;5;2;;;8;57;26;14;6;2;0;0;0;0;0;0;;;;;;;;;2;1;0;3;12;5;31;8;17;45;30;14;1;46;43;2;5;54;52;5;4;42;42;61;22;44
