time,Wilhelm-Spiritus-Ufer,Wilhelm-Spiritus-Ufer Ri. Sueden,Wilhelm-Spiritus-Ufer Ri. Norden,days
2018-05-30 01:15:00,1,0,1,2018-05-30
2018-05-30 01:30:00,0,0,0,2018-05-30
2018-05-30 01:45:00,1,0,1,2018-05-30
2018-05-30 02:00:00,0,0,0,2018-05-30
2018-05-30 02:15:00,0,0,0,2018-05-30
2018-05-30 02:30:00,0,0,0,2018-05-30
2018-05-30 02:45:00,0,0,0,2018-05-30
2018-05-30 03:00:00,0,0,0,2018-05-30
2018-05-30 03:15:00,0,0,0,2018-05-30
2018-05-30 03:30:00,0,0,0,2018-05-30
2018-05-30 03:45:00,0,0,0,2018-05-30
2018-05-30 04:00:00,0,0,0,2018-05-30
2018-05-30 04:15:00,0,0,0,2018-05-30
2018-05-30 04:30:00,0,0,0,2018-05-30
2018-05-30 04:45:00,0,0,0,2018-05-30
2018-05-30 05:00:00,2,1,1,2018-05-30
2018-05-30 05:15:00,1,0,1,2018-05-30
2018-05-30 05:30:00,9,3,6,2018-05-30
2018-05-30 05:45:00,10,3,7,2018-05-30
2018-05-30 06:00:00,18,7,11,2018-05-30
2018-05-30 06:15:00,21,7,14,2018-05-30
2018-05-30 06:30:00,24,13,11,2018-05-30
2018-05-30 06:45:00,41,8,33,2018-05-30
2018-05-30 07:00:00,39,7,32,2018-05-30
2018-05-30 07:15:00,77,23,54,2018-05-30
2018-05-30 07:30:00,106,37,69,2018-05-30
2018-05-30 07:45:00,141,49,92,2018-05-30
2018-05-30 08:00:00,145,40,105,2018-05-30
2018-05-30 08:15:00,152,41,111,2018-05-30
2018-05-30 08:30:00,146,36,110,2018-05-30
2018-05-30 08:45:00,117,20,97,2018-05-30
2018-05-30 09:00:00,86,11,75,2018-05-30
2018-05-30 09:15:00,66,17,49,2018-05-30
2018-05-30 09:30:00,67,20,47,2018-05-30
2018-05-30 09:45:00,47,23,24,2018-05-30
2018-05-30 10:00:00,50,28,22,2018-05-30
2018-05-30 10:15:00,57,23,34,2018-05-30
2018-05-30 10:30:00,56,30,26,2018-05-30
2018-05-30 10:45:00,48,29,19,2018-05-30
2018-05-30 11:00:00,48,23,25,2018-05-30
2018-05-30 11:15:00,45,25,20,2018-05-30
2018-05-30 11:30:00,44,25,19,2018-05-30
2018-05-30 11:45:00,60,25,35,2018-05-30
2018-05-30 12:00:00,49,25,24,2018-05-30
2018-05-30 12:15:00,48,31,17,2018-05-30
2018-05-30 12:30:00,65,36,29,2018-05-30
2018-05-30 12:45:00,51,14,37,2018-05-30
2018-05-30 13:00:00,45,27,18,2018-05-30
2018-05-30 13:15:00,67,30,37,2018-05-30
2018-05-30 13:30:00,54,37,17,2018-05-30
2018-05-30 13:45:00,72,26,46,2018-05-30
2018-05-30 14:00:00,48,29,19,2018-05-30
2018-05-30 14:15:00,60,33,27,2018-05-30
2018-05-30 14:30:00,52,19,33,2018-05-30
2018-05-30 14:45:00,51,28,23,2018-05-30
2018-05-30 15:00:00,62,36,26,2018-05-30
2018-05-30 15:15:00,77,41,36,2018-05-30
2018-05-30 15:30:00,69,42,27,2018-05-30
2018-05-30 15:45:00,96,54,42,2018-05-30
2018-05-30 16:00:00,103,60,43,2018-05-30
2018-05-30 16:15:00,109,68,41,2018-05-30
2018-05-30 16:30:00,89,65,24,2018-05-30
2018-05-30 16:45:00,112,74,38,2018-05-30
2018-05-30 17:00:00,111,76,35,2018-05-30
2018-05-30 17:15:00,135,84,51,2018-05-30
2018-05-30 17:30:00,145,103,42,2018-05-30
2018-05-30 17:45:00,118,82,36,2018-05-30
2018-05-30 18:00:00,111,73,38,2018-05-30
2018-05-30 18:15:00,114,75,39,2018-05-30
2018-05-30 18:30:00,125,78,47,2018-05-30
2018-05-30 18:45:00,71,40,31,2018-05-30
2018-05-30 19:00:00,67,37,30,2018-05-30
2018-05-30 19:15:00,93,70,23,2018-05-30
2018-05-30 19:30:00,68,48,20,2018-05-30
2018-05-30 19:45:00,69,47,22,2018-05-30
2018-05-30 20:00:00,61,31,30,2018-05-30
2018-05-30 20:15:00,58,42,16,2018-05-30
2018-05-30 20:30:00,25,20,5,2018-05-30
2018-05-30 20:45:00,14,12,2,2018-05-30
2018-05-30 21:00:00,61,38,23,2018-05-30
2018-05-30 21:15:00,44,28,16,2018-05-30
2018-05-30 21:30:00,26,12,14,2018-05-30
2018-05-30 21:45:00,29,18,11,2018-05-30
2018-05-30 22:00:00,21,15,6,2018-05-30
2018-05-30 22:15:00,1,1,0,2018-05-30
2018-05-30 22:30:00,0,0,0,2018-05-30
2018-05-30 22:45:00,8,8,0,2018-05-30
2018-05-30 23:00:00,36,16,20,2018-05-30
2018-05-30 23:15:00,27,7,20,2018-05-30
2018-05-30 23:30:00,10,4,6,2018-05-30
2018-05-30 23:45:00,17,5,12,2018-05-30
2018-05-31 00:00:00,11,5,6,2018-05-31
2018-05-31 00:15:00,14,0,14,2018-05-31
2018-05-31 00:30:00,5,4,1,2018-05-31
2018-05-31 00:45:00,8,3,5,2018-05-31
2018-05-31 01:00:00,13,2,11,2018-05-31
2018-05-31 01:15:00,3,1,2,2018-05-31
2018-05-31 01:30:00,4,2,2,2018-05-31
2018-05-31 01:45:00,4,4,0,2018-05-31
2018-05-31 02:00:00,1,0,1,2018-05-31
2018-05-31 02:15:00,4,0,4,2018-05-31
2018-05-31 02:30:00,2,2,0,2018-05-31
2018-05-31 02:45:00,3,0,3,2018-05-31
2018-05-31 03:00:00,0,0,0,2018-05-31
2018-05-31 03:15:00,3,1,2,2018-05-31
2018-05-31 03:30:00,1,0,1,2018-05-31
2018-05-31 03:45:00,2,1,1,2018-05-31
2018-05-31 04:00:00,0,0,0,2018-05-31
2018-05-31 04:15:00,0,0,0,2018-05-31
2018-05-31 04:30:00,0,0,0,2018-05-31
2018-05-31 04:45:00,0,0,0,2018-05-31
2018-05-31 05:00:00,0,0,0,2018-05-31
2018-05-31 05:15:00,3,2,1,2018-05-31
2018-05-31 05:30:00,4,2,2,2018-05-31
2018-05-31 05:45:00,3,0,3,2018-05-31
2018-05-31 06:00:00,9,2,7,2018-05-31
2018-05-31 06:15:00,28,1,27,2018-05-31
2018-05-31 06:30:00,7,4,3,2018-05-31
2018-05-31 06:45:00,6,1,5,2018-05-31
2018-05-31 07:00:00,8,3,5,2018-05-31
2018-05-31 07:15:00,7,4,3,2018-05-31
2018-05-31 07:30:00,9,2,7,2018-05-31
2018-05-31 07:45:00,8,3,5,2018-05-31
2018-05-31 08:00:00,17,8,9,2018-05-31
2018-05-31 08:15:00,27,8,19,2018-05-31
2018-05-31 08:30:00,19,4,15,2018-05-31
2018-05-31 08:45:00,27,7,20,2018-05-31
2018-05-31 09:00:00,44,13,31,2018-05-31
2018-05-31 09:15:00,36,10,26,2018-05-31
2018-05-31 09:30:00,65,19,46,2018-05-31
2018-05-31 09:45:00,46,15,31,2018-05-31
2018-05-31 10:00:00,38,17,21,2018-05-31
2018-05-31 10:15:00,57,18,39,2018-05-31
2018-05-31 10:30:00,53,16,37,2018-05-31
2018-05-31 10:45:00,60,34,26,2018-05-31
2018-05-31 11:00:00,75,25,50,2018-05-31
2018-05-31 11:15:00,91,24,67,2018-05-31
2018-05-31 11:30:00,70,20,50,2018-05-31
2018-05-31 11:45:00,73,28,45,2018-05-31
2018-05-31 12:00:00,81,28,53,2018-05-31
2018-05-31 12:15:00,79,29,50,2018-05-31
2018-05-31 12:30:00,80,36,44,2018-05-31
2018-05-31 12:45:00,93,35,58,2018-05-31
2018-05-31 13:00:00,108,39,69,2018-05-31
2018-05-31 13:15:00,97,40,57,2018-05-31
2018-05-31 13:30:00,116,48,68,2018-05-31
2018-05-31 13:45:00,103,38,65,2018-05-31
2018-05-31 14:00:00,112,48,64,2018-05-31
2018-05-31 14:15:00,122,48,74,2018-05-31
2018-05-31 14:30:00,126,65,61,2018-05-31
2018-05-31 14:45:00,118,53,65,2018-05-31
2018-05-31 15:00:00,140,91,49,2018-05-31
2018-05-31 15:15:00,115,61,54,2018-05-31
2018-05-31 15:30:00,150,79,71,2018-05-31
2018-05-31 15:45:00,118,56,62,2018-05-31
2018-05-31 16:00:00,128,67,61,2018-05-31
2018-05-31 16:15:00,106,42,64,2018-05-31
2018-05-31 16:30:00,120,64,56,2018-05-31
2018-05-31 16:45:00,91,59,32,2018-05-31
2018-05-31 17:00:00,122,69,53,2018-05-31
2018-05-31 17:15:00,117,81,36,2018-05-31
2018-05-31 17:30:00,123,82,41,2018-05-31
2018-05-31 17:45:00,108,70,38,2018-05-31
2018-05-31 18:00:00,115,84,31,2018-05-31
2018-05-31 18:15:00,78,52,26,2018-05-31
2018-05-31 18:30:00,104,76,28,2018-05-31
2018-05-31 18:45:00,86,61,25,2018-05-31
2018-05-31 19:00:00,92,53,39,2018-05-31
2018-05-31 19:15:00,51,31,20,2018-05-31
2018-05-31 19:30:00,52,35,17,2018-05-31
2018-05-31 19:45:00,55,35,20,2018-05-31
2018-05-31 20:00:00,45,28,17,2018-05-31
2018-05-31 20:15:00,50,24,26,2018-05-31
2018-05-31 20:30:00,47,30,17,2018-05-31
2018-05-31 20:45:00,36,24,12,2018-05-31
2018-05-31 21:00:00,54,40,14,2018-05-31
2018-05-31 21:15:00,24,19,5,2018-05-31
2018-05-31 21:30:00,17,12,5,2018-05-31
2018-05-31 21:45:00,14,7,7,2018-05-31
2018-05-31 22:00:00,5,4,1,2018-05-31
2018-05-31 22:15:00,13,4,9,2018-05-31
2018-05-31 22:30:00,9,7,2,2018-05-31
2018-05-31 22:45:00,8,3,5,2018-05-31
2018-05-31 23:00:00,3,0,3,2018-05-31
2018-05-31 23:15:00,2,2,0,2018-05-31
2018-05-31 23:30:00,4,2,2,2018-05-31
2018-05-31 23:45:00,3,2,1,2018-05-31
2018-01-06 00:00:00,0,0,0,2018-01-06
2018-01-06 00:15:00,0,0,0,2018-01-06
2018-01-06 00:30:00,1,1,0,2018-01-06
2018-01-06 00:45:00,2,1,1,2018-01-06
2018-01-06 01:00:00,1,1,0,2018-01-06
2018-01-06 01:15:00,3,0,3,2018-01-06
2018-01-06 01:30:00,0,0,0,2018-01-06
2018-01-06 01:45:00,0,0,0,2018-01-06
2018-01-06 02:00:00,1,1,0,2018-01-06
2018-01-06 02:15:00,0,0,0,2018-01-06
2018-01-06 02:30:00,0,0,0,2018-01-06
2018-01-06 02:45:00,0,0,0,2018-01-06
2018-01-06 03:00:00,0,0,0,2018-01-06
2018-01-06 03:15:00,0,0,0,2018-01-06
2018-01-06 03:30:00,1,0,1,2018-01-06
2018-01-06 03:45:00,0,0,0,2018-01-06
2018-01-06 04:00:00,0,0,0,2018-01-06
2018-01-06 04:15:00,0,0,0,2018-01-06
2018-01-06 04:30:00,0,0,0,2018-01-06
2018-01-06 04:45:00,0,0,0,2018-01-06
2018-01-06 05:00:00,0,0,0,2018-01-06
2018-01-06 05:15:00,0,0,0,2018-01-06
2018-01-06 05:30:00,0,0,0,2018-01-06
2018-01-06 05:45:00,1,0,1,2018-01-06
2018-01-06 06:00:00,4,3,1,2018-01-06
2018-01-06 06:15:00,4,3,1,2018-01-06
2018-01-06 06:30:00,0,0,0,2018-01-06
2018-01-06 06:45:00,9,3,6,2018-01-06
2018-01-06 07:00:00,16,5,11,2018-01-06
2018-01-06 07:15:00,12,4,8,2018-01-06
2018-01-06 07:30:00,26,7,19,2018-01-06
2018-01-06 07:45:00,33,17,16,2018-01-06
2018-01-06 08:00:00,28,1,27,2018-01-06
2018-01-06 08:15:00,42,5,37,2018-01-06
2018-01-06 08:30:00,44,9,35,2018-01-06
2018-01-06 08:45:00,39,6,33,2018-01-06
2018-01-06 09:00:00,43,8,35,2018-01-06
2018-01-06 09:15:00,27,4,23,2018-01-06
2018-01-06 09:30:00,29,10,19,2018-01-06
2018-01-06 09:45:00,26,14,12,2018-01-06
2018-01-06 10:00:00,20,10,10,2018-01-06
2018-01-06 10:15:00,25,11,14,2018-01-06
2018-01-06 10:30:00,33,23,10,2018-01-06
2018-01-06 10:45:00,43,19,24,2018-01-06
2018-01-06 11:00:00,18,12,6,2018-01-06
2018-01-06 11:15:00,15,6,9,2018-01-06
2018-01-06 11:30:00,44,15,29,2018-01-06
2018-01-06 11:45:00,21,6,15,2018-01-06
2018-01-06 12:00:00,14,10,4,2018-01-06
2018-01-06 12:15:00,17,8,9,2018-01-06
2018-01-06 12:30:00,26,11,15,2018-01-06
2018-01-06 12:45:00,30,13,17,2018-01-06
2018-01-06 13:00:00,17,14,3,2018-01-06
2018-01-06 13:15:00,23,12,11,2018-01-06
2018-01-06 13:30:00,14,8,6,2018-01-06
2018-01-06 13:45:00,26,18,8,2018-01-06
2018-01-06 14:00:00,25,17,8,2018-01-06
2018-01-06 14:15:00,16,11,5,2018-01-06
2018-01-06 14:30:00,18,12,6,2018-01-06
2018-01-06 14:45:00,21,15,6,2018-01-06
2018-01-06 15:00:00,26,17,9,2018-01-06
2018-01-06 15:15:00,12,5,7,2018-01-06
2018-01-06 15:30:00,15,9,6,2018-01-06
2018-01-06 15:45:00,17,12,5,2018-01-06
2018-01-06 16:00:00,31,23,8,2018-01-06
2018-01-06 16:15:00,20,17,3,2018-01-06
2018-01-06 16:30:00,28,18,10,2018-01-06
2018-01-06 16:45:00,31,24,7,2018-01-06
2018-01-06 17:00:00,34,26,8,2018-01-06
2018-01-06 17:15:00,16,13,3,2018-01-06
2018-01-06 17:30:00,13,11,2,2018-01-06
2018-01-06 17:45:00,13,9,4,2018-01-06
2018-01-06 18:00:00,6,5,1,2018-01-06
2018-01-06 18:15:00,13,10,3,2018-01-06
2018-01-06 18:30:00,20,14,6,2018-01-06
2018-01-06 18:45:00,13,11,2,2018-01-06
2018-01-06 19:00:00,20,16,4,2018-01-06
2018-01-06 19:15:00,15,7,8,2018-01-06
2018-01-06 19:30:00,2,1,1,2018-01-06
2018-01-06 19:45:00,13,6,7,2018-01-06
2018-01-06 20:00:00,11,5,6,2018-01-06
2018-01-06 20:15:00,14,10,4,2018-01-06
2018-01-06 20:30:00,5,1,4,2018-01-06
2018-01-06 20:45:00,7,4,3,2018-01-06
2018-01-06 21:00:00,8,7,1,2018-01-06
2018-01-06 21:15:00,7,4,3,2018-01-06
2018-01-06 21:30:00,6,2,4,2018-01-06
2018-01-06 21:45:00,3,3,0,2018-01-06
2018-01-06 22:00:00,2,1,1,2018-01-06
2018-01-06 22:15:00,2,2,0,2018-01-06
2018-01-06 22:30:00,2,0,2,2018-01-06
2018-01-06 22:45:00,1,0,1,2018-01-06
2018-01-06 23:00:00,1,1,0,2018-01-06
2018-01-06 23:15:00,3,0,3,2018-01-06
2018-01-06 23:30:00,2,0,2,2018-01-06
2018-01-06 23:45:00,0,0,0,2018-01-06
2018-02-06 00:00:00,0,0,0,2018-02-06
2018-02-06 00:15:00,0,0,0,2018-02-06
2018-02-06 00:30:00,0,0,0,2018-02-06
2018-02-06 00:45:00,1,1,0,2018-02-06
2018-02-06 01:00:00,0,0,0,2018-02-06
2018-02-06 01:15:00,1,0,1,2018-02-06
2018-02-06 01:30:00,0,0,0,2018-02-06
2018-02-06 01:45:00,3,3,0,2018-02-06
2018-02-06 02:00:00,0,0,0,2018-02-06
2018-02-06 02:15:00,0,0,0,2018-02-06
2018-02-06 02:30:00,0,0,0,2018-02-06
2018-02-06 02:45:00,0,0,0,2018-02-06
2018-02-06 03:00:00,0,0,0,2018-02-06
2018-02-06 03:15:00,0,0,0,2018-02-06
2018-02-06 03:30:00,1,1,0,2018-02-06
2018-02-06 03:45:00,1,1,0,2018-02-06
2018-02-06 04:00:00,0,0,0,2018-02-06
2018-02-06 04:15:00,1,1,0,2018-02-06
2018-02-06 04:30:00,0,0,0,2018-02-06
2018-02-06 04:45:00,1,1,0,2018-02-06
2018-02-06 05:00:00,0,0,0,2018-02-06
2018-02-06 05:15:00,1,0,1,2018-02-06
2018-02-06 05:30:00,2,0,2,2018-02-06
2018-02-06 05:45:00,3,1,2,2018-02-06
2018-02-06 06:00:00,3,1,2,2018-02-06
2018-02-06 06:15:00,1,1,0,2018-02-06
2018-02-06 06:30:00,7,2,5,2018-02-06
2018-02-06 06:45:00,2,2,0,2018-02-06
2018-02-06 07:00:00,0,0,0,2018-02-06
2018-02-06 07:15:00,1,0,1,2018-02-06
2018-02-06 07:30:00,1,0,1,2018-02-06
2018-02-06 07:45:00,3,0,3,2018-02-06
2018-02-06 08:00:00,1,1,0,2018-02-06
2018-02-06 08:15:00,2,0,2,2018-02-06
2018-02-06 08:30:00,4,1,3,2018-02-06
2018-02-06 08:45:00,6,4,2,2018-02-06
2018-02-06 09:00:00,13,6,7,2018-02-06
2018-02-06 09:15:00,16,8,8,2018-02-06
2018-02-06 09:30:00,12,6,6,2018-02-06
2018-02-06 09:45:00,34,22,12,2018-02-06
2018-02-06 10:00:00,13,9,4,2018-02-06
2018-02-06 10:15:00,22,14,8,2018-02-06
2018-02-06 10:30:00,29,14,15,2018-02-06
2018-02-06 10:45:00,34,21,13,2018-02-06
2018-02-06 11:00:00,17,10,7,2018-02-06
2018-02-06 11:15:00,61,28,33,2018-02-06
2018-02-06 11:30:00,49,34,15,2018-02-06
2018-02-06 11:45:00,62,31,31,2018-02-06
2018-02-06 12:00:00,60,33,27,2018-02-06
2018-02-06 12:15:00,42,14,28,2018-02-06
2018-02-06 12:30:00,61,23,38,2018-02-06
2018-02-06 12:45:00,49,14,35,2018-02-06
2018-02-06 13:00:00,39,24,15,2018-02-06
2018-02-06 13:15:00,75,42,33,2018-02-06
2018-02-06 13:30:00,66,33,33,2018-02-06
2018-02-06 13:45:00,52,32,20,2018-02-06
2018-02-06 14:00:00,72,31,41,2018-02-06
2018-02-06 14:15:00,53,26,27,2018-02-06
2018-02-06 14:30:00,54,20,34,2018-02-06
2018-02-06 14:45:00,49,15,34,2018-02-06
2018-02-06 15:00:00,92,42,50,2018-02-06
2018-02-06 15:15:00,69,26,43,2018-02-06
2018-02-06 15:30:00,76,26,50,2018-02-06
2018-02-06 15:45:00,76,38,38,2018-02-06
2018-02-06 16:00:00,70,30,40,2018-02-06
2018-02-06 16:15:00,52,23,29,2018-02-06
2018-02-06 16:30:00,62,26,36,2018-02-06
2018-02-06 16:45:00,84,44,40,2018-02-06
2018-02-06 17:00:00,88,47,41,2018-02-06
2018-02-06 17:15:00,74,33,41,2018-02-06
2018-02-06 17:30:00,70,30,40,2018-02-06
2018-02-06 17:45:00,71,40,31,2018-02-06
2018-02-06 18:00:00,64,38,26,2018-02-06
2018-02-06 18:15:00,43,21,22,2018-02-06
2018-02-06 18:30:00,54,24,30,2018-02-06
2018-02-06 18:45:00,37,26,11,2018-02-06
2018-02-06 19:00:00,83,45,38,2018-02-06
2018-02-06 19:15:00,51,29,22,2018-02-06
2018-02-06 19:30:00,42,21,21,2018-02-06
2018-02-06 19:45:00,34,20,14,2018-02-06
2018-02-06 20:00:00,50,25,25,2018-02-06
2018-02-06 20:15:00,36,19,17,2018-02-06
2018-02-06 20:30:00,44,14,30,2018-02-06
2018-02-06 20:45:00,16,7,9,2018-02-06
2018-02-06 21:00:00,17,10,7,2018-02-06
2018-02-06 21:15:00,28,19,9,2018-02-06
2018-02-06 21:30:00,20,12,8,2018-02-06
2018-02-06 21:45:00,15,9,6,2018-02-06
2018-02-06 22:00:00,8,4,4,2018-02-06
2018-02-06 22:15:00,26,15,11,2018-02-06
2018-02-06 22:30:00,12,2,10,2018-02-06
2018-02-06 22:45:00,8,5,3,2018-02-06
2018-02-06 23:00:00,16,12,4,2018-02-06
2018-02-06 23:15:00,3,3,0,2018-02-06
2018-02-06 23:30:00,5,2,3,2018-02-06
2018-02-06 23:45:00,13,10,3,2018-02-06
2018-03-06 00:00:00,6,6,0,2018-03-06
2018-03-06 00:15:00,14,13,1,2018-03-06
2018-03-06 00:30:00,9,7,2,2018-03-06
2018-03-06 00:45:00,2,2,0,2018-03-06
2018-03-06 01:00:00,5,4,1,2018-03-06
2018-03-06 01:15:00,2,1,1,2018-03-06
2018-03-06 01:30:00,2,2,0,2018-03-06
2018-03-06 01:45:00,3,3,0,2018-03-06
2018-03-06 02:00:00,0,0,0,2018-03-06
2018-03-06 02:15:00,2,0,2,2018-03-06
2018-03-06 02:30:00,1,1,0,2018-03-06
2018-03-06 02:45:00,0,0,0,2018-03-06
2018-03-06 03:00:00,3,3,0,2018-03-06
2018-03-06 03:15:00,0,0,0,2018-03-06
2018-03-06 03:30:00,0,0,0,2018-03-06
2018-03-06 03:45:00,4,4,0,2018-03-06
2018-03-06 04:00:00,0,0,0,2018-03-06
2018-03-06 04:15:00,3,1,2,2018-03-06
2018-03-06 04:30:00,1,0,1,2018-03-06
2018-03-06 04:45:00,3,2,1,2018-03-06
2018-03-06 05:00:00,0,0,0,2018-03-06
2018-03-06 05:15:00,0,0,0,2018-03-06
2018-03-06 05:30:00,2,1,1,2018-03-06
2018-03-06 05:45:00,0,0,0,2018-03-06
2018-03-06 06:00:00,1,1,0,2018-03-06
2018-03-06 06:15:00,6,2,4,2018-03-06
2018-03-06 06:30:00,5,3,2,2018-03-06
2018-03-06 06:45:00,1,0,1,2018-03-06
2018-03-06 07:00:00,12,5,7,2018-03-06
2018-03-06 07:15:00,3,0,3,2018-03-06
2018-03-06 07:30:00,8,3,5,2018-03-06
2018-03-06 07:45:00,14,0,14,2018-03-06
2018-03-06 08:00:00,15,7,8,2018-03-06
2018-03-06 08:15:00,10,6,4,2018-03-06
2018-03-06 08:30:00,10,3,7,2018-03-06
2018-03-06 08:45:00,18,7,11,2018-03-06
2018-03-06 09:00:00,25,9,16,2018-03-06
2018-03-06 09:15:00,38,21,17,2018-03-06
2018-03-06 09:30:00,59,17,42,2018-03-06
2018-03-06 09:45:00,53,16,37,2018-03-06
2018-03-06 10:00:00,41,10,31,2018-03-06
2018-03-06 10:15:00,73,32,41,2018-03-06
2018-03-06 10:30:00,82,40,42,2018-03-06
2018-03-06 10:45:00,111,44,67,2018-03-06
2018-03-06 11:00:00,68,24,44,2018-03-06
2018-03-06 11:15:00,85,23,62,2018-03-06
2018-03-06 11:30:00,105,41,64,2018-03-06
2018-03-06 11:45:00,143,53,90,2018-03-06
2018-03-06 12:00:00,117,34,83,2018-03-06
2018-03-06 12:15:00,154,65,89,2018-03-06
2018-03-06 12:30:00,115,47,68,2018-03-06
2018-03-06 12:45:00,118,45,73,2018-03-06
2018-03-06 13:00:00,114,45,69,2018-03-06
2018-03-06 13:15:00,130,72,58,2018-03-06
2018-03-06 13:30:00,142,61,81,2018-03-06
2018-03-06 13:45:00,138,60,78,2018-03-06
2018-03-06 14:00:00,155,66,89,2018-03-06
2018-03-06 14:15:00,166,77,89,2018-03-06
2018-03-06 14:30:00,140,59,81,2018-03-06
2018-03-06 14:45:00,158,78,80,2018-03-06
2018-03-06 15:00:00,163,79,84,2018-03-06
2018-03-06 15:15:00,149,72,77,2018-03-06
2018-03-06 15:30:00,142,62,80,2018-03-06
2018-03-06 15:45:00,132,81,51,2018-03-06
2018-03-06 16:00:00,155,86,69,2018-03-06
2018-03-06 16:15:00,170,112,58,2018-03-06
2018-03-06 16:30:00,135,83,52,2018-03-06
2018-03-06 16:45:00,157,112,45,2018-03-06
2018-03-06 17:00:00,112,70,42,2018-03-06
2018-03-06 17:15:00,135,80,55,2018-03-06
2018-03-06 17:30:00,129,85,44,2018-03-06
2018-03-06 17:45:00,137,89,48,2018-03-06
2018-03-06 18:00:00,112,80,32,2018-03-06
2018-03-06 18:15:00,85,56,29,2018-03-06
2018-03-06 18:30:00,107,54,53,2018-03-06
2018-03-06 18:45:00,89,62,27,2018-03-06
2018-03-06 19:00:00,67,42,25,2018-03-06
2018-03-06 19:15:00,69,45,24,2018-03-06
2018-03-06 19:30:00,73,56,17,2018-03-06
2018-03-06 19:45:00,44,25,19,2018-03-06
2018-03-06 20:00:00,74,42,32,2018-03-06
2018-03-06 20:15:00,47,31,16,2018-03-06
2018-03-06 20:30:00,51,28,23,2018-03-06
2018-03-06 20:45:00,34,22,12,2018-03-06
2018-03-06 21:00:00,28,15,13,2018-03-06
2018-03-06 21:15:00,22,16,6,2018-03-06
2018-03-06 21:30:00,21,14,7,2018-03-06
2018-03-06 21:45:00,21,13,8,2018-03-06
2018-03-06 22:00:00,9,2,7,2018-03-06
2018-03-06 22:15:00,13,6,7,2018-03-06
2018-03-06 22:30:00,16,11,5,2018-03-06
2018-03-06 22:45:00,5,4,1,2018-03-06
2018-03-06 23:00:00,1,1,0,2018-03-06
2018-03-06 23:15:00,3,2,1,2018-03-06
2018-03-06 23:30:00,3,2,1,2018-03-06
2018-03-06 23:45:00,9,9,0,2018-03-06
2018-04-06 00:00:00,1,1,0,2018-04-06
2018-04-06 00:15:00,4,3,1,2018-04-06
2018-04-06 00:30:00,2,2,0,2018-04-06
2018-04-06 00:45:00,0,0,0,2018-04-06
2018-04-06 01:00:00,0,0,0,2018-04-06
2018-04-06 01:15:00,1,1,0,2018-04-06
2018-04-06 01:30:00,0,0,0,2018-04-06
2018-04-06 01:45:00,1,1,0,2018-04-06
2018-04-06 02:00:00,0,0,0,2018-04-06
2018-04-06 02:15:00,0,0,0,2018-04-06
2018-04-06 02:30:00,1,1,0,2018-04-06
2018-04-06 02:45:00,2,2,0,2018-04-06
2018-04-06 03:00:00,0,0,0,2018-04-06
2018-04-06 03:15:00,0,0,0,2018-04-06
2018-04-06 03:30:00,0,0,0,2018-04-06
2018-04-06 03:45:00,0,0,0,2018-04-06
2018-04-06 04:00:00,0,0,0,2018-04-06
2018-04-06 04:15:00,0,0,0,2018-04-06
2018-04-06 04:30:00,0,0,0,2018-04-06
2018-04-06 04:45:00,1,0,1,2018-04-06
2018-04-06 05:00:00,1,1,0,2018-04-06
2018-04-06 05:15:00,4,1,3,2018-04-06
2018-04-06 05:30:00,8,5,3,2018-04-06
2018-04-06 05:45:00,13,2,11,2018-04-06
2018-04-06 06:00:00,17,5,12,2018-04-06
2018-04-06 06:15:00,19,7,12,2018-04-06
2018-04-06 06:30:00,30,5,25,2018-04-06
2018-04-06 06:45:00,35,10,25,2018-04-06
2018-04-06 07:00:00,47,15,32,2018-04-06
2018-04-06 07:15:00,63,22,41,2018-04-06
2018-04-06 07:30:00,115,34,81,2018-04-06
2018-04-06 07:45:00,136,46,90,2018-04-06
2018-04-06 08:00:00,150,36,114,2018-04-06
2018-04-06 08:15:00,154,30,124,2018-04-06
2018-04-06 08:30:00,156,42,114,2018-04-06
2018-04-06 08:45:00,126,27,99,2018-04-06
2018-04-06 09:00:00,102,30,72,2018-04-06
2018-04-06 09:15:00,86,20,66,2018-04-06
2018-04-06 09:30:00,70,21,49,2018-04-06
2018-04-06 09:45:00,40,16,24,2018-04-06
2018-04-06 10:00:00,41,18,23,2018-04-06
2018-04-06 10:15:00,69,19,50,2018-04-06
2018-04-06 10:30:00,47,27,20,2018-04-06
2018-04-06 10:45:00,53,20,33,2018-04-06
2018-04-06 11:00:00,43,23,20,2018-04-06
2018-04-06 11:15:00,38,29,9,2018-04-06
2018-04-06 11:30:00,50,36,14,2018-04-06
2018-04-06 11:45:00,51,29,22,2018-04-06
2018-04-06 12:00:00,31,16,15,2018-04-06
2018-04-06 12:15:00,44,26,18,2018-04-06
2018-04-06 12:30:00,48,26,22,2018-04-06
2018-04-06 12:45:00,51,28,23,2018-04-06
2018-04-06 13:00:00,52,31,21,2018-04-06
2018-04-06 13:15:00,63,29,34,2018-04-06
2018-04-06 13:30:00,50,25,25,2018-04-06
2018-04-06 13:45:00,71,42,29,2018-04-06
2018-04-06 14:00:00,41,22,19,2018-04-06
2018-04-06 14:15:00,56,27,29,2018-04-06
2018-04-06 14:30:00,68,34,34,2018-04-06
2018-04-06 14:45:00,66,37,29,2018-04-06
