 ;5.15 BN - Weg auf Damm Neil ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden
2017-03-19-13-15-00;13;5;0;2;6
2017-03-19-13-30-00;24;7;1;2;14
2017-03-19-13-45-00;29;13;1;5;10
2017-03-19-14-00-00;20;11;1;3;5
2017-03-19-14-15-00;29;10;2;3;14
2017-03-19-14-30-00;32;10;5;1;16
2017-03-19-14-45-00;28;15;0;5;8
2017-03-19-15-00-00;36;17;3;3;13
2017-03-19-15-15-00;26;8;2;3;13
2017-03-19-15-30-00;40;18;6;1;15
2017-03-19-15-45-00;24;15;0;2;7
2017-03-19-16-00-00;34;8;3;1;22
2017-03-19-16-15-00;25;9;3;1;12
2017-03-19-16-30-00;35;11;2;8;14
2017-03-19-16-45-00;31;16;0;2;13
2017-03-19-17-00-00;30;16;1;3;10
2017-03-19-17-15-00;22;11;0;4;7
2017-03-19-17-30-00;28;14;2;2;10
2017-03-19-17-45-00;16;6;1;2;7
2017-03-19-18-00-00;27;11;1;6;9
2017-03-19-18-15-00;14;3;3;1;7
2017-03-19-18-30-00;13;6;2;0;5
2017-03-19-18-45-00;8;3;1;0;4
2017-03-19-19-00-00;2;0;0;0;2
2017-03-19-19-15-00;12;5;1;1;5
2017-03-19-19-30-00;7;3;1;1;2
2017-03-19-19-45-00;5;3;0;2;0
2017-03-19-20-00-00;2;0;0;0;2
2017-03-19-20-15-00;2;0;0;0;2
2017-03-19-20-30-00;1;1;0;0;0
2017-03-19-20-45-00;1;1;0;0;0
2017-03-19-21-00-00;0;0;0;0;0
2017-03-19-21-15-00;0;0;0;0;0
2017-03-19-21-30-00;2;1;0;0;1
2017-03-19-21-45-00;3;0;0;0;3
2017-03-19-22-00-00;3;2;0;1;0
2017-03-19-22-15-00;2;2;0;0;0
2017-03-19-22-30-00;0;0;0;0;0
2017-03-19-22-45-00;0;0;0;0;0
2017-03-19-23-00-00;0;0;0;0;0
2017-03-19-23-15-00;0;0;0;0;0
2017-03-19-23-30-00;0;0;0;0;0
2017-03-19-23-45-00;0;0;0;0;0
2017-03-20-00-00-00;0;0;0;0;0
2017-03-20-00-15-00;0;0;0;0;0
2017-03-20-00-30-00;0;0;0;0;0
2017-03-20-00-45-00;0;0;0;0;0
2017-03-20-01-00-00;0;0;0;0;0
2017-03-20-01-15-00;0;0;0;0;0
2017-03-20-01-30-00;0;0;0;0;0
2017-03-20-01-45-00;0;0;0;0;0
2017-03-20-02-00-00;0;0;0;0;0
2017-03-20-02-15-00;0;0;0;0;0
2017-03-20-02-30-00;0;0;0;0;0
2017-03-20-02-45-00;0;0;0;0;0
2017-03-20-03-00-00;0;0;0;0;0
2017-03-20-03-15-00;0;0;0;0;0
2017-03-20-03-30-00;0;0;0;0;0
2017-03-20-03-45-00;0;0;0;0;0
2017-03-20-04-00-00;0;0;0;0;0
2017-03-20-04-15-00;0;0;0;0;0
2017-03-20-04-30-00;0;0;0;0;0
2017-03-20-04-45-00;0;0;0;0;0
2017-03-20-05-00-00;0;0;0;0;0
2017-03-20-05-15-00;0;0;0;0;0
2017-03-20-05-30-00;1;0;0;0;1
2017-03-20-05-45-00;2;1;0;0;1
2017-03-20-06-00-00;3;0;0;1;2
2017-03-20-06-15-00;8;5;0;0;3
2017-03-20-06-30-00;4;2;0;0;2
2017-03-20-06-45-00;11;3;0;1;7
2017-03-20-07-00-00;13;5;0;0;8
2017-03-20-07-15-00;21;8;4;0;9
2017-03-20-07-30-00;60;17;2;2;39
2017-03-20-07-45-00;49;17;0;2;30
2017-03-20-08-00-00;35;12;2;0;21
2017-03-20-08-15-00;37;17;0;0;20
2017-03-20-08-30-00;27;10;1;1;15
2017-03-20-08-45-00;24;9;1;0;14
2017-03-20-09-00-00;13;4;0;0;9
2017-03-20-09-15-00;15;7;0;0;8
2017-03-20-09-30-00;15;8;0;0;7
2017-03-20-09-45-00;7;5;0;0;2
2017-03-20-10-00-00;11;3;0;1;7
2017-03-20-10-15-00;13;4;0;1;8
2017-03-20-10-30-00;14;4;0;1;9
2017-03-20-10-45-00;16;6;1;0;9
2017-03-20-11-00-00;22;10;3;1;8
2017-03-20-11-15-00;17;11;0;2;4
2017-03-20-11-30-00;16;8;0;1;7
2017-03-20-11-45-00;15;11;0;0;4
2017-03-20-12-00-00;10;5;0;0;5
2017-03-20-12-15-00;5;3;0;1;1
2017-03-20-12-30-00;18;5;1;1;11
2017-03-20-12-45-00;7;3;0;0;4
2017-03-20-13-00-00;18;5;0;1;12
2017-03-20-13-15-00;28;18;0;5;5
2017-03-20-13-30-00;14;9;0;0;5
2017-03-20-13-45-00;23;14;0;2;7
2017-03-20-14-00-00;10;5;0;0;5
2017-03-20-14-15-00;7;4;0;1;2
2017-03-20-14-30-00;29;11;1;2;15
2017-03-20-14-45-00;26;9;1;2;14
2017-03-20-15-00-00;17;5;1;2;9
2017-03-20-15-15-00;22;14;0;2;6
2017-03-20-15-30-00;23;12;1;0;10
2017-03-20-15-45-00;29;19;0;4;6
2017-03-20-16-00-00;20;10;1;3;6
2017-03-20-16-15-00;37;21;0;4;12
2017-03-20-16-30-00;33;21;1;1;10
2017-03-20-16-45-00;37;18;1;0;18
2017-03-20-17-00-00;32;17;2;4;9
2017-03-20-17-15-00;42;24;1;1;16
2017-03-20-17-30-00;44;21;2;2;19
2017-03-20-17-45-00;39;17;2;1;19
2017-03-20-18-00-00;43;21;0;4;18
2017-03-20-18-15-00;28;17;1;1;9
2017-03-20-18-30-00;23;12;0;2;9
2017-03-20-18-45-00;30;20;1;3;6
2017-03-20-19-00-00;23;15;1;1;6
2017-03-20-19-15-00;18;8;1;3;6
2017-03-20-19-30-00;13;6;0;2;5
2017-03-20-19-45-00;8;3;1;1;3
2017-03-20-20-00-00;6;3;0;1;2
2017-03-20-20-15-00;2;0;0;0;2
2017-03-20-20-30-00;5;3;0;0;2
2017-03-20-20-45-00;7;5;0;1;1
2017-03-20-21-00-00;3;1;0;1;1
2017-03-20-21-15-00;2;1;0;1;0
2017-03-20-21-30-00;2;0;0;0;2
2017-03-20-21-45-00;0;0;0;0;0
2017-03-20-22-00-00;2;0;0;0;2
2017-03-20-22-15-00;5;3;0;0;2
2017-03-20-22-30-00;0;0;0;0;0
2017-03-20-22-45-00;1;0;0;0;1
2017-03-20-23-00-00;2;0;1;0;1
2017-03-20-23-15-00;0;0;0;0;0
2017-03-20-23-30-00;0;0;0;0;0
2017-03-20-23-45-00;2;0;0;0;2
2017-03-21-00-00-00;0;0;0;0;0
2017-03-21-00-15-00;0;0;0;0;0
2017-03-21-00-30-00;0;0;0;0;0
2017-03-21-00-45-00;0;0;0;0;0
2017-03-21-01-00-00;1;0;0;0;1
2017-03-21-01-15-00;0;0;0;0;0
2017-03-21-01-30-00;0;0;0;0;0
2017-03-21-01-45-00;0;0;0;0;0
2017-03-21-02-00-00;0;0;0;0;0
2017-03-21-02-15-00;0;0;0;0;0
2017-03-21-02-30-00;0;0;0;0;0
2017-03-21-02-45-00;0;0;0;0;0
2017-03-21-03-00-00;0;0;0;0;0
2017-03-21-03-15-00;0;0;0;0;0
2017-03-21-03-30-00;0;0;0;0;0
2017-03-21-03-45-00;0;0;0;0;0
2017-03-21-04-00-00;0;0;0;0;0
2017-03-21-04-15-00;0;0;0;0;0
2017-03-21-04-30-00;0;0;0;0;0
2017-03-21-04-45-00;0;0;0;0;0
2017-03-21-05-00-00;0;0;0;0;0
2017-03-21-05-15-00;0;0;0;0;0
2017-03-21-05-30-00;3;0;0;0;3
2017-03-21-05-45-00;1;0;0;0;1
2017-03-21-06-00-00;0;0;0;0;0
2017-03-21-06-15-00;4;2;0;0;2
2017-03-21-06-30-00;7;4;0;0;3
2017-03-21-06-45-00;8;4;0;0;4
2017-03-21-07-00-00;11;2;0;0;9
2017-03-21-07-15-00;25;12;2;1;10
2017-03-21-07-30-00;63;19;3;2;39
2017-03-21-07-45-00;42;14;0;1;27
2017-03-21-08-00-00;35;13;0;1;21
2017-03-21-08-15-00;45;16;2;1;26
2017-03-21-08-30-00;31;10;0;0;21
2017-03-21-08-45-00;28;7;1;0;20
2017-03-21-09-00-00;19;7;0;0;12
2017-03-21-09-15-00;15;7;0;1;7
2017-03-21-09-30-00;13;4;2;0;7
2017-03-21-09-45-00;9;4;0;0;5
2017-03-21-10-00-00;14;6;0;0;8
2017-03-21-10-15-00;9;4;0;0;5
2017-03-21-10-30-00;8;1;1;1;5
2017-03-21-10-45-00;15;7;0;0;8
2017-03-21-11-00-00;18;10;0;1;7
2017-03-21-11-15-00;19;10;3;2;4
2017-03-21-11-30-00;11;4;0;0;7
2017-03-21-11-45-00;4;2;0;1;1
2017-03-21-12-00-00;8;3;0;0;5
2017-03-21-12-15-00;7;1;0;1;5
2017-03-21-12-30-00;12;3;1;0;8
2017-03-21-12-45-00;3;1;0;0;2
2017-03-21-13-00-00;11;5;0;0;6
2017-03-21-13-15-00;30;18;0;8;4
2017-03-21-13-30-00;7;4;1;1;1
2017-03-21-13-45-00;5;2;0;0;3
2017-03-21-14-00-00;12;4;0;1;7
2017-03-21-14-15-00;13;7;0;0;6
2017-03-21-14-30-00;14;6;2;1;5
2017-03-21-14-45-00;11;6;0;0;5
2017-03-21-15-00-00;12;3;0;0;9
2017-03-21-15-15-00;18;10;0;0;8
2017-03-21-15-30-00;23;12;1;2;8
2017-03-21-15-45-00;18;10;1;2;5
2017-03-21-16-00-00;13;8;0;0;5
2017-03-21-16-15-00;34;13;1;2;18
2017-03-21-16-30-00;23;12;0;1;10
2017-03-21-16-45-00;32;19;0;1;12
2017-03-21-17-00-00;26;14;0;3;9
2017-03-21-17-15-00;40;19;0;2;19
2017-03-21-17-30-00;38;20;2;4;12
2017-03-21-17-45-00;34;21;0;3;10
2017-03-21-18-00-00;33;13;0;0;20
2017-03-21-18-15-00;33;17;0;1;15
2017-03-21-18-30-00;25;12;0;0;13
2017-03-21-18-45-00;23;10;1;1;11
2017-03-21-19-00-00;25;8;2;2;13
2017-03-21-19-15-00;15;4;0;2;9
2017-03-21-19-30-00;15;6;0;2;7
2017-03-21-19-45-00;20;6;1;2;11
2017-03-21-20-00-00;3;2;0;1;0
2017-03-21-20-15-00;7;3;0;0;4
2017-03-21-20-30-00;11;4;2;1;4
2017-03-21-20-45-00;2;1;0;1;0
2017-03-21-21-00-00;4;1;0;2;1
2017-03-21-21-15-00;1;0;0;0;1
2017-03-21-21-30-00;7;2;1;0;4
2017-03-21-21-45-00;2;1;0;0;1
2017-03-21-22-00-00;1;0;0;0;1
2017-03-21-22-15-00;3;1;0;1;1
2017-03-21-22-30-00;4;0;1;0;3
2017-03-21-22-45-00;1;0;0;0;1
2017-03-21-23-00-00;2;1;0;0;1
2017-03-21-23-15-00;0;0;0;0;0
2017-03-21-23-30-00;0;0;0;0;0
2017-03-21-23-45-00;1;1;0;0;0
2017-03-22-00-00-00;1;0;0;0;1
2017-03-22-00-15-00;0;0;0;0;0
2017-03-22-00-30-00;0;0;0;0;0
2017-03-22-00-45-00;0;0;0;0;0
2017-03-22-01-00-00;1;0;0;0;1
2017-03-22-01-15-00;0;0;0;0;0
2017-03-22-01-30-00;0;0;0;0;0
2017-03-22-01-45-00;0;0;0;0;0
2017-03-22-02-00-00;0;0;0;0;0
2017-03-22-02-15-00;0;0;0;0;0
2017-03-22-02-30-00;0;0;0;0;0
2017-03-22-02-45-00;0;0;0;0;0
2017-03-22-03-00-00;0;0;0;0;0
2017-03-22-03-15-00;0;0;0;0;0
2017-03-22-03-30-00;0;0;0;0;0
2017-03-22-03-45-00;0;0;0;0;0
2017-03-22-04-00-00;0;0;0;0;0
2017-03-22-04-15-00;0;0;0;0;0
2017-03-22-04-30-00;0;0;0;0;0
2017-03-22-04-45-00;0;0;0;0;0
2017-03-22-05-00-00;0;0;0;0;0
2017-03-22-05-15-00;0;0;0;0;0
2017-03-22-05-30-00;2;0;0;0;2
2017-03-22-05-45-00;3;1;0;0;2
2017-03-22-06-00-00;6;3;0;0;3
2017-03-22-06-15-00;2;1;0;0;1
2017-03-22-06-30-00;4;2;0;0;2
2017-03-22-06-45-00;13;11;0;0;2
2017-03-22-07-00-00;19;6;0;0;13
2017-03-22-07-15-00;32;13;1;2;16
2017-03-22-07-30-00;60;20;1;0;39
2017-03-22-07-45-00;55;22;2;1;30
2017-03-22-08-00-00;34;8;0;1;25
2017-03-22-08-15-00;39;15;1;0;23
2017-03-22-08-30-00;46;13;3;1;29
2017-03-22-08-45-00;31;6;0;0;25
2017-03-22-09-00-00;22;11;0;0;11
2017-03-22-09-15-00;21;6;1;1;13
2017-03-22-09-30-00;16;10;0;1;5
2017-03-22-09-45-00;19;6;0;4;9
2017-03-22-10-00-00;10;3;0;1;6
2017-03-22-10-15-00;7;2;0;1;4
2017-03-22-10-30-00;16;8;0;1;7
2017-03-22-10-45-00;14;8;0;2;4
2017-03-22-11-00-00;27;14;0;2;11
2017-03-22-11-15-00;22;11;1;2;8
2017-03-22-11-30-00;22;10;0;4;8
2017-03-22-11-45-00;13;6;0;1;6
2017-03-22-12-00-00;13;6;0;2;5
2017-03-22-12-15-00;19;11;0;3;5
2017-03-22-12-30-00;16;6;0;4;6
2017-03-22-12-45-00;25;12;0;4;9
2017-03-22-13-00-00;21;8;0;2;11
2017-03-22-13-15-00;39;16;1;7;15
2017-03-22-13-30-00;28;13;1;1;13
2017-03-22-13-45-00;14;9;0;0;5
2017-03-22-14-00-00;31;11;2;2;16
2017-03-22-14-15-00;21;12;0;1;8
2017-03-22-14-30-00;19;8;1;2;8
2017-03-22-14-45-00;16;6;0;1;9
2017-03-22-15-00-00;15;7;0;0;8
2017-03-22-15-15-00;21;11;0;3;7
2017-03-22-15-30-00;27;8;2;0;17
2017-03-22-15-45-00;24;14;0;1;9
2017-03-22-16-00-00;26;10;0;1;15
2017-03-22-16-15-00;28;16;0;2;10
2017-03-22-16-30-00;30;17;1;2;10
2017-03-22-16-45-00;46;24;1;3;18
2017-03-22-17-00-00;47;19;4;8;16
2017-03-22-17-15-00;39;20;2;1;16
2017-03-22-17-30-00;48;27;2;1;18
2017-03-22-17-45-00;37;20;0;1;16
2017-03-22-18-00-00;29;21;0;0;8
2017-03-22-18-15-00;43;22;1;1;19
2017-03-22-18-30-00;21;13;0;2;6
2017-03-22-18-45-00;25;13;0;1;11
2017-03-22-19-00-00;27;14;0;4;9
2017-03-22-19-15-00;18;11;1;1;5
2017-03-22-19-30-00;16;12;0;0;4
2017-03-22-19-45-00;8;4;0;1;3
2017-03-22-20-00-00;5;3;0;0;2
2017-03-22-20-15-00;4;1;0;1;2
2017-03-22-20-30-00;8;1;0;1;6
2017-03-22-20-45-00;13;7;0;2;4
2017-03-22-21-00-00;7;4;0;2;1
2017-03-22-21-15-00;3;2;0;1;0
2017-03-22-21-30-00;3;0;0;0;3
2017-03-22-21-45-00;3;1;0;0;2
2017-03-22-22-00-00;2;1;0;1;0
2017-03-22-22-15-00;0;0;0;0;0
2017-03-22-22-30-00;5;0;3;0;2
2017-03-22-22-45-00;1;1;0;0;0
2017-03-22-23-00-00;6;2;1;0;3
2017-03-22-23-15-00;0;0;0;0;0
2017-03-22-23-30-00;1;0;0;0;1
2017-03-22-23-45-00;1;0;0;0;1
2017-03-23-00-00-00;1;0;1;0;0
2017-03-23-00-15-00;0;0;0;0;0
2017-03-23-00-30-00;0;0;0;0;0
2017-03-23-00-45-00;1;1;0;0;0
2017-03-23-01-00-00;0;0;0;0;0
2017-03-23-01-15-00;0;0;0;0;0
2017-03-23-01-30-00;0;0;0;0;0
2017-03-23-01-45-00;0;0;0;0;0
2017-03-23-02-00-00;0;0;0;0;0
2017-03-23-02-15-00;0;0;0;0;0
2017-03-23-02-30-00;0;0;0;0;0
2017-03-23-02-45-00;0;0;0;0;0
2017-03-23-03-00-00;0;0;0;0;0
2017-03-23-03-15-00;0;0;0;0;0
2017-03-23-03-30-00;0;0;0;0;0
2017-03-23-03-45-00;0;0;0;0;0
2017-03-23-04-00-00;0;0;0;0;0
2017-03-23-04-15-00;0;0;0;0;0
2017-03-23-04-30-00;0;0;0;0;0
2017-03-23-04-45-00;0;0;0;0;0
2017-03-23-05-00-00;0;0;0;0;0
2017-03-23-05-15-00;2;1;0;0;1
2017-03-23-05-30-00;1;0;0;0;1
2017-03-23-05-45-00;4;2;0;0;2
2017-03-23-06-00-00;2;0;0;0;2
2017-03-23-06-15-00;7;5;0;0;2
2017-03-23-06-30-00;7;2;0;0;5
2017-03-23-06-45-00;13;6;0;1;6
2017-03-23-07-00-00;20;9;0;0;11
2017-03-23-07-15-00;31;14;2;2;13
2017-03-23-07-30-00;53;14;3;0;36
2017-03-23-07-45-00;54;26;0;1;27
2017-03-23-08-00-00;37;13;1;0;23
2017-03-23-08-15-00;52;21;2;2;27
2017-03-23-08-30-00;42;11;2;2;27
2017-03-23-08-45-00;34;10;2;1;21
2017-03-23-09-00-00;18;4;0;0;14
2017-03-23-09-15-00;25;7;1;1;16
2017-03-23-09-30-00;26;5;3;0;18
2017-03-23-09-45-00;15;7;0;0;8
2017-03-23-10-00-00;15;3;5;1;6
2017-03-23-10-15-00;13;2;0;1;10
2017-03-23-10-30-00;11;1;0;1;9
2017-03-23-10-45-00;12;5;0;2;5
2017-03-23-11-00-00;21;7;1;1;12
2017-03-23-11-15-00;25;17;0;2;6
2017-03-23-11-30-00;29;11;1;2;15
2017-03-23-11-45-00;19;7;0;0;12
2017-03-23-12-00-00;17;8;0;1;8
2017-03-23-12-15-00;20;5;1;0;14
2017-03-23-12-30-00;27;9;0;0;18
2017-03-23-12-45-00;28;9;0;0;19
2017-03-23-13-00-00;24;16;0;1;7
2017-03-23-13-15-00;51;24;0;4;23
2017-03-23-13-30-00;36;13;1;4;18
2017-03-23-13-45-00;29;12;2;1;14
2017-03-23-14-00-00;29;15;0;3;11
2017-03-23-14-15-00;56;28;3;9;16
2017-03-23-14-30-00;69;38;1;9;21
2017-03-23-14-45-00;43;23;3;1;16
2017-03-23-15-00-00;42;21;1;2;18
2017-03-23-15-15-00;42;13;3;2;24
2017-03-23-15-30-00;58;27;1;2;28
2017-03-23-15-45-00;52;20;2;3;27
2017-03-23-16-00-00;69;23;2;1;43
2017-03-23-16-15-00;57;27;1;3;26
2017-03-23-16-30-00;93;39;1;8;45
2017-03-23-16-45-00;90;38;3;3;46
2017-03-23-17-00-00;71;35;2;3;31
2017-03-23-17-15-00;75;42;0;2;31
2017-03-23-17-30-00;88;38;2;2;46
2017-03-23-17-45-00;49;22;2;2;23
2017-03-23-18-00-00;64;33;1;3;27
2017-03-23-18-15-00;48;19;1;5;23
2017-03-23-18-30-00;65;41;2;4;18
2017-03-23-18-45-00;43;29;1;3;10
2017-03-23-19-00-00;56;28;1;6;21
2017-03-23-19-15-00;45;27;1;8;9
2017-03-23-19-30-00;24;15;0;5;4
2017-03-23-19-45-00;9;4;1;0;4
2017-03-23-20-00-00;13;7;0;2;4
2017-03-23-20-15-00;1;1;0;0;0
2017-03-23-20-30-00;7;2;1;0;4
2017-03-23-20-45-00;5;2;1;0;2
2017-03-23-21-00-00;8;5;0;1;2
2017-03-23-21-15-00;3;2;0;0;1
2017-03-23-21-30-00;0;0;0;0;0
2017-03-23-21-45-00;3;2;0;1;0
2017-03-23-22-00-00;6;3;0;0;3
2017-03-23-22-15-00;4;2;0;1;1
2017-03-23-22-30-00;3;0;1;0;2
2017-03-23-22-45-00;1;0;0;0;1
2017-03-23-23-00-00;2;0;1;0;1
2017-03-23-23-15-00;1;0;0;0;1
2017-03-23-23-30-00;0;0;0;0;0
2017-03-23-23-45-00;1;0;0;0;1
2017-03-24-00-00-00;0;0;0;0;0
2017-03-24-00-15-00;0;0;0;0;0
2017-03-24-00-30-00;1;0;0;0;1
2017-03-24-00-45-00;0;0;0;0;0
2017-03-24-01-00-00;0;0;0;0;0
2017-03-24-01-15-00;0;0;0;0;0
2017-03-24-01-30-00;0;0;0;0;0
2017-03-24-01-45-00;0;0;0;0;0
2017-03-24-02-00-00;0;0;0;0;0
2017-03-24-02-15-00;0;0;0;0;0
2017-03-24-02-30-00;0;0;0;0;0
2017-03-24-02-45-00;0;0;0;0;0
2017-03-24-03-00-00;0;0;0;0;0
2017-03-24-03-15-00;0;0;0;0;0
2017-03-24-03-30-00;0;0;0;0;0
2017-03-24-03-45-00;0;0;0;0;0
2017-03-24-04-00-00;0;0;0;0;0
2017-03-24-04-15-00;0;0;0;0;0
2017-03-24-04-30-00;0;0;0;0;0
2017-03-24-04-45-00;0;0;0;0;0
2017-03-24-05-00-00;0;0;0;0;0
2017-03-24-05-15-00;0;0;0;0;0
2017-03-24-05-30-00;2;0;0;0;2
2017-03-24-05-45-00;5;1;0;1;3
2017-03-24-06-00-00;3;1;0;1;1
2017-03-24-06-15-00;4;3;0;0;1
2017-03-24-06-30-00;11;7;0;0;4
2017-03-24-06-45-00;12;5;1;0;6
2017-03-24-07-00-00;25;9;2;0;14
2017-03-24-07-15-00;31;15;2;2;12
2017-03-24-07-30-00;65;18;4;0;43
2017-03-24-07-45-00;54;18;1;0;35
2017-03-24-08-00-00;41;16;1;0;24
2017-03-24-08-15-00;29;11;1;1;16
2017-03-24-08-30-00;30;8;0;0;22
2017-03-24-08-45-00;20;6;0;0;14
2017-03-24-09-00-00;22;9;1;1;11
2017-03-24-09-15-00;16;5;1;1;9
2017-03-24-09-30-00;12;7;0;0;5
2017-03-24-09-45-00;16;8;1;1;6
2017-03-24-10-00-00;10;4;1;1;4
2017-03-24-10-15-00;14;6;1;1;6
2017-03-24-10-30-00;18;11;1;1;5
2017-03-24-10-45-00;15;6;0;3;6
2017-03-24-11-00-00;18;5;0;1;12
2017-03-24-11-15-00;17;11;1;0;5
2017-03-24-11-30-00;29;11;1;1;16
2017-03-24-11-45-00;24;9;1;1;13
2017-03-24-12-00-00;38;16;0;3;19
2017-03-24-12-15-00;35;12;2;1;20
2017-03-24-12-30-00;42;19;2;2;19
2017-03-24-12-45-00;21;12;0;1;8
2017-03-24-13-00-00;30;14;1;1;14
2017-03-24-13-15-00;51;28;1;4;18
2017-03-24-13-30-00;31;14;0;0;17
2017-03-24-13-45-00;51;24;4;0;23
2017-03-24-14-00-00;38;14;3;1;20
2017-03-24-14-15-00;49;26;3;2;18
2017-03-24-14-30-00;54;32;1;4;17
2017-03-24-14-45-00;58;33;1;5;19
2017-03-24-15-00-00;72;34;2;3;33
2017-03-24-15-15-00;68;30;6;3;29
2017-03-24-15-30-00;63;34;5;0;24
2017-03-24-15-45-00;75;40;4;6;25
2017-03-24-16-00-00;70;27;3;5;35
2017-03-24-16-15-00;72;41;1;4;26
2017-03-24-16-30-00;75;34;3;2;36
2017-03-24-16-45-00;72;42;0;7;23
2017-03-24-17-00-00;77;42;4;2;29
2017-03-24-17-15-00;73;37;2;1;33
2017-03-24-17-30-00;75;39;1;6;29
2017-03-24-17-45-00;83;38;3;7;35
2017-03-24-18-00-00;66;29;2;4;31
2017-03-24-18-15-00;54;24;2;5;23
2017-03-24-18-30-00;38;20;4;3;11
2017-03-24-18-45-00;55;23;5;8;19
2017-03-24-19-00-00;26;5;3;2;16
2017-03-24-19-15-00;33;11;1;0;21
2017-03-24-19-30-00;30;11;2;7;10
2017-03-24-19-45-00;11;2;1;1;7
2017-03-24-20-00-00;13;3;2;1;7
2017-03-24-20-15-00;6;3;0;1;2
2017-03-24-20-30-00;4;2;0;1;1
2017-03-24-20-45-00;10;1;1;2;6
2017-03-24-21-00-00;6;4;0;2;0
2017-03-24-21-15-00;6;1;1;1;3
2017-03-24-21-30-00;0;0;0;0;0
2017-03-24-21-45-00;2;2;0;0;0
2017-03-24-22-00-00;2;0;1;0;1
2017-03-24-22-15-00;3;0;0;0;3
2017-03-24-22-30-00;4;1;0;2;1
2017-03-24-22-45-00;0;0;0;0;0
2017-03-24-23-00-00;2;0;0;1;1
2017-03-24-23-15-00;4;1;0;1;2
2017-03-24-23-30-00;8;5;1;2;0
2017-03-24-23-45-00;8;4;0;3;1
2017-03-25-00-00-00;0;0;0;0;0
2017-03-25-00-15-00;0;0;0;0;0
2017-03-25-00-30-00;2;1;0;0;1
2017-03-25-00-45-00;0;0;0;0;0
2017-03-25-01-00-00;0;0;0;0;0
2017-03-25-01-15-00;0;0;0;0;0
2017-03-25-01-30-00;1;1;0;0;0
2017-03-25-01-45-00;1;0;0;0;1
2017-03-25-02-00-00;0;0;0;0;0
2017-03-25-02-15-00;0;0;0;0;0
2017-03-25-02-30-00;1;0;0;0;1
2017-03-25-02-45-00;0;0;0;0;0
2017-03-25-03-00-00;0;0;0;0;0
2017-03-25-03-15-00;0;0;0;0;0
2017-03-25-03-30-00;0;0;0;0;0
2017-03-25-03-45-00;0;0;0;0;0
2017-03-25-04-00-00;0;0;0;0;0
2017-03-25-04-15-00;1;0;0;0;1
2017-03-25-04-30-00;1;1;0;0;0
2017-03-25-04-45-00;0;0;0;0;0
2017-03-25-05-00-00;0;0;0;0;0
2017-03-25-05-15-00;0;0;0;0;0
2017-03-25-05-30-00;0;0;0;0;0
2017-03-25-05-45-00;1;0;0;1;0
2017-03-25-06-00-00;0;0;0;0;0
2017-03-25-06-15-00;1;1;0;0;0
2017-03-25-06-30-00;0;0;0;0;0
2017-03-25-06-45-00;1;0;1;0;0
2017-03-25-07-00-00;3;2;0;1;0
2017-03-25-07-15-00;1;0;0;0;1
2017-03-25-07-30-00;7;1;1;0;5
2017-03-25-07-45-00;1;1;0;0;0
2017-03-25-08-00-00;3;1;0;0;2
2017-03-25-08-15-00;6;4;0;0;2
2017-03-25-08-30-00;5;4;0;0;1
2017-03-25-08-45-00;11;4;1;1;5
2017-03-25-09-00-00;10;2;1;0;7
2017-03-25-09-15-00;16;10;0;2;4
2017-03-25-09-30-00;25;8;0;1;16
2017-03-25-09-45-00;23;6;2;2;13
2017-03-25-10-00-00;30;18;2;3;7
2017-03-25-10-15-00;24;10;0;4;10
2017-03-25-10-30-00;32;18;2;3;9
2017-03-25-10-45-00;41;20;2;7;12
2017-03-25-11-00-00;51;23;3;1;24
2017-03-25-11-15-00;46;19;3;5;19
2017-03-25-11-30-00;70;29;7;7;27
2017-03-25-11-45-00;72;34;5;4;29
2017-03-25-12-00-00;66;28;9;2;27
2017-03-25-12-15-00;85;31;5;6;43
2017-03-25-12-30-00;71;25;3;7;36
2017-03-25-12-45-00;85;29;3;12;41
2017-03-25-13-00-00;74;23;5;8;38
2017-03-25-13-15-00;63;26;4;3;30
2017-03-25-13-30-00;100;38;3;1;58
2017-03-25-13-45-00;93;37;3;6;47
2017-03-25-14-00-00;95;37;8;7;43
2017-03-25-14-15-00;113;47;4;16;46
2017-03-25-14-30-00;110;52;5;10;43
2017-03-25-14-45-00;103;53;12;4;34
2017-03-25-15-00-00;116;65;2;5;44
2017-03-25-15-15-00;147;73;8;5;61
2017-03-25-15-30-00;125;67;11;4;43
2017-03-25-15-45-00;97;49;7;4;37
2017-03-25-16-00-00;136;50;5;4;77
2017-03-25-16-15-00;98;44;8;7;39
2017-03-25-16-30-00;115;58;1;10;46
2017-03-25-16-45-00;100;48;5;8;39
2017-03-25-17-00-00;98;45;1;15;37
2017-03-25-17-15-00;91;39;7;4;41
2017-03-25-17-30-00;87;47;2;4;34
2017-03-25-17-45-00;76;37;1;7;31
2017-03-25-18-00-00;73;31;6;5;31
2017-03-25-18-15-00;92;36;7;11;38
2017-03-25-18-30-00;88;36;6;5;41
2017-03-25-18-45-00;76;38;6;7;25
2017-03-25-19-00-00;39;23;0;9;7
2017-03-25-19-15-00;42;18;2;9;13
2017-03-25-19-30-00;22;8;3;3;8
