 ;5.15 BN - Weg auf Damm Neil ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden
2017-10-19-20-00-00;16;9;0;4;3
2017-10-19-20-15-00;12;4;0;3;5
2017-10-19-20-30-00;16;6;1;4;5
2017-10-19-20-45-00;8;5;0;1;2
2017-10-19-21-00-00;7;1;1;0;5
2017-10-19-21-15-00;6;0;1;0;5
2017-10-19-21-30-00;7;2;1;1;3
2017-10-19-21-45-00;3;1;0;1;1
2017-10-19-22-00-00;6;0;2;0;4
2017-10-19-22-15-00;2;0;0;0;2
2017-10-19-22-30-00;4;1;1;0;2
2017-10-19-22-45-00;1;0;0;0;1
2017-10-19-23-00-00;1;0;0;0;1
2017-10-19-23-15-00;3;1;0;0;2
2017-10-19-23-30-00;1;0;0;0;1
2017-10-19-23-45-00;0;0;0;0;0
2017-10-20-00-00-00;2;1;0;1;0
2017-10-20-00-15-00;1;0;0;0;1
2017-10-20-00-30-00;0;0;0;0;0
2017-10-20-00-45-00;0;0;0;0;0
2017-10-20-01-00-00;1;0;0;0;1
2017-10-20-01-15-00;0;0;0;0;0
2017-10-20-01-30-00;1;0;0;0;1
2017-10-20-01-45-00;0;0;0;0;0
2017-10-20-02-00-00;0;0;0;0;0
2017-10-20-02-15-00;0;0;0;0;0
2017-10-20-02-30-00;0;0;0;0;0
2017-10-20-02-45-00;0;0;0;0;0
2017-10-20-03-00-00;0;0;0;0;0
2017-10-20-03-15-00;0;0;0;0;0
2017-10-20-03-30-00;0;0;0;0;0
2017-10-20-03-45-00;0;0;0;0;0
2017-10-20-04-00-00;0;0;0;0;0
2017-10-20-04-15-00;0;0;0;0;0
2017-10-20-04-30-00;0;0;0;0;0
2017-10-20-04-45-00;0;0;0;0;0
2017-10-20-05-00-00;0;0;0;0;0
2017-10-20-05-15-00;1;1;0;0;0
2017-10-20-05-30-00;3;0;0;1;2
2017-10-20-05-45-00;3;0;0;0;3
2017-10-20-06-00-00;3;3;0;0;0
2017-10-20-06-15-00;1;1;0;0;0
2017-10-20-06-30-00;8;4;0;1;3
2017-10-20-06-45-00;8;2;0;0;6
2017-10-20-07-00-00;14;4;0;1;9
2017-10-20-07-15-00;16;7;0;1;8
2017-10-20-07-30-00;44;9;8;2;25
2017-10-20-07-45-00;27;14;1;1;11
2017-10-20-08-00-00;23;10;0;2;11
2017-10-20-08-15-00;31;9;1;1;20
2017-10-20-08-30-00;29;7;1;1;20
2017-10-20-08-45-00;30;15;0;1;14
2017-10-20-09-00-00;24;3;0;0;21
2017-10-20-09-15-00;8;6;0;0;2
2017-10-20-09-30-00;18;5;0;3;10
2017-10-20-09-45-00;18;4;0;0;14
2017-10-20-10-00-00;14;7;0;2;5
2017-10-20-10-15-00;10;4;1;0;5
2017-10-20-10-30-00;13;7;0;1;5
2017-10-20-10-45-00;20;9;1;1;9
2017-10-20-11-00-00;6;3;0;0;3
2017-10-20-11-15-00;12;5;1;2;4
2017-10-20-11-30-00;26;15;1;3;7
2017-10-20-11-45-00;6;4;0;1;1
2017-10-20-12-00-00;8;5;0;0;3
2017-10-20-12-15-00;11;4;0;0;7
2017-10-20-12-30-00;14;5;1;0;8
2017-10-20-12-45-00;15;5;0;1;9
2017-10-20-13-00-00;21;9;1;0;11
2017-10-20-13-15-00;28;9;3;4;12
2017-10-20-13-30-00;15;9;0;0;6
2017-10-20-13-45-00;24;10;0;1;13
2017-10-20-14-00-00;24;13;0;0;11
2017-10-20-14-15-00;24;15;0;1;8
2017-10-20-14-30-00;31;12;0;2;17
2017-10-20-14-45-00;27;13;2;0;12
2017-10-20-15-00-00;24;11;1;2;10
2017-10-20-15-15-00;40;23;1;0;16
2017-10-20-15-30-00;36;15;3;0;18
2017-10-20-15-45-00;51;24;1;2;24
2017-10-20-16-00-00;41;18;1;0;22
2017-10-20-16-15-00;31;16;1;1;13
2017-10-20-16-30-00;38;13;2;0;23
2017-10-20-16-45-00;41;24;1;0;16
2017-10-20-17-00-00;23;13;0;0;10
2017-10-20-17-15-00;37;19;1;3;14
2017-10-20-17-30-00;36;17;2;1;16
2017-10-20-17-45-00;25;17;1;0;7
2017-10-20-18-00-00;27;15;0;1;11
2017-10-20-18-15-00;27;8;3;4;12
2017-10-20-18-30-00;21;11;0;0;10
2017-10-20-18-45-00;13;4;0;0;9
2017-10-20-19-00-00;12;6;0;0;6
2017-10-20-19-15-00;16;7;1;1;7
2017-10-20-19-30-00;14;5;1;1;7
2017-10-20-19-45-00;8;2;1;2;3
2017-10-20-20-00-00;7;5;0;1;1
2017-10-20-20-15-00;7;4;2;0;1
2017-10-20-20-30-00;8;4;0;2;2
2017-10-20-20-45-00;2;2;0;0;0
2017-10-20-21-00-00;4;2;0;1;1
2017-10-20-21-15-00;4;0;0;0;4
2017-10-20-21-30-00;2;1;0;1;0
2017-10-20-21-45-00;4;1;1;1;1
2017-10-20-22-00-00;1;0;0;1;0
2017-10-20-22-15-00;1;1;0;0;0
2017-10-20-22-30-00;4;1;0;1;2
2017-10-20-22-45-00;2;0;0;0;2
2017-10-20-23-00-00;2;2;0;0;0
2017-10-20-23-15-00;0;0;0;0;0
2017-10-20-23-30-00;0;0;0;0;0
2017-10-20-23-45-00;1;1;0;0;0
2017-10-21-00-00-00;1;1;0;0;0
2017-10-21-00-15-00;1;0;0;0;1
2017-10-21-00-30-00;4;0;1;0;3
2017-10-21-00-45-00;0;0;0;0;0
2017-10-21-01-00-00;0;0;0;0;0
2017-10-21-01-15-00;0;0;0;0;0
2017-10-21-01-30-00;0;0;0;0;0
2017-10-21-01-45-00;5;0;1;0;4
2017-10-21-02-00-00;0;0;0;0;0
2017-10-21-02-15-00;1;0;0;0;1
2017-10-21-02-30-00;0;0;0;0;0
2017-10-21-02-45-00;0;0;0;0;0
2017-10-21-03-00-00;1;0;1;0;0
2017-10-21-03-15-00;0;0;0;0;0
2017-10-21-03-30-00;0;0;0;0;0
2017-10-21-03-45-00;0;0;0;0;0
2017-10-21-04-00-00;0;0;0;0;0
2017-10-21-04-15-00;0;0;0;0;0
2017-10-21-04-30-00;0;0;0;0;0
2017-10-21-04-45-00;0;0;0;0;0
2017-10-21-05-00-00;0;0;0;0;0
2017-10-21-05-15-00;1;0;0;0;1
2017-10-21-05-30-00;0;0;0;0;0
2017-10-21-05-45-00;1;1;0;0;0
2017-10-21-06-00-00;0;0;0;0;0
2017-10-21-06-15-00;0;0;0;0;0
2017-10-21-06-30-00;1;0;0;0;1
2017-10-21-06-45-00;0;0;0;0;0
2017-10-21-07-00-00;0;0;0;0;0
2017-10-21-07-15-00;4;0;0;1;3
2017-10-21-07-30-00;1;0;0;0;1
2017-10-21-07-45-00;2;1;0;0;1
2017-10-21-08-00-00;1;0;0;0;1
2017-10-21-08-15-00;9;3;1;0;5
2017-10-21-08-30-00;11;4;1;0;6
2017-10-21-08-45-00;13;9;0;0;4
2017-10-21-09-00-00;13;6;1;0;6
2017-10-21-09-15-00;17;8;2;2;5
2017-10-21-09-30-00;9;5;0;0;4
2017-10-21-09-45-00;20;5;1;0;14
2017-10-21-10-00-00;21;8;2;2;9
2017-10-21-10-15-00;27;6;5;1;15
2017-10-21-10-30-00;16;10;1;1;4
2017-10-21-10-45-00;21;6;0;1;14
2017-10-21-11-00-00;12;3;0;1;8
2017-10-21-11-15-00;16;5;3;0;8
2017-10-21-11-30-00;17;8;0;4;5
2017-10-21-11-45-00;25;13;1;3;8
2017-10-21-12-00-00;19;5;1;1;12
2017-10-21-12-15-00;17;9;0;1;7
2017-10-21-12-30-00;15;7;0;1;7
2017-10-21-12-45-00;18;6;2;1;9
2017-10-21-13-00-00;9;5;1;0;3
2017-10-21-13-15-00;22;7;5;1;9
2017-10-21-13-30-00;28;16;1;4;7
2017-10-21-13-45-00;21;10;3;0;8
2017-10-21-14-00-00;27;11;3;4;9
2017-10-21-14-15-00;29;18;0;4;7
2017-10-21-14-30-00;29;12;2;2;13
2017-10-21-14-45-00;17;10;0;3;4
2017-10-21-15-00-00;29;14;0;1;14
2017-10-21-15-15-00;32;11;3;2;16
2017-10-21-15-30-00;21;5;0;2;14
2017-10-21-15-45-00;32;11;2;4;15
2017-10-21-16-00-00;27;12;1;2;12
2017-10-21-16-15-00;27;13;0;3;11
2017-10-21-16-30-00;17;5;1;0;11
2017-10-21-16-45-00;23;11;0;0;12
2017-10-21-17-00-00;16;5;2;0;9
2017-10-21-17-15-00;15;7;1;2;5
2017-10-21-17-30-00;21;11;1;4;5
2017-10-21-17-45-00;36;15;3;7;11
2017-10-21-18-00-00;21;8;1;1;11
2017-10-21-18-15-00;11;6;1;0;4
2017-10-21-18-30-00;20;11;0;2;7
2017-10-21-18-45-00;4;4;0;0;0
2017-10-21-19-00-00;6;2;0;2;2
2017-10-21-19-15-00;12;3;2;1;6
2017-10-21-19-30-00;5;2;0;1;2
2017-10-21-19-45-00;10;3;0;2;5
2017-10-21-20-00-00;3;2;0;0;1
2017-10-21-20-15-00;3;2;1;0;0
2017-10-21-20-30-00;4;1;1;0;2
2017-10-21-20-45-00;2;0;0;0;2
2017-10-21-21-00-00;2;0;0;0;2
2017-10-21-21-15-00;0;0;0;0;0
2017-10-21-21-30-00;3;2;0;0;1
2017-10-21-21-45-00;2;0;0;1;1
2017-10-21-22-00-00;11;3;1;1;6
2017-10-21-22-15-00;0;0;0;0;0
2017-10-21-22-30-00;0;0;0;0;0
2017-10-21-22-45-00;2;0;1;0;1
2017-10-21-23-00-00;2;1;1;0;0
2017-10-21-23-15-00;5;1;1;2;1
2017-10-21-23-30-00;4;0;1;0;3
2017-10-21-23-45-00;1;0;0;0;1
2017-10-22-00-00-00;1;0;0;0;1
2017-10-22-00-15-00;0;0;0;0;0
2017-10-22-00-30-00;2;1;0;0;1
2017-10-22-00-45-00;4;1;1;1;1
2017-10-22-01-00-00;2;0;0;2;0
2017-10-22-01-15-00;0;0;0;0;0
2017-10-22-01-30-00;0;0;0;0;0
2017-10-22-01-45-00;1;0;0;1;0
2017-10-22-02-00-00;1;0;0;0;1
2017-10-22-02-15-00;0;0;0;0;0
2017-10-22-02-30-00;0;0;0;0;0
2017-10-22-02-45-00;0;0;0;0;0
2017-10-22-03-00-00;1;0;0;0;1
2017-10-22-03-15-00;0;0;0;0;0
2017-10-22-03-30-00;0;0;0;0;0
2017-10-22-03-45-00;0;0;0;0;0
2017-10-22-04-00-00;0;0;0;0;0
2017-10-22-04-15-00;0;0;0;0;0
2017-10-22-04-30-00;0;0;0;0;0
2017-10-22-04-45-00;0;0;0;0;0
2017-10-22-05-00-00;0;0;0;0;0
2017-10-22-05-15-00;0;0;0;0;0
2017-10-22-05-30-00;0;0;0;0;0
2017-10-22-05-45-00;0;0;0;0;0
2017-10-22-06-00-00;0;0;0;0;0
2017-10-22-06-15-00;1;1;0;0;0
2017-10-22-06-30-00;0;0;0;0;0
2017-10-22-06-45-00;1;0;0;0;1
2017-10-22-07-00-00;0;0;0;0;0
2017-10-22-07-15-00;0;0;0;0;0
2017-10-22-07-30-00;0;0;0;0;0
2017-10-22-07-45-00;1;1;0;0;0
2017-10-22-08-00-00;1;1;0;0;0
2017-10-22-08-15-00;1;1;0;0;0
2017-10-22-08-30-00;12;7;0;3;2
2017-10-22-08-45-00;18;12;0;4;2
2017-10-22-09-00-00;15;9;0;4;2
2017-10-22-09-15-00;9;2;2;1;4
2017-10-22-09-30-00;2;0;0;0;2
2017-10-22-09-45-00;13;5;0;0;8
2017-10-22-10-00-00;9;3;1;1;4
2017-10-22-10-15-00;4;3;0;0;1
2017-10-22-10-30-00;18;4;6;3;5
2017-10-22-10-45-00;13;2;4;1;6
2017-10-22-11-00-00;14;7;1;1;5
2017-10-22-11-15-00;4;0;0;0;4
2017-10-22-11-30-00;6;2;0;0;4
2017-10-22-11-45-00;9;2;1;0;6
2017-10-22-12-00-00;10;6;0;0;4
2017-10-22-12-15-00;9;6;0;1;2
2017-10-22-12-30-00;13;6;1;2;4
2017-10-22-12-45-00;4;1;1;2;0
2017-10-22-13-00-00;13;5;2;0;6
2017-10-22-13-15-00;10;6;0;2;2
2017-10-22-13-30-00;1;0;0;0;1
2017-10-22-13-45-00;13;7;2;0;4
2017-10-22-14-00-00;22;11;1;3;7
2017-10-22-14-15-00;16;7;1;5;3
2017-10-22-14-30-00;10;3;2;0;5
2017-10-22-14-45-00;12;8;1;0;3
2017-10-22-15-00-00;9;3;0;1;5
2017-10-22-15-15-00;17;7;1;1;8
2017-10-22-15-30-00;12;6;1;0;5
2017-10-22-15-45-00;9;4;1;1;3
2017-10-22-16-00-00;13;6;1;0;6
2017-10-22-16-15-00;15;5;1;1;8
2017-10-22-16-30-00;22;17;0;1;4
2017-10-22-16-45-00;24;10;0;3;11
2017-10-22-17-00-00;21;6;4;0;11
2017-10-22-17-15-00;22;12;0;3;7
2017-10-22-17-30-00;26;12;1;3;10
2017-10-22-17-45-00;22;9;2;2;9
2017-10-22-18-00-00;22;8;2;2;10
2017-10-22-18-15-00;21;7;2;0;12
2017-10-22-18-30-00;17;5;0;2;10
2017-10-22-18-45-00;11;6;0;2;3
2017-10-22-19-00-00;5;3;0;1;1
2017-10-22-19-15-00;7;4;0;1;2
2017-10-22-19-30-00;5;2;1;1;1
2017-10-22-19-45-00;2;0;1;0;1
2017-10-22-20-00-00;8;3;0;3;2
2017-10-22-20-15-00;1;1;0;0;0
2017-10-22-20-30-00;1;0;0;0;1
2017-10-22-20-45-00;1;0;0;0;1
2017-10-22-21-00-00;2;1;0;0;1
2017-10-22-21-15-00;1;0;0;0;1
2017-10-22-21-30-00;1;0;0;0;1
2017-10-22-21-45-00;1;0;0;0;1
2017-10-22-22-00-00;3;1;0;1;1
2017-10-22-22-15-00;0;0;0;0;0
2017-10-22-22-30-00;1;0;0;0;1
2017-10-22-22-45-00;0;0;0;0;0
2017-10-22-23-00-00;1;0;0;0;1
2017-10-22-23-15-00;2;0;1;0;1
2017-10-22-23-30-00;0;0;0;0;0
2017-10-22-23-45-00;1;0;0;0;1
2017-10-23-00-00-00;1;0;0;0;1
2017-10-23-00-15-00;0;0;0;0;0
2017-10-23-00-30-00;0;0;0;0;0
2017-10-23-00-45-00;0;0;0;0;0
2017-10-23-01-00-00;0;0;0;0;0
2017-10-23-01-15-00;0;0;0;0;0
2017-10-23-01-30-00;0;0;0;0;0
2017-10-23-01-45-00;0;0;0;0;0
2017-10-23-02-00-00;0;0;0;0;0
2017-10-23-02-15-00;0;0;0;0;0
2017-10-23-02-30-00;0;0;0;0;0
2017-10-23-02-45-00;0;0;0;0;0
2017-10-23-03-00-00;0;0;0;0;0
2017-10-23-03-15-00;0;0;0;0;0
2017-10-23-03-30-00;0;0;0;0;0
2017-10-23-03-45-00;0;0;0;0;0
2017-10-23-04-00-00;0;0;0;0;0
2017-10-23-04-15-00;0;0;0;0;0
2017-10-23-04-30-00;0;0;0;0;0
2017-10-23-04-45-00;0;0;0;0;0
2017-10-23-05-00-00;0;0;0;0;0
2017-10-23-05-15-00;0;0;0;0;0
2017-10-23-05-30-00;2;1;0;0;1
2017-10-23-05-45-00;2;1;0;0;1
2017-10-23-06-00-00;3;3;0;0;0
2017-10-23-06-15-00;6;4;0;0;2
2017-10-23-06-30-00;5;3;0;1;1
2017-10-23-06-45-00;10;3;0;0;7
2017-10-23-07-00-00;8;1;0;0;7
2017-10-23-07-15-00;13;5;0;0;8
2017-10-23-07-30-00;33;11;0;0;22
2017-10-23-07-45-00;39;16;0;0;23
2017-10-23-08-00-00;31;11;0;0;20
2017-10-23-08-15-00;35;12;1;0;22
2017-10-23-08-30-00;33;12;1;0;20
2017-10-23-08-45-00;30;9;0;0;21
2017-10-23-09-00-00;27;8;0;0;19
2017-10-23-09-15-00;15;9;0;0;6
2017-10-23-09-30-00;17;9;0;0;8
2017-10-23-09-45-00;11;1;0;0;10
2017-10-23-10-00-00;10;4;0;1;5
2017-10-23-10-15-00;14;5;0;0;9
2017-10-23-10-30-00;15;6;1;0;8
2017-10-23-10-45-00;10;6;0;0;4
2017-10-23-11-00-00;14;10;0;1;3
2017-10-23-11-15-00;8;4;0;0;4
2017-10-23-11-30-00;22;4;2;1;15
2017-10-23-11-45-00;7;3;0;3;1
2017-10-23-12-00-00;8;5;0;0;3
2017-10-23-12-15-00;9;3;1;0;5
2017-10-23-12-30-00;13;8;0;1;4
2017-10-23-12-45-00;13;3;0;0;10
2017-10-23-13-00-00;13;8;0;1;4
2017-10-23-13-15-00;20;6;1;1;12
2017-10-23-13-30-00;12;6;1;0;5
2017-10-23-13-45-00;11;6;0;0;5
2017-10-23-14-00-00;20;9;1;0;10
2017-10-23-14-15-00;26;16;1;0;9
2017-10-23-14-30-00;15;6;0;1;8
2017-10-23-14-45-00;24;10;1;2;11
2017-10-23-15-00-00;15;8;0;1;6
2017-10-23-15-15-00;17;7;0;0;10
2017-10-23-15-30-00;28;18;0;3;7
2017-10-23-15-45-00;31;19;1;1;10
2017-10-23-16-00-00;33;18;0;1;14
2017-10-23-16-15-00;31;13;2;0;16
2017-10-23-16-30-00;37;23;0;0;14
2017-10-23-16-45-00;40;25;1;3;11
2017-10-23-17-00-00;20;19;0;0;1
2017-10-23-17-15-00;41;30;0;2;9
2017-10-23-17-30-00;53;25;3;3;22
2017-10-23-17-45-00;39;24;1;2;12
2017-10-23-18-00-00;39;24;1;6;8
2017-10-23-18-15-00;29;17;0;0;12
2017-10-23-18-30-00;28;11;1;2;14
2017-10-23-18-45-00;27;15;1;2;9
2017-10-23-19-00-00;21;8;2;3;8
2017-10-23-19-15-00;17;6;0;1;10
2017-10-23-19-30-00;14;7;0;0;7
2017-10-23-19-45-00;9;4;0;1;4
2017-10-23-20-00-00;16;12;0;1;3
2017-10-23-20-15-00;7;2;0;0;5
2017-10-23-20-30-00;4;0;1;0;3
2017-10-23-20-45-00;4;0;0;0;4
2017-10-23-21-00-00;5;4;0;1;0
2017-10-23-21-15-00;8;4;1;1;2
2017-10-23-21-30-00;3;2;0;0;1
2017-10-23-21-45-00;8;5;0;0;3
2017-10-23-22-00-00;4;2;0;0;2
2017-10-23-22-15-00;1;1;0;0;0
2017-10-23-22-30-00;1;0;0;0;1
2017-10-23-22-45-00;2;0;0;0;2
2017-10-23-23-00-00;3;1;1;0;1
2017-10-23-23-15-00;2;1;0;0;1
2017-10-23-23-30-00;1;0;0;0;1
2017-10-23-23-45-00;0;0;0;0;0
2017-10-24-00-00-00;2;1;0;0;1
2017-10-24-00-15-00;0;0;0;0;0
2017-10-24-00-30-00;0;0;0;0;0
2017-10-24-00-45-00;0;0;0;0;0
2017-10-24-01-00-00;1;1;0;0;0
2017-10-24-01-15-00;1;0;0;0;1
2017-10-24-01-30-00;0;0;0;0;0
2017-10-24-01-45-00;0;0;0;0;0
2017-10-24-02-00-00;0;0;0;0;0
2017-10-24-02-15-00;0;0;0;0;0
2017-10-24-02-30-00;1;0;1;0;0
2017-10-24-02-45-00;0;0;0;0;0
2017-10-24-03-00-00;0;0;0;0;0
2017-10-24-03-15-00;0;0;0;0;0
2017-10-24-03-30-00;0;0;0;0;0
2017-10-24-03-45-00;0;0;0;0;0
2017-10-24-04-00-00;0;0;0;0;0
2017-10-24-04-15-00;0;0;0;0;0
2017-10-24-04-30-00;0;0;0;0;0
2017-10-24-04-45-00;1;0;0;1;0
2017-10-24-05-00-00;0;0;0;0;0
2017-10-24-05-15-00;1;0;0;0;1
2017-10-24-05-30-00;1;1;0;0;0
2017-10-24-05-45-00;2;0;0;0;2
2017-10-24-06-00-00;3;3;0;0;0
2017-10-24-06-15-00;3;1;0;0;2
2017-10-24-06-30-00;5;1;0;0;4
2017-10-24-06-45-00;12;5;0;1;6
2017-10-24-07-00-00;9;4;0;0;5
2017-10-24-07-15-00;19;4;1;0;14
2017-10-24-07-30-00;27;13;1;2;11
2017-10-24-07-45-00;44;18;1;1;24
2017-10-24-08-00-00;32;12;1;0;19
2017-10-24-08-15-00;26;5;0;0;21
2017-10-24-08-30-00;25;6;0;0;19
2017-10-24-08-45-00;31;9;3;1;18
2017-10-24-09-00-00;28;7;0;1;20
2017-10-24-09-15-00;13;6;0;0;7
2017-10-24-09-30-00;8;5;0;0;3
2017-10-24-09-45-00;14;9;0;0;5
2017-10-24-10-00-00;11;5;1;0;5
2017-10-24-10-15-00;14;6;0;1;7
2017-10-24-10-30-00;16;9;0;0;7
2017-10-24-10-45-00;9;5;0;2;2
2017-10-24-11-00-00;13;6;0;1;6
2017-10-24-11-15-00;14;8;0;0;6
2017-10-24-11-30-00;18;10;0;2;6
2017-10-24-11-45-00;14;6;1;0;7
2017-10-24-12-00-00;24;8;1;5;10
2017-10-24-12-15-00;19;7;2;2;8
2017-10-24-12-30-00;21;8;0;1;12
2017-10-24-12-45-00;19;8;0;2;9
2017-10-24-13-00-00;22;11;0;0;11
2017-10-24-13-15-00;23;13;1;1;8
2017-10-24-13-30-00;22;8;2;1;11
2017-10-24-13-45-00;24;11;0;0;13
2017-10-24-14-00-00;14;4;1;1;8
2017-10-24-14-15-00;15;8;0;1;6
2017-10-24-14-30-00;19;6;0;2;11
2017-10-24-14-45-00;37;16;1;1;19
2017-10-24-15-00-00;19;8;0;4;7
2017-10-24-15-15-00;15;8;0;0;7
2017-10-24-15-30-00;22;15;0;1;6
2017-10-24-15-45-00;15;8;0;1;6
2017-10-24-16-00-00;21;12;0;1;8
2017-10-24-16-15-00;44;25;0;3;16
2017-10-24-16-30-00;41;24;1;1;15
2017-10-24-16-45-00;33;19;0;1;13
2017-10-24-17-00-00;43;21;1;1;20
2017-10-24-17-15-00;42;25;0;5;12
2017-10-24-17-30-00;41;24;1;0;16
2017-10-24-17-45-00;34;18;0;2;14
2017-10-24-18-00-00;37;20;1;3;13
2017-10-24-18-15-00;33;17;0;2;14
2017-10-24-18-30-00;30;19;0;3;8
2017-10-24-18-45-00;26;18;1;1;6
2017-10-24-19-00-00;9;3;0;1;5
2017-10-24-19-15-00;25;12;2;3;8
2017-10-24-19-30-00;12;7;1;1;3
2017-10-24-19-45-00;10;4;0;2;4
2017-10-24-20-00-00;7;4;0;1;2
2017-10-24-20-15-00;10;4;0;3;3
2017-10-24-20-30-00;12;7;0;3;2
2017-10-24-20-45-00;9;5;0;2;2
2017-10-24-21-00-00;4;1;0;1;2
2017-10-24-21-15-00;2;2;0;0;0
2017-10-24-21-30-00;8;2;0;1;5
2017-10-24-21-45-00;4;0;1;1;2
2017-10-24-22-00-00;1;0;0;0;1
2017-10-24-22-15-00;2;0;0;0;2
2017-10-24-22-30-00;0;0;0;0;0
2017-10-24-22-45-00;3;0;0;2;1
2017-10-24-23-00-00;3;0;2;0;1
2017-10-24-23-15-00;1;0;0;0;1
2017-10-24-23-30-00;2;0;0;0;2
2017-10-24-23-45-00;1;0;0;0;1
2017-10-25-00-00-00;0;0;0;0;0
2017-10-25-00-15-00;0;0;0;0;0
2017-10-25-00-30-00;0;0;0;0;0
2017-10-25-00-45-00;2;0;0;1;1
2017-10-25-01-00-00;0;0;0;0;0
2017-10-25-01-15-00;0;0;0;0;0
2017-10-25-01-30-00;0;0;0;0;0
2017-10-25-01-45-00;0;0;0;0;0
2017-10-25-02-00-00;0;0;0;0;0
2017-10-25-02-15-00;0;0;0;0;0
2017-10-25-02-30-00;0;0;0;0;0
2017-10-25-02-45-00;0;0;0;0;0
2017-10-25-03-00-00;0;0;0;0;0
2017-10-25-03-15-00;0;0;0;0;0
2017-10-25-03-30-00;0;0;0;0;0
2017-10-25-03-45-00;0;0;0;0;0
2017-10-25-04-00-00;0;0;0;0;0
2017-10-25-04-15-00;0;0;0;0;0
2017-10-25-04-30-00;0;0;0;0;0
2017-10-25-04-45-00;0;0;0;0;0
2017-10-25-05-00-00;0;0;0;0;0
2017-10-25-05-15-00;1;0;0;0;1
2017-10-25-05-30-00;1;0;0;0;1
2017-10-25-05-45-00;4;0;0;1;3
2017-10-25-06-00-00;6;2;0;1;3
2017-10-25-06-15-00;5;3;0;0;2
2017-10-25-06-30-00;6;3;0;1;2
2017-10-25-06-45-00;4;1;0;0;3
2017-10-25-07-00-00;12;0;1;2;9
2017-10-25-07-15-00;18;7;0;0;11
2017-10-25-07-30-00;38;15;1;0;22
2017-10-25-07-45-00;30;14;0;0;16
2017-10-25-08-00-00;29;8;0;1;20
2017-10-25-08-15-00;24;7;0;1;16
2017-10-25-08-30-00;44;19;1;1;23
2017-10-25-08-45-00;37;9;2;0;26
2017-10-25-09-00-00;26;8;0;1;17
2017-10-25-09-15-00;17;8;0;0;9
2017-10-25-09-30-00;22;11;0;0;11
2017-10-25-09-45-00;30;11;0;4;15
2017-10-25-10-00-00;12;7;1;1;3
2017-10-25-10-15-00;28;11;0;2;15
2017-10-25-10-30-00;28;12;2;2;12
2017-10-25-10-45-00;16;7;0;0;9
2017-10-25-11-00-00;30;14;1;0;15
2017-10-25-11-15-00;16;10;0;1;5
2017-10-25-11-30-00;27;14;1;0;12
2017-10-25-11-45-00;21;10;1;1;9
2017-10-25-12-00-00;36;14;1;0;21
2017-10-25-12-15-00;38;16;0;3;19
2017-10-25-12-30-00;21;6;0;1;14
2017-10-25-12-45-00;35;10;2;0;23
2017-10-25-13-00-00;32;14;2;0;16
2017-10-25-13-15-00;37;18;0;0;19
2017-10-25-13-30-00;35;18;0;0;17
2017-10-25-13-45-00;57;33;2;2;20
2017-10-25-14-00-00;42;19;2;0;21
2017-10-25-14-15-00;31;14;3;3;11
2017-10-25-14-30-00;45;26;0;4;15
2017-10-25-14-45-00;49;26;2;4;17
2017-10-25-15-00-00;29;12;0;3;14
2017-10-25-15-15-00;39;18;1;2;18
2017-10-25-15-30-00;53;33;0;5;15
2017-10-25-15-45-00;51;26;1;3;21
2017-10-25-16-00-00;42;21;1;2;18
2017-10-25-16-15-00;39;22;0;1;16
2017-10-25-16-30-00;54;34;2;4;14
2017-10-25-16-45-00;50;23;2;3;22
2017-10-25-17-00-00;49;25;1;4;19
2017-10-25-17-15-00;53;29;0;1;23
2017-10-25-17-30-00;45;26;0;2;17
2017-10-25-17-45-00;46;25;1;3;17
2017-10-25-18-00-00;41;19;1;4;17
2017-10-25-18-15-00;51;29;2;2;18
2017-10-25-18-30-00;37;21;1;3;12
2017-10-25-18-45-00;31;16;1;3;11
2017-10-25-19-00-00;23;11;4;3;5
2017-10-25-19-15-00;14;4;2;0;8
2017-10-25-19-30-00;19;8;2;4;5
2017-10-25-19-45-00;17;5;0;2;10
2017-10-25-20-00-00;16;9;0;0;7
2017-10-25-20-15-00;6;4;1;0;1
2017-10-25-20-30-00;6;1;0;2;3
2017-10-25-20-45-00;10;5;0;2;3
2017-10-25-21-00-00;3;1;0;1;1
2017-10-25-21-15-00;0;0;0;0;0
2017-10-25-21-30-00;6;2;0;2;2
2017-10-25-21-45-00;13;4;0;4;5
2017-10-25-22-00-00;3;0;0;0;3
2017-10-25-22-15-00;4;3;0;0;1
2017-10-25-22-30-00;3;0;1;1;1
2017-10-25-22-45-00;0;0;0;0;0
2017-10-25-23-00-00;5;0;2;0;3
2017-10-25-23-15-00;0;0;0;0;0
2017-10-25-23-30-00;1;0;0;0;1
2017-10-25-23-45-00;1;0;0;0;1
2017-10-26-00-00-00;0;0;0;0;0
2017-10-26-00-15-00;0;0;0;0;0
2017-10-26-00-30-00;2;1;0;0;1
2017-10-26-00-45-00;0;0;0;0;0
2017-10-26-01-00-00;0;0;0;0;0
2017-10-26-01-15-00;1;1;0;0;0
2017-10-26-01-30-00;1;0;0;1;0
2017-10-26-01-45-00;0;0;0;0;0
2017-10-26-02-00-00;0;0;0;0;0
2017-10-26-02-15-00;0;0;0;0;0
