 ;5.13 BN - Wilhelm-Spiritus-Ufer ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden
2017-03-03-10-00-00;17;7;0;3;7;0;0
2017-03-03-10-15-00;16;6;1;2;7;0;0
2017-03-03-10-30-00;11;6;0;0;5;0;0
2017-03-03-10-45-00;17;7;1;1;8;0;0
2017-03-03-11-00-00;19;10;1;0;8;0;0
2017-03-03-11-15-00;15;8;0;0;7;0;0
2017-03-03-11-30-00;11;5;0;0;6;0;0
2017-03-03-11-45-00;17;9;2;2;4;0;0
2017-03-03-12-00-00;26;14;1;0;11;0;0
2017-03-03-12-15-00;15;5;0;1;9;0;0
2017-03-03-12-30-00;15;5;0;0;10;0;0
2017-03-03-12-45-00;14;5;1;0;8;0;0
2017-03-03-13-00-00;14;10;0;1;3;0;0
2017-03-03-13-15-00;22;10;2;1;9;0;0
2017-03-03-13-30-00;28;10;0;1;17;0;0
2017-03-03-13-45-00;30;12;0;0;18;0;0
2017-03-03-14-00-00;19;12;0;0;7;0;0
2017-03-03-14-15-00;19;12;0;0;7;0;0
2017-03-03-14-30-00;24;16;0;0;8;0;0
2017-03-03-14-45-00;35;24;0;2;9;0;0
2017-03-03-15-00-00;33;14;0;1;18;0;0
2017-03-03-15-15-00;32;22;0;1;9;0;0
2017-03-03-15-30-00;44;29;0;2;13;0;0
2017-03-03-15-45-00;49;38;0;1;10;0;0
2017-03-03-16-00-00;48;32;0;2;14;0;0
2017-03-03-16-15-00;40;28;0;1;11;0;0
2017-03-03-16-30-00;42;28;1;2;11;0;0
2017-03-03-16-45-00;47;34;2;2;9;0;0
2017-03-03-17-00-00;46;30;1;1;14;0;0
2017-03-03-17-15-00;51;40;0;1;10;0;0
2017-03-03-17-30-00;51;33;1;3;14;0;0
2017-03-03-17-45-00;43;26;1;1;15;0;0
2017-03-03-18-00-00;35;26;0;1;8;0;0
2017-03-03-18-15-00;40;28;0;4;8;0;0
2017-03-03-18-30-00;34;22;1;2;9;0;0
2017-03-03-18-45-00;21;14;0;1;6;0;0
2017-03-03-19-00-00;17;12;2;0;3;0;0
2017-03-03-19-15-00;12;8;1;1;2;0;0
2017-03-03-19-30-00;9;5;0;0;4;0;0
2017-03-03-19-45-00;9;6;0;0;3;0;0
2017-03-03-20-00-00;8;4;0;0;4;0;0
2017-03-03-20-15-00;3;3;0;0;0;0;0
2017-03-03-20-30-00;4;0;1;0;3;0;0
2017-03-03-20-45-00;2;2;0;0;0;0;0
2017-03-03-21-00-00;5;2;0;0;3;0;0
2017-03-03-21-15-00;4;2;1;0;1;0;0
2017-03-03-21-30-00;5;2;1;0;2;0;0
2017-03-03-21-45-00;2;0;1;0;1;0;0
2017-03-03-22-00-00;6;3;1;1;1;0;0
2017-03-03-22-15-00;7;6;0;1;0;0;0
2017-03-03-22-30-00;1;0;0;0;1;0;0
2017-03-03-22-45-00;0;0;0;0;0;0;0
2017-03-03-23-00-00;4;3;0;1;0;0;0
2017-03-03-23-15-00;4;1;0;0;3;0;0
2017-03-03-23-30-00;3;1;0;1;1;0;0
2017-03-03-23-45-00;1;1;0;0;0;0;0
2017-03-04-00-00-00;0;0;0;0;0;0;0
2017-03-04-00-15-00;2;0;1;0;1;0;0
2017-03-04-00-30-00;1;0;0;0;1;0;0
2017-03-04-00-45-00;2;0;1;0;1;0;0
2017-03-04-01-00-00;1;1;0;0;0;0;0
2017-03-04-01-15-00;1;0;0;0;1;0;0
2017-03-04-01-30-00;0;0;0;0;0;0;0
2017-03-04-01-45-00;0;0;0;0;0;0;0
2017-03-04-02-00-00;1;1;0;0;0;0;0
2017-03-04-02-15-00;1;0;0;0;1;0;0
2017-03-04-02-30-00;1;0;1;0;0;0;0
2017-03-04-02-45-00;0;0;0;0;0;0;0
2017-03-04-03-00-00;0;0;0;0;0;0;0
2017-03-04-03-15-00;1;1;0;0;0;0;0
2017-03-04-03-30-00;0;0;0;0;0;0;0
2017-03-04-03-45-00;1;1;0;0;0;0;0
2017-03-04-04-00-00;0;0;0;0;0;0;0
2017-03-04-04-15-00;0;0;0;0;0;0;0
2017-03-04-04-30-00;0;0;0;0;0;0;0
2017-03-04-04-45-00;0;0;0;0;0;0;0
2017-03-04-05-00-00;0;0;0;0;0;0;0
2017-03-04-05-15-00;0;0;0;0;0;0;0
2017-03-04-05-30-00;0;0;0;0;0;0;0
2017-03-04-05-45-00;0;0;0;0;0;0;0
2017-03-04-06-00-00;2;0;0;0;2;0;0
2017-03-04-06-15-00;0;0;0;0;0;0;0
2017-03-04-06-30-00;2;1;0;0;1;0;0
2017-03-04-06-45-00;2;0;0;0;2;0;0
2017-03-04-07-00-00;1;1;0;0;0;0;0
2017-03-04-07-15-00;2;0;0;0;2;0;0
2017-03-04-07-30-00;1;0;0;0;1;0;0
2017-03-04-07-45-00;6;2;0;1;3;0;0
2017-03-04-08-00-00;8;1;0;1;6;0;0
2017-03-04-08-15-00;6;1;0;0;5;0;0
2017-03-04-08-30-00;8;6;0;1;1;0;0
2017-03-04-08-45-00;5;1;0;0;4;0;0
2017-03-04-09-00-00;4;3;0;0;1;0;0
2017-03-04-09-15-00;11;3;0;1;7;0;0
2017-03-04-09-30-00;10;6;1;2;1;0;0
2017-03-04-09-45-00;10;6;0;0;4;0;0
2017-03-04-10-00-00;19;11;0;1;7;0;0
2017-03-04-10-15-00;13;7;1;0;5;0;0
2017-03-04-10-30-00;21;10;0;1;10;0;0
2017-03-04-10-45-00;31;12;1;3;15;0;0
2017-03-04-11-00-00;32;16;2;2;12;0;0
2017-03-04-11-15-00;36;18;1;3;14;0;0
2017-03-04-11-30-00;36;16;1;1;18;0;0
2017-03-04-11-45-00;33;15;3;2;13;0;0
2017-03-04-12-00-00;55;24;8;2;21;0;0
2017-03-04-12-15-00;41;21;0;1;19;0;0
2017-03-04-12-30-00;57;26;5;3;23;0;0
2017-03-04-12-45-00;50;23;3;4;20;0;0
2017-03-04-13-00-00;39;20;1;2;16;0;0
2017-03-04-13-15-00;58;23;2;4;29;0;0
2017-03-04-13-30-00;38;13;3;2;20;0;0
2017-03-04-13-45-00;54;26;4;4;20;0;0
2017-03-04-14-00-00;44;19;4;6;15;0;0
2017-03-04-14-15-00;69;31;3;1;34;0;0
2017-03-04-14-30-00;48;22;3;2;21;0;0
2017-03-04-14-45-00;48;24;2;3;19;0;0
2017-03-04-15-00-00;60;32;2;5;21;0;0
2017-03-04-15-15-00;51;27;4;0;20;0;0
2017-03-04-15-30-00;47;18;2;3;24;0;0
2017-03-04-15-45-00;42;18;1;4;19;0;0
2017-03-04-16-00-00;64;27;7;3;27;0;0
2017-03-04-16-15-00;54;30;2;3;19;0;0
2017-03-04-16-30-00;43;17;3;3;20;0;0
2017-03-04-16-45-00;43;22;0;5;16;0;0
2017-03-04-17-00-00;39;20;3;5;11;0;0
2017-03-04-17-15-00;24;16;2;0;6;0;0
2017-03-04-17-30-00;42;19;5;1;17;0;0
2017-03-04-17-45-00;35;12;4;1;18;0;0
2017-03-04-18-00-00;22;11;1;2;8;0;0
2017-03-04-18-15-00;32;15;0;1;16;0;0
2017-03-04-18-30-00;20;11;2;0;7;0;0
2017-03-04-18-45-00;6;2;1;1;2;0;0
2017-03-04-19-00-00;5;3;1;0;1;0;0
2017-03-04-19-15-00;2;0;0;0;2;0;0
2017-03-04-19-30-00;0;0;0;0;0;0;0
2017-03-04-19-45-00;3;1;0;1;1;0;0
2017-03-04-20-00-00;1;1;0;0;0;0;0
2017-03-04-20-15-00;2;1;0;0;1;0;0
2017-03-04-20-30-00;2;0;0;0;2;0;0
2017-03-04-20-45-00;1;1;0;0;0;0;0
2017-03-04-21-00-00;0;0;0;0;0;0;0
2017-03-04-21-15-00;0;0;0;0;0;0;0
2017-03-04-21-30-00;0;0;0;0;0;0;0
2017-03-04-21-45-00;2;0;0;0;2;0;0
2017-03-04-22-00-00;1;1;0;0;0;0;0
2017-03-04-22-15-00;2;1;0;0;1;0;0
2017-03-04-22-30-00;3;0;1;1;1;0;0
2017-03-04-22-45-00;3;2;0;0;1;0;0
2017-03-04-23-00-00;0;0;0;0;0;0;0
2017-03-04-23-15-00;3;1;0;0;2;0;0
2017-03-04-23-30-00;1;0;0;0;1;0;0
2017-03-04-23-45-00;0;0;0;0;0;0;0
2017-03-05-00-00-00;1;0;0;0;1;0;0
2017-03-05-00-15-00;1;0;0;0;1;0;0
2017-03-05-00-30-00;0;0;0;0;0;0;0
2017-03-05-00-45-00;0;0;0;0;0;0;0
2017-03-05-01-00-00;1;0;0;0;1;0;0
2017-03-05-01-15-00;1;0;1;0;0;0;0
2017-03-05-01-30-00;0;0;0;0;0;0;0
2017-03-05-01-45-00;2;1;0;1;0;0;0
2017-03-05-02-00-00;0;0;0;0;0;0;0
2017-03-05-02-15-00;0;0;0;0;0;0;0
2017-03-05-02-30-00;0;0;0;0;0;0;0
2017-03-05-02-45-00;0;0;0;0;0;0;0
2017-03-05-03-00-00;0;0;0;0;0;0;0
2017-03-05-03-15-00;0;0;0;0;0;0;0
2017-03-05-03-30-00;1;1;0;0;0;0;0
2017-03-05-03-45-00;0;0;0;0;0;0;0
2017-03-05-04-00-00;0;0;0;0;0;0;0
2017-03-05-04-15-00;0;0;0;0;0;0;0
2017-03-05-04-30-00;0;0;0;0;0;0;0
2017-03-05-04-45-00;0;0;0;0;0;0;0
2017-03-05-05-00-00;1;0;0;0;1;0;0
2017-03-05-05-15-00;0;0;0;0;0;0;0
2017-03-05-05-30-00;0;0;0;0;0;0;0
2017-03-05-05-45-00;0;0;0;0;0;0;0
2017-03-05-06-00-00;1;0;1;0;0;0;0
2017-03-05-06-15-00;1;0;0;0;1;0;0
2017-03-05-06-30-00;1;1;0;0;0;0;0
2017-03-05-06-45-00;4;1;0;1;2;0;0
2017-03-05-07-00-00;0;0;0;0;0;0;0
2017-03-05-07-15-00;1;0;0;0;1;0;0
2017-03-05-07-30-00;2;0;0;0;2;0;0
2017-03-05-07-45-00;6;1;0;2;3;0;0
2017-03-05-08-00-00;2;1;0;0;1;0;0
2017-03-05-08-15-00;10;5;1;1;3;0;0
2017-03-05-08-30-00;7;4;0;1;2;0;0
2017-03-05-08-45-00;13;5;1;1;6;0;0
2017-03-05-09-00-00;8;4;0;1;3;0;0
2017-03-05-09-15-00;20;8;1;0;11;0;0
2017-03-05-09-30-00;26;10;2;0;14;0;0
2017-03-05-09-45-00;26;7;2;5;12;0;0
2017-03-05-10-00-00;31;11;3;0;17;0;0
2017-03-05-10-15-00;29;14;2;1;12;0;0
2017-03-05-10-30-00;44;19;4;2;19;0;0
2017-03-05-10-45-00;64;27;1;4;32;0;0
2017-03-05-11-00-00;47;16;5;1;25;0;0
2017-03-05-11-15-00;44;21;1;1;21;0;0
2017-03-05-11-30-00;57;25;6;2;24;0;0
2017-03-05-11-45-00;52;34;0;1;17;0;0
2017-03-05-12-00-00;38;15;2;2;19;0;0
2017-03-05-12-15-00;43;19;3;2;19;0;0
2017-03-05-12-30-00;40;17;3;5;15;0;0
2017-03-05-12-45-00;41;27;2;1;11;0;0
2017-03-05-13-00-00;48;18;8;2;20;0;0
2017-03-05-13-15-00;47;23;3;3;18;0;0
2017-03-05-13-30-00;57;15;3;1;38;0;0
2017-03-05-13-45-00;46;17;5;1;23;0;0
2017-03-05-14-00-00;39;18;7;6;8;0;0
2017-03-05-14-15-00;58;22;4;8;24;0;0
2017-03-05-14-30-00;48;30;0;5;13;0;0
2017-03-05-14-45-00;26;11;4;2;9;0;0
2017-03-05-15-00-00;33;14;2;2;15;0;0
2017-03-05-15-15-00;48;28;2;4;14;0;0
2017-03-05-15-30-00;38;25;3;3;7;0;0
2017-03-05-15-45-00;32;15;2;1;14;0;0
2017-03-05-16-00-00;23;17;0;4;2;0;0
2017-03-05-16-15-00;30;17;1;6;6;0;0
2017-03-05-16-30-00;12;4;1;0;7;0;0
2017-03-05-16-45-00;7;3;0;2;2;0;0
2017-03-05-17-00-00;12;7;0;4;1;0;0
2017-03-05-17-15-00;7;3;1;0;3;0;0
2017-03-05-17-30-00;8;5;0;1;2;0;0
2017-03-05-17-45-00;10;8;0;1;1;0;0
2017-03-05-18-00-00;9;2;0;4;3;0;0
2017-03-05-18-15-00;6;4;0;1;1;0;0
2017-03-05-18-30-00;7;4;0;0;3;0;0
2017-03-05-18-45-00;1;1;0;0;0;0;0
2017-03-05-19-00-00;9;7;0;1;1;0;0
2017-03-05-19-15-00;3;1;0;1;1;0;0
2017-03-05-19-30-00;4;3;0;0;1;0;0
2017-03-05-19-45-00;0;0;0;0;0;0;0
2017-03-05-20-00-00;4;1;0;0;3;0;0
2017-03-05-20-15-00;3;2;0;0;1;0;0
2017-03-05-20-30-00;1;1;0;0;0;0;0
2017-03-05-20-45-00;3;3;0;0;0;0;0
2017-03-05-21-00-00;1;0;0;0;1;0;0
2017-03-05-21-15-00;3;0;0;1;2;0;0
2017-03-05-21-30-00;1;0;1;0;0;0;0
2017-03-05-21-45-00;5;3;1;0;1;0;0
2017-03-05-22-00-00;2;0;0;0;2;0;0
2017-03-05-22-15-00;1;0;0;0;1;0;0
2017-03-05-22-30-00;2;2;0;0;0;0;0
2017-03-05-22-45-00;1;0;0;0;1;0;0
2017-03-05-23-00-00;0;0;0;0;0;0;0
2017-03-05-23-15-00;1;1;0;0;0;0;0
2017-03-05-23-30-00;1;1;0;0;0;0;0
2017-03-05-23-45-00;1;1;0;0;0;0;0
2017-03-06-00-00-00;0;0;0;0;0;0;0
2017-03-06-00-15-00;0;0;0;0;0;0;0
2017-03-06-00-30-00;1;0;1;0;0;0;0
2017-03-06-00-45-00;1;0;0;0;1;0;0
2017-03-06-01-00-00;1;1;0;0;0;0;0
2017-03-06-01-15-00;0;0;0;0;0;0;0
2017-03-06-01-30-00;1;0;0;0;1;0;0
2017-03-06-01-45-00;0;0;0;0;0;0;0
2017-03-06-02-00-00;0;0;0;0;0;0;0
2017-03-06-02-15-00;0;0;0;0;0;0;0
2017-03-06-02-30-00;0;0;0;0;0;0;0
2017-03-06-02-45-00;0;0;0;0;0;0;0
2017-03-06-03-00-00;0;0;0;0;0;0;0
2017-03-06-03-15-00;0;0;0;0;0;0;0
2017-03-06-03-30-00;0;0;0;0;0;0;0
2017-03-06-03-45-00;0;0;0;0;0;0;0
2017-03-06-04-00-00;0;0;0;0;0;0;0
2017-03-06-04-15-00;0;0;0;0;0;0;0
2017-03-06-04-30-00;0;0;0;0;0;0;0
2017-03-06-04-45-00;0;0;0;0;0;0;0
2017-03-06-05-00-00;3;1;0;1;1;0;0
2017-03-06-05-15-00;0;0;0;0;0;0;0
2017-03-06-05-30-00;6;2;0;0;4;0;0
2017-03-06-05-45-00;2;1;0;0;1;0;0
2017-03-06-06-00-00;4;2;0;0;2;0;0
2017-03-06-06-15-00;6;3;0;0;3;0;0
2017-03-06-06-30-00;4;2;0;0;2;0;0
2017-03-06-06-45-00;17;3;1;0;13;0;0
2017-03-06-07-00-00;21;4;0;0;17;0;0
2017-03-06-07-15-00;14;4;0;1;9;0;0
2017-03-06-07-30-00;38;9;0;0;29;0;0
2017-03-06-07-45-00;47;6;2;0;39;0;0
2017-03-06-08-00-00;52;12;2;0;38;0;0
2017-03-06-08-15-00;46;9;3;0;34;0;0
2017-03-06-08-30-00;59;8;2;1;48;0;0
2017-03-06-08-45-00;52;9;3;0;40;0;0
2017-03-06-09-00-00;24;4;3;0;17;0;0
2017-03-06-09-15-00;17;4;0;1;12;0;0
2017-03-06-09-30-00;14;3;0;0;11;0;0
2017-03-06-09-45-00;10;3;0;0;7;0;0
2017-03-06-10-00-00;11;2;0;0;9;0;0
2017-03-06-10-15-00;6;3;0;0;3;0;0
2017-03-06-10-30-00;8;5;0;0;3;0;0
2017-03-06-10-45-00;7;3;0;0;4;0;0
2017-03-06-11-00-00;7;5;0;0;2;0;0
2017-03-06-11-15-00;7;3;0;0;4;0;0
2017-03-06-11-30-00;8;6;0;0;2;0;0
2017-03-06-11-45-00;8;5;0;0;3;0;0
2017-03-06-12-00-00;7;5;0;0;2;0;0
2017-03-06-12-15-00;9;3;0;1;5;0;0
2017-03-06-12-30-00;15;6;1;0;8;0;0
2017-03-06-12-45-00;13;4;1;0;8;0;0
2017-03-06-13-00-00;11;7;0;1;3;0;0
2017-03-06-13-15-00;10;4;0;1;5;0;0
2017-03-06-13-30-00;5;3;0;0;2;0;0
2017-03-06-13-45-00;12;7;1;0;4;0;0
2017-03-06-14-00-00;6;2;0;0;4;0;0
2017-03-06-14-15-00;7;4;0;0;3;0;0
2017-03-06-14-30-00;7;2;0;0;5;0;0
2017-03-06-14-45-00;9;4;1;1;3;0;0
2017-03-06-15-00-00;5;3;0;0;2;0;0
2017-03-06-15-15-00;6;4;0;0;2;0;0
2017-03-06-15-30-00;12;8;0;2;2;0;0
2017-03-06-15-45-00;7;5;1;0;1;0;0
2017-03-06-16-00-00;18;12;0;0;6;0;0
2017-03-06-16-15-00;18;11;1;0;6;0;0
2017-03-06-16-30-00;27;18;1;0;8;0;0
2017-03-06-16-45-00;26;22;0;2;2;0;0
2017-03-06-17-00-00;36;22;0;2;12;0;0
2017-03-06-17-15-00;33;26;0;1;6;0;0
2017-03-06-17-30-00;37;27;0;1;9;0;0
2017-03-06-17-45-00;48;34;0;4;10;0;0
2017-03-06-18-00-00;30;20;0;1;9;0;0
2017-03-06-18-15-00;30;23;1;1;5;0;0
2017-03-06-18-30-00;28;20;1;2;5;0;0
2017-03-06-18-45-00;27;19;1;1;6;0;0
2017-03-06-19-00-00;14;9;0;3;2;0;0
2017-03-06-19-15-00;19;16;0;0;3;0;0
2017-03-06-19-30-00;13;8;0;0;5;0;0
2017-03-06-19-45-00;5;4;0;0;1;0;0
2017-03-06-20-00-00;16;8;0;3;5;0;0
2017-03-06-20-15-00;12;7;1;0;4;0;0
2017-03-06-20-30-00;6;2;1;0;3;0;0
2017-03-06-20-45-00;6;3;1;0;2;0;0
2017-03-06-21-00-00;5;2;0;0;3;0;0
2017-03-06-21-15-00;2;2;0;0;0;0;0
2017-03-06-21-30-00;4;4;0;0;0;0;0
2017-03-06-21-45-00;1;0;0;0;1;0;0
2017-03-06-22-00-00;3;2;0;0;1;0;0
2017-03-06-22-15-00;5;4;0;0;1;0;0
2017-03-06-22-30-00;0;0;0;0;0;0;0
2017-03-06-22-45-00;0;0;0;0;0;0;0
2017-03-06-23-00-00;0;0;0;0;0;0;0
2017-03-06-23-15-00;2;2;0;0;0;0;0
2017-03-06-23-30-00;1;1;0;0;0;0;0
2017-03-06-23-45-00;1;1;0;0;0;0;0
2017-03-07-00-00-00;2;2;0;0;0;0;0
2017-03-07-00-15-00;0;0;0;0;0;0;0
2017-03-07-00-30-00;0;0;0;0;0;0;0
2017-03-07-00-45-00;1;0;0;0;1;0;0
2017-03-07-01-00-00;0;0;0;0;0;0;0
2017-03-07-01-15-00;0;0;0;0;0;0;0
2017-03-07-01-30-00;1;0;1;0;0;0;0
2017-03-07-01-45-00;0;0;0;0;0;0;0
2017-03-07-02-00-00;0;0;0;0;0;0;0
2017-03-07-02-15-00;0;0;0;0;0;0;0
2017-03-07-02-30-00;0;0;0;0;0;0;0
2017-03-07-02-45-00;0;0;0;0;0;0;0
2017-03-07-03-00-00;0;0;0;0;0;0;0
2017-03-07-03-15-00;0;0;0;0;0;0;0
2017-03-07-03-30-00;0;0;0;0;0;0;0
2017-03-07-03-45-00;0;0;0;0;0;0;0
2017-03-07-04-00-00;0;0;0;0;0;0;0
2017-03-07-04-15-00;0;0;0;0;0;0;0
2017-03-07-04-30-00;0;0;0;0;0;0;0
2017-03-07-04-45-00;0;0;0;0;0;0;0
2017-03-07-05-00-00;0;0;0;0;0;0;0
2017-03-07-05-15-00;0;0;0;0;0;0;0
2017-03-07-05-30-00;3;1;0;0;2;0;0
2017-03-07-05-45-00;5;1;0;0;4;0;0
2017-03-07-06-00-00;5;2;0;0;3;0;0
2017-03-07-06-15-00;5;3;0;0;2;0;0
2017-03-07-06-30-00;10;4;0;0;6;0;0
2017-03-07-06-45-00;19;5;0;0;14;0;0
2017-03-07-07-00-00;23;8;1;0;14;0;0
2017-03-07-07-15-00;22;6;0;0;16;0;0
2017-03-07-07-30-00;48;14;1;0;33;0;0
2017-03-07-07-45-00;60;12;1;0;47;0;0
2017-03-07-08-00-00;63;15;4;0;44;0;0
2017-03-07-08-15-00;76;10;2;0;64;0;0
2017-03-07-08-30-00;75;11;6;0;58;0;0
2017-03-07-08-45-00;62;16;5;0;41;0;0
2017-03-07-09-00-00;33;7;1;1;24;0;0
2017-03-07-09-15-00;34;7;2;1;24;0;0
2017-03-07-09-30-00;11;1;1;0;9;0;0
2017-03-07-09-45-00;20;6;0;0;14;0;0
2017-03-07-10-00-00;14;6;1;0;7;0;0
2017-03-07-10-15-00;12;7;0;0;5;0;0
2017-03-07-10-30-00;10;5;0;0;5;0;0
2017-03-07-10-45-00;5;3;1;0;1;0;0
2017-03-07-11-00-00;9;1;1;0;7;0;0
2017-03-07-11-15-00;7;5;0;0;2;0;0
2017-03-07-11-30-00;5;2;0;0;3;0;0
2017-03-07-11-45-00;8;5;0;0;3;0;0
2017-03-07-12-00-00;15;10;1;1;3;0;0
2017-03-07-12-15-00;10;7;0;0;3;0;0
2017-03-07-12-30-00;18;8;1;0;9;0;0
2017-03-07-12-45-00;13;1;2;2;8;0;0
2017-03-07-13-00-00;16;6;0;0;10;0;0
2017-03-07-13-15-00;13;6;0;0;7;0;0
2017-03-07-13-30-00;13;5;0;0;8;0;0
2017-03-07-13-45-00;13;7;0;1;5;0;0
2017-03-07-14-00-00;19;10;2;0;7;0;0
2017-03-07-14-15-00;18;9;0;0;9;0;0
2017-03-07-14-30-00;19;15;0;1;3;0;0
2017-03-07-14-45-00;13;8;0;0;5;0;0
2017-03-07-15-00-00;16;9;1;1;5;0;0
2017-03-07-15-15-00;23;13;3;0;7;0;0
2017-03-07-15-30-00;25;15;1;0;9;0;0
2017-03-07-15-45-00;19;13;0;0;6;0;0
2017-03-07-16-00-00;30;20;0;0;10;0;0
2017-03-07-16-15-00;28;20;0;2;6;0;0
2017-03-07-16-30-00;38;21;1;0;16;0;0
2017-03-07-16-45-00;30;22;0;1;7;0;0
2017-03-07-17-00-00;41;28;0;0;13;0;0
2017-03-07-17-15-00;56;39;1;2;14;0;0
2017-03-07-17-30-00;52;38;0;2;12;0;0
2017-03-07-17-45-00;50;34;1;1;14;0;0
2017-03-07-18-00-00;47;35;1;2;9;0;0
2017-03-07-18-15-00;43;32;0;5;6;0;0
2017-03-07-18-30-00;39;32;0;1;6;0;0
2017-03-07-18-45-00;32;23;0;4;5;0;0
2017-03-07-19-00-00;16;12;0;0;4;0;0
2017-03-07-19-15-00;22;17;0;2;3;0;0
2017-03-07-19-30-00;16;9;1;0;6;0;0
2017-03-07-19-45-00;10;8;0;0;2;0;0
2017-03-07-20-00-00;6;5;0;1;0;0;0
2017-03-07-20-15-00;3;1;0;1;1;0;0
2017-03-07-20-30-00;3;3;0;0;0;0;0
2017-03-07-20-45-00;3;1;0;0;2;0;0
2017-03-07-21-00-00;3;2;0;0;1;0;0
2017-03-07-21-15-00;3;2;0;0;1;0;0
2017-03-07-21-30-00;0;0;0;0;0;0;0
2017-03-07-21-45-00;4;4;0;0;0;0;0
2017-03-07-22-00-00;2;1;0;0;1;0;0
2017-03-07-22-15-00;8;4;1;0;3;0;0
2017-03-07-22-30-00;3;2;0;0;1;0;0
2017-03-07-22-45-00;0;0;0;0;0;0;0
2017-03-07-23-00-00;0;0;0;0;0;0;0
2017-03-07-23-15-00;1;1;0;0;0;0;0
2017-03-07-23-30-00;1;1;0;0;0;0;0
2017-03-07-23-45-00;0;0;0;0;0;0;0
2017-03-08-00-00-00;0;0;0;0;0;0;0
2017-03-08-00-15-00;1;1;0;0;0;0;0
2017-03-08-00-30-00;0;0;0;0;0;0;0
2017-03-08-00-45-00;0;0;0;0;0;0;0
2017-03-08-01-00-00;0;0;0;0;0;0;0
2017-03-08-01-15-00;1;1;0;0;0;0;0
2017-03-08-01-30-00;0;0;0;0;0;0;0
2017-03-08-01-45-00;0;0;0;0;0;0;0
2017-03-08-02-00-00;0;0;0;0;0;0;0
2017-03-08-02-15-00;0;0;0;0;0;0;0
2017-03-08-02-30-00;0;0;0;0;0;0;0
2017-03-08-02-45-00;0;0;0;0;0;0;0
2017-03-08-03-00-00;0;0;0;0;0;0;0
2017-03-08-03-15-00;1;1;0;0;0;0;0
2017-03-08-03-30-00;0;0;0;0;0;0;0
2017-03-08-03-45-00;1;1;0;0;0;0;0
2017-03-08-04-00-00;0;0;0;0;0;0;0
2017-03-08-04-15-00;0;0;0;0;0;0;0
2017-03-08-04-30-00;0;0;0;0;0;0;0
2017-03-08-04-45-00;1;1;0;0;0;0;0
2017-03-08-05-00-00;0;0;0;0;0;0;0
2017-03-08-05-15-00;0;0;0;0;0;0;0
2017-03-08-05-30-00;3;0;0;0;3;0;0
2017-03-08-05-45-00;4;2;0;0;2;0;0
2017-03-08-06-00-00;6;4;0;0;2;0;0
2017-03-08-06-15-00;0;0;0;0;0;0;0
2017-03-08-06-30-00;13;6;0;0;7;0;0
2017-03-08-06-45-00;13;3;0;0;10;0;0
2017-03-08-07-00-00;24;5;0;0;19;0;0
2017-03-08-07-15-00;29;8;0;0;21;0;0
2017-03-08-07-30-00;50;11;3;0;36;0;0
2017-03-08-07-45-00;59;16;4;1;38;0;0
2017-03-08-08-00-00;62;14;3;0;45;0;0
2017-03-08-08-15-00;68;15;0;0;53;0;0
2017-03-08-08-30-00;68;13;2;0;53;0;0
2017-03-08-08-45-00;58;6;7;0;45;0;0
2017-03-08-09-00-00;40;7;2;0;31;0;0
2017-03-08-09-15-00;27;4;1;0;22;0;0
2017-03-08-09-30-00;25;8;0;0;17;0;0
2017-03-08-09-45-00;17;6;2;0;9;0;0
2017-03-08-10-00-00;14;5;2;0;7;0;0
2017-03-08-10-15-00;10;5;0;0;5;0;0
2017-03-08-10-30-00;8;3;1;0;4;0;0
2017-03-08-10-45-00;8;4;0;0;4;0;0
2017-03-08-11-00-00;2;1;1;0;0;0;0
2017-03-08-11-15-00;7;4;0;2;1;0;0
2017-03-08-11-30-00;1;0;0;0;1;0;0
2017-03-08-11-45-00;1;1;0;0;0;0;0
2017-03-08-12-00-00;3;3;0;0;0;0;0
2017-03-08-12-15-00;6;3;1;0;2;0;0
2017-03-08-12-30-00;3;2;0;0;1;0;0
2017-03-08-12-45-00;2;1;0;0;1;0;0
2017-03-08-13-00-00;3;0;1;0;2;0;0
2017-03-08-13-15-00;5;4;0;0;1;0;0
2017-03-08-13-30-00;3;1;0;1;1;0;0
2017-03-08-13-45-00;10;4;0;1;5;0;0
2017-03-08-14-00-00;8;2;1;1;4;0;0
2017-03-08-14-15-00;7;4;0;0;3;0;0
2017-03-08-14-30-00;4;2;0;0;2;0;0
2017-03-08-14-45-00;6;5;0;1;0;0;0
2017-03-08-15-00-00;7;2;1;0;4;0;0
2017-03-08-15-15-00;10;4;1;0;5;0;0
2017-03-08-15-30-00;9;5;0;0;4;0;0
2017-03-08-15-45-00;16;15;0;0;1;0;0
2017-03-08-16-00-00;14;12;0;0;2;0;0
2017-03-08-16-15-00;21;15;0;1;5;0;0
2017-03-08-16-30-00;14;11;0;1;2;0;0
2017-03-08-16-45-00;17;11;0;0;6;0;0
