 ;5.13 BN - Wilhelm-Spiritus-Ufer ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden
2016-07-25-18-15-00;125;80;1;6;38;0;0
2016-07-25-18-30-00;110;68;1;7;34;0;0
2016-07-25-18-45-00;102;46;2;2;52;0;0
2016-07-25-19-00-00;87;31;3;3;50;0;0
2016-07-25-19-15-00;88;45;4;2;37;0;0
2016-07-25-19-30-00;78;28;8;5;37;0;0
2016-07-25-19-45-00;70;35;3;3;29;0;0
2016-07-25-20-00-00;80;31;11;3;35;0;0
2016-07-25-20-15-00;61;31;1;5;24;0;0
2016-07-25-20-30-00;60;31;3;5;21;0;0
2016-07-25-20-45-00;53;25;5;3;20;0;0
2016-07-25-21-00-00;59;29;3;3;24;0;0
2016-07-25-21-15-00;52;26;2;8;16;0;0
2016-07-25-21-30-00;26;13;2;4;7;0;0
2016-07-25-21-45-00;34;13;5;4;12;0;0
2016-07-25-22-00-00;28;16;2;6;4;0;0
2016-07-25-22-15-00;21;8;1;2;10;0;0
2016-07-25-22-30-00;18;11;0;3;4;0;0
2016-07-25-22-45-00;11;8;2;1;0;0;0
2016-07-25-23-00-00;10;4;2;1;3;0;0
2016-07-25-23-15-00;6;4;0;1;1;0;0
2016-07-25-23-30-00;4;2;0;0;2;0;0
2016-07-25-23-45-00;5;2;0;3;0;0;0
2016-07-26-00-00-00;2;1;0;0;1;0;0
2016-07-26-00-15-00;7;1;4;1;1;0;0
2016-07-26-00-30-00;2;1;0;1;0;0;0
2016-07-26-00-45-00;3;2;0;0;1;0;0
2016-07-26-01-00-00;3;0;1;1;1;0;0
2016-07-26-01-15-00;3;2;0;1;0;0;0
2016-07-26-01-30-00;2;1;0;0;1;0;0
2016-07-26-01-45-00;0;0;0;0;0;0;0
2016-07-26-02-00-00;0;0;0;0;0;0;0
2016-07-26-02-15-00;4;1;0;3;0;0;0
2016-07-26-02-30-00;0;0;0;0;0;0;0
2016-07-26-02-45-00;0;0;0;0;0;0;0
2016-07-26-03-00-00;0;0;0;0;0;0;0
2016-07-26-03-15-00;0;0;0;0;0;0;0
2016-07-26-03-30-00;2;0;1;0;1;0;0
2016-07-26-03-45-00;3;3;0;0;0;0;0
2016-07-26-04-00-00;0;0;0;0;0;0;0
2016-07-26-04-15-00;0;0;0;0;0;0;0
2016-07-26-04-30-00;4;0;1;2;1;0;0
2016-07-26-04-45-00;0;0;0;0;0;0;0
2016-07-26-05-00-00;2;0;0;1;1;0;0
2016-07-26-05-15-00;2;2;0;0;0;0;0
2016-07-26-05-30-00;11;2;2;0;7;0;0
2016-07-26-05-45-00;5;2;0;0;3;0;0
2016-07-26-06-00-00;11;5;0;1;5;0;0
2016-07-26-06-15-00;18;7;0;1;10;0;0
2016-07-26-06-30-00;21;5;1;0;15;0;0
2016-07-26-06-45-00;23;9;0;0;14;0;0
2016-07-26-07-00-00;38;12;1;0;25;0;0
2016-07-26-07-15-00;38;8;3;0;27;0;0
2016-07-26-07-30-00;66;18;2;0;46;0;0
2016-07-26-07-45-00;88;25;4;2;57;0;0
2016-07-26-08-00-00;79;14;8;2;55;0;0
2016-07-26-08-15-00;107;13;5;0;89;0;0
2016-07-26-08-30-00;122;19;5;0;98;0;0
2016-07-26-08-45-00;101;16;6;0;79;0;0
2016-07-26-09-00-00;74;15;4;0;55;0;0
2016-07-26-09-15-00;65;17;2;3;43;0;0
2016-07-26-09-30-00;51;14;2;1;34;0;0
2016-07-26-09-45-00;55;17;4;0;34;0;0
2016-07-26-10-00-00;55;12;5;2;36;0;0
2016-07-26-10-15-00;54;27;2;4;21;0;0
2016-07-26-10-30-00;47;22;3;2;20;0;0
2016-07-26-10-45-00;48;19;1;2;26;0;0
2016-07-26-11-00-00;59;33;0;5;21;0;0
2016-07-26-11-15-00;78;41;2;5;30;0;0
2016-07-26-11-30-00;67;37;5;5;20;0;0
2016-07-26-11-45-00;82;52;1;8;21;0;0
2016-07-26-12-00-00;100;66;1;7;26;0;0
2016-07-26-12-15-00;74;41;1;3;29;0;0
2016-07-26-12-30-00;118;67;9;2;40;0;0
2016-07-26-12-45-00;89;54;1;6;28;0;0
2016-07-26-13-00-00;90;56;3;7;24;0;0
2016-07-26-13-15-00;101;63;6;4;28;0;0
2016-07-26-13-30-00;61;41;0;5;15;0;0
2016-07-26-13-45-00;87;54;3;7;23;0;0
2016-07-26-14-00-00;83;62;1;11;9;0;0
2016-07-26-14-15-00;65;38;3;8;16;0;0
2016-07-26-14-30-00;74;48;1;8;17;0;0
2016-07-26-14-45-00;67;37;2;6;22;0;0
2016-07-26-15-00-00;59;39;2;8;10;0;0
2016-07-26-15-15-00;78;45;2;12;19;0;0
2016-07-26-15-30-00;36;17;0;0;19;0;0
2016-07-26-15-45-00;36;20;1;3;12;0;0
2016-07-26-16-00-00;86;63;0;6;17;0;0
2016-07-26-16-15-00;38;27;1;0;10;0;0
2016-07-26-16-30-00;59;37;0;3;19;0;0
2016-07-26-16-45-00;81;56;3;3;19;0;0
2016-07-26-17-00-00;79;47;1;3;28;0;0
2016-07-26-17-15-00;114;61;4;4;45;0;0
2016-07-26-17-30-00;82;52;1;6;23;0;0
2016-07-26-17-45-00;71;53;0;4;14;0;0
2016-07-26-18-00-00;109;75;2;7;25;0;0
2016-07-26-18-15-00;104;61;2;4;37;0;0
2016-07-26-18-30-00;81;53;0;2;26;0;0
2016-07-26-18-45-00;71;41;0;6;24;0;0
2016-07-26-19-00-00;50;30;1;1;18;0;0
2016-07-26-19-15-00;48;23;2;2;21;0;0
2016-07-26-19-30-00;50;28;1;3;18;0;0
2016-07-26-19-45-00;37;17;1;0;19;0;0
2016-07-26-20-00-00;28;10;3;1;14;0;0
2016-07-26-20-15-00;40;24;0;2;14;0;0
2016-07-26-20-30-00;33;15;0;1;17;0;0
2016-07-26-20-45-00;42;22;2;6;12;0;0
2016-07-26-21-00-00;20;10;1;4;5;0;0
2016-07-26-21-15-00;23;14;0;4;5;0;0
2016-07-26-21-30-00;26;11;2;1;12;0;0
2016-07-26-21-45-00;20;12;0;2;6;0;0
2016-07-26-22-00-00;17;6;3;2;6;0;0
2016-07-26-22-15-00;26;16;0;6;4;0;0
2016-07-26-22-30-00;9;7;0;1;1;0;0
2016-07-26-22-45-00;7;3;0;3;1;0;0
2016-07-26-23-00-00;5;2;0;0;3;0;0
2016-07-26-23-15-00;3;1;1;0;1;0;0
2016-07-26-23-30-00;7;4;0;2;1;0;0
2016-07-26-23-45-00;2;1;0;0;1;0;0
2016-07-27-00-00-00;0;0;0;0;0;0;0
2016-07-27-00-15-00;0;0;0;0;0;0;0
2016-07-27-00-30-00;1;0;0;0;1;0;0
2016-07-27-00-45-00;0;0;0;0;0;0;0
2016-07-27-01-00-00;0;0;0;0;0;0;0
2016-07-27-01-15-00;1;0;0;0;1;0;0
2016-07-27-01-30-00;0;0;0;0;0;0;0
2016-07-27-01-45-00;1;1;0;0;0;0;0
2016-07-27-02-00-00;2;0;1;0;1;0;0
2016-07-27-02-15-00;1;0;1;0;0;0;0
2016-07-27-02-30-00;0;0;0;0;0;0;0
2016-07-27-02-45-00;2;0;1;0;1;0;0
2016-07-27-03-00-00;1;0;1;0;0;0;0
2016-07-27-03-15-00;0;0;0;0;0;0;0
2016-07-27-03-30-00;0;0;0;0;0;0;0
2016-07-27-03-45-00;0;0;0;0;0;0;0
2016-07-27-04-00-00;0;0;0;0;0;0;0
2016-07-27-04-15-00;0;0;0;0;0;0;0
2016-07-27-04-30-00;2;0;1;0;1;0;0
2016-07-27-04-45-00;1;0;0;1;0;0;0
2016-07-27-05-00-00;3;1;0;0;2;0;0
2016-07-27-05-15-00;1;1;0;0;0;0;0
2016-07-27-05-30-00;11;2;1;0;8;0;0
2016-07-27-05-45-00;7;3;0;0;4;0;0
2016-07-27-06-00-00;9;4;0;0;5;0;0
2016-07-27-06-15-00;16;11;0;0;5;0;0
2016-07-27-06-30-00;22;4;2;0;16;0;0
2016-07-27-06-45-00;26;6;1;0;19;0;0
2016-07-27-07-00-00;31;7;1;0;23;0;0
2016-07-27-07-15-00;49;16;0;1;32;0;0
2016-07-27-07-30-00;63;13;1;0;49;0;0
2016-07-27-07-45-00;79;19;3;0;57;0;0
2016-07-27-08-00-00;90;17;2;0;71;0;0
2016-07-27-08-15-00;112;21;5;3;83;0;0
2016-07-27-08-30-00;125;22;14;2;87;0;0
2016-07-27-08-45-00;115;24;4;0;87;0;0
2016-07-27-09-00-00;72;16;7;1;48;0;0
2016-07-27-09-15-00;42;12;0;0;30;0;0
2016-07-27-09-30-00;48;12;3;0;33;0;0
2016-07-27-09-45-00;55;17;3;1;34;0;0
2016-07-27-10-00-00;50;24;2;1;23;0;0
2016-07-27-10-15-00;48;14;4;0;30;0;0
2016-07-27-10-30-00;42;19;3;1;19;0;0
2016-07-27-10-45-00;55;30;0;2;23;0;0
2016-07-27-11-00-00;46;23;5;1;17;0;0
2016-07-27-11-15-00;67;32;5;3;27;0;0
2016-07-27-11-30-00;81;37;4;3;37;0;0
2016-07-27-11-45-00;52;21;3;2;26;0;0
2016-07-27-12-00-00;65;31;5;3;26;0;0
2016-07-27-12-15-00;72;27;5;4;36;0;0
2016-07-27-12-30-00;82;41;4;2;35;0;0
2016-07-27-12-45-00;52;23;4;1;24;0;0
2016-07-27-13-00-00;71;26;13;2;30;0;0
2016-07-27-13-15-00;67;34;2;3;28;0;0
2016-07-27-13-30-00;63;28;4;2;29;0;0
2016-07-27-13-45-00;67;27;2;6;32;0;0
2016-07-27-14-00-00;70;36;3;3;28;0;0
2016-07-27-14-15-00;47;17;2;0;28;0;0
2016-07-27-14-30-00;70;39;6;3;22;0;0
2016-07-27-14-45-00;55;22;6;1;26;0;0
2016-07-27-15-00-00;78;45;1;1;31;0;0
2016-07-27-15-15-00;91;44;1;2;44;0;0
2016-07-27-15-30-00;75;37;1;0;37;0;0
2016-07-27-15-45-00;84;51;3;5;25;0;0
2016-07-27-16-00-00;89;42;5;3;39;0;0
2016-07-27-16-15-00;92;52;4;5;31;0;0
2016-07-27-16-30-00;87;46;1;1;39;0;0
2016-07-27-16-45-00;111;63;3;7;38;0;0
2016-07-27-17-00-00;116;71;1;6;38;0;0
2016-07-27-17-15-00;137;100;0;8;29;0;0
2016-07-27-17-30-00;152;89;3;8;52;0;0
2016-07-27-17-45-00;136;79;4;2;51;0;0
2016-07-27-18-00-00;123;78;4;9;32;0;0
2016-07-27-18-15-00;154;90;3;9;52;0;0
2016-07-27-18-30-00;129;71;7;2;49;0;0
2016-07-27-18-45-00;130;65;3;4;58;0;0
2016-07-27-19-00-00;133;67;7;7;52;0;0
2016-07-27-19-15-00;91;41;1;3;46;0;0
2016-07-27-19-30-00;82;39;3;4;36;0;0
2016-07-27-19-45-00;77;35;4;3;35;0;0
2016-07-27-20-00-00;79;32;6;4;37;0;0
2016-07-27-20-15-00;80;37;4;3;36;0;0
2016-07-27-20-30-00;46;28;2;4;12;0;0
2016-07-27-20-45-00;39;24;0;3;12;0;0
2016-07-27-21-00-00;41;22;3;3;13;0;0
2016-07-27-21-15-00;49;24;3;9;13;0;0
2016-07-27-21-30-00;32;18;2;4;8;0;0
2016-07-27-21-45-00;47;30;1;4;12;0;0
2016-07-27-22-00-00;27;14;1;7;5;0;0
2016-07-27-22-15-00;25;16;2;4;3;0;0
2016-07-27-22-30-00;21;15;0;2;4;0;0
2016-07-27-22-45-00;23;13;0;6;4;0;0
2016-07-27-23-00-00;19;9;0;5;5;0;0
2016-07-27-23-15-00;11;4;3;2;2;0;0
2016-07-27-23-30-00;12;5;0;5;2;0;0
2016-07-27-23-45-00;4;3;0;1;0;0;0
2016-07-28-00-00-00;10;8;0;2;0;0;0
2016-07-28-00-15-00;2;0;0;2;0;0;0
2016-07-28-00-30-00;5;3;0;1;1;0;0
2016-07-28-00-45-00;4;1;0;2;1;0;0
2016-07-28-01-00-00;6;3;1;1;1;0;0
2016-07-28-01-15-00;4;1;0;1;2;0;0
2016-07-28-01-30-00;3;1;0;0;2;0;0
2016-07-28-01-45-00;3;2;0;1;0;0;0
2016-07-28-02-00-00;3;1;1;0;1;0;0
2016-07-28-02-15-00;0;0;0;0;0;0;0
2016-07-28-02-30-00;1;1;0;0;0;0;0
2016-07-28-02-45-00;1;0;0;0;1;0;0
2016-07-28-03-00-00;0;0;0;0;0;0;0
2016-07-28-03-15-00;1;1;0;0;0;0;0
2016-07-28-03-30-00;0;0;0;0;0;0;0
2016-07-28-03-45-00;0;0;0;0;0;0;0
2016-07-28-04-00-00;1;1;0;0;0;0;0
2016-07-28-04-15-00;1;0;0;0;1;0;0
2016-07-28-04-30-00;3;0;1;1;1;0;0
2016-07-28-04-45-00;0;0;0;0;0;0;0
2016-07-28-05-00-00;0;0;0;0;0;0;0
2016-07-28-05-15-00;1;1;0;0;0;0;0
2016-07-28-05-30-00;8;2;1;0;5;0;0
2016-07-28-05-45-00;7;3;1;0;3;0;0
2016-07-28-06-00-00;10;6;1;0;3;0;0
2016-07-28-06-15-00;13;3;0;2;8;0;0
2016-07-28-06-30-00;20;8;0;0;12;0;0
2016-07-28-06-45-00;23;3;3;0;17;0;0
2016-07-28-07-00-00;30;9;1;0;20;0;0
2016-07-28-07-15-00;39;12;2;0;25;0;0
2016-07-28-07-30-00;56;14;3;0;39;0;0
2016-07-28-07-45-00;37;10;1;0;26;0;0
2016-07-28-08-00-00;21;4;1;1;15;0;0
2016-07-28-08-15-00;59;7;7;0;45;0;0
2016-07-28-08-30-00;64;5;2;0;57;0;0
2016-07-28-08-45-00;65;10;5;1;49;0;0
2016-07-28-09-00-00;44;13;0;0;31;0;0
2016-07-28-09-15-00;36;7;1;0;28;0;0
2016-07-28-09-30-00;35;15;0;0;20;0;0
2016-07-28-09-45-00;23;9;2;1;11;0;0
2016-07-28-10-00-00;24;10;2;6;6;0;0
2016-07-28-10-15-00;20;10;0;0;10;0;0
2016-07-28-10-30-00;19;10;0;3;6;0;0
2016-07-28-10-45-00;14;8;1;0;5;0;0
2016-07-28-11-00-00;17;7;0;2;8;0;0
2016-07-28-11-15-00;35;20;1;3;11;0;0
2016-07-28-11-30-00;12;8;0;2;2;0;0
2016-07-28-11-45-00;29;13;2;0;14;0;0
2016-07-28-12-00-00;24;12;1;1;10;0;0
2016-07-28-12-15-00;15;8;0;2;5;0;0
2016-07-28-12-30-00;9;2;0;1;6;0;0
2016-07-28-12-45-00;14;4;1;0;9;0;0
2016-07-28-13-00-00;29;14;1;1;13;0;0
2016-07-28-13-15-00;25;13;3;1;8;0;0
2016-07-28-13-30-00;19;8;1;1;9;0;0
2016-07-28-13-45-00;14;6;0;2;6;0;0
2016-07-28-14-00-00;20;15;0;0;5;0;0
2016-07-28-14-15-00;23;14;0;1;8;0;0
2016-07-28-14-30-00;26;11;0;1;14;0;0
2016-07-28-14-45-00;24;17;1;1;5;0;0
2016-07-28-15-00-00;6;2;0;0;4;0;0
2016-07-28-15-15-00;16;7;1;0;8;0;0
2016-07-28-15-30-00;13;4;2;1;6;0;0
2016-07-28-15-45-00;22;14;1;1;6;0;0
2016-07-28-16-00-00;34;23;1;2;8;0;0
2016-07-28-16-15-00;41;20;4;2;15;0;0
2016-07-28-16-30-00;42;29;2;0;11;0;0
2016-07-28-16-45-00;33;20;0;1;12;0;0
2016-07-28-17-00-00;41;27;1;0;13;0;0
2016-07-28-17-15-00;71;49;1;0;21;0;0
2016-07-28-17-30-00;69;45;0;3;21;0;0
2016-07-28-17-45-00;71;45;1;1;24;0;0
2016-07-28-18-00-00;60;35;2;3;20;0;0
2016-07-28-18-15-00;73;41;1;4;27;0;0
2016-07-28-18-30-00;66;41;2;0;23;0;0
2016-07-28-18-45-00;50;23;1;4;22;0;0
2016-07-28-19-00-00;56;38;1;2;15;0;0
2016-07-28-19-15-00;45;23;1;4;17;0;0
2016-07-28-19-30-00;46;24;4;1;17;0;0
2016-07-28-19-45-00;43;31;2;2;8;0;0
2016-07-28-20-00-00;45;23;2;4;16;0;0
2016-07-28-20-15-00;44;24;2;3;15;0;0
2016-07-28-20-30-00;36;19;3;2;12;0;0
2016-07-28-20-45-00;31;19;2;0;10;0;0
2016-07-28-21-00-00;19;14;1;1;3;0;0
2016-07-28-21-15-00;26;16;0;3;7;0;0
2016-07-28-21-30-00;16;9;1;3;3;0;0
2016-07-28-21-45-00;20;8;1;7;4;0;0
2016-07-28-22-00-00;10;7;1;0;2;0;0
2016-07-28-22-15-00;10;4;0;3;3;0;0
2016-07-28-22-30-00;9;4;1;1;3;0;0
2016-07-28-22-45-00;8;4;1;1;2;0;0
2016-07-28-23-00-00;5;5;0;0;0;0;0
2016-07-28-23-15-00;5;1;3;0;1;0;0
2016-07-28-23-30-00;0;0;0;0;0;0;0
2016-07-28-23-45-00;2;0;1;0;1;0;0
2016-07-29-00-00-00;3;2;0;1;0;0;0
2016-07-29-00-15-00;1;1;0;0;0;0;0
2016-07-29-00-30-00;1;0;1;0;0;0;0
2016-07-29-00-45-00;2;1;0;0;1;0;0
2016-07-29-01-00-00;1;1;0;0;0;0;0
2016-07-29-01-15-00;0;0;0;0;0;0;0
2016-07-29-01-30-00;0;0;0;0;0;0;0
2016-07-29-01-45-00;0;0;0;0;0;0;0
2016-07-29-02-00-00;0;0;0;0;0;0;0
2016-07-29-02-15-00;0;0;0;0;0;0;0
2016-07-29-02-30-00;0;0;0;0;0;0;0
2016-07-29-02-45-00;0;0;0;0;0;0;0
2016-07-29-03-00-00;0;0;0;0;0;0;0
2016-07-29-03-15-00;1;0;1;0;0;0;0
2016-07-29-03-30-00;0;0;0;0;0;0;0
2016-07-29-03-45-00;0;0;0;0;0;0;0
2016-07-29-04-00-00;0;0;0;0;0;0;0
2016-07-29-04-15-00;0;0;0;0;0;0;0
2016-07-29-04-30-00;2;0;1;0;1;0;0
2016-07-29-04-45-00;1;1;0;0;0;0;0
2016-07-29-05-00-00;1;0;0;0;1;0;0
2016-07-29-05-15-00;1;0;0;0;1;0;0
2016-07-29-05-30-00;4;0;0;0;4;0;0
2016-07-29-05-45-00;6;4;0;0;2;0;0
2016-07-29-06-00-00;4;1;0;0;3;0;0
2016-07-29-06-15-00;7;4;0;0;3;0;0
2016-07-29-06-30-00;12;4;1;0;7;0;0
2016-07-29-06-45-00;23;9;0;0;14;0;0
2016-07-29-07-00-00;23;5;0;1;17;0;0
2016-07-29-07-15-00;24;7;0;0;17;0;0
2016-07-29-07-30-00;25;8;0;1;16;0;0
2016-07-29-07-45-00;30;10;2;0;18;0;0
2016-07-29-08-00-00;23;5;1;1;16;0;0
2016-07-29-08-15-00;29;5;2;0;22;0;0
2016-07-29-08-30-00;45;6;3;0;36;0;0
2016-07-29-08-45-00;63;13;4;0;46;0;0
2016-07-29-09-00-00;34;8;1;0;25;0;0
2016-07-29-09-15-00;32;10;4;3;15;0;0
2016-07-29-09-30-00;21;5;0;0;16;0;0
2016-07-29-09-45-00;14;3;2;1;8;0;0
2016-07-29-10-00-00;9;3;2;0;4;0;0
2016-07-29-10-15-00;15;7;0;3;5;0;0
2016-07-29-10-30-00;16;8;0;5;3;0;0
2016-07-29-10-45-00;11;7;0;2;2;0;0
2016-07-29-11-00-00;21;9;0;3;9;0;0
2016-07-29-11-15-00;18;6;2;1;9;0;0
2016-07-29-11-30-00;18;11;0;0;7;0;0
2016-07-29-11-45-00;22;8;2;0;12;0;0
2016-07-29-12-00-00;17;7;1;1;8;0;0
2016-07-29-12-15-00;14;7;0;4;3;0;0
2016-07-29-12-30-00;26;13;1;1;11;0;0
2016-07-29-12-45-00;31;13;1;4;13;0;0
2016-07-29-13-00-00;26;12;2;4;8;0;0
2016-07-29-13-15-00;23;10;1;1;11;0;0
2016-07-29-13-30-00;35;19;0;1;15;0;0
2016-07-29-13-45-00;31;10;3;1;17;0;0
2016-07-29-14-00-00;17;11;0;4;2;0;0
2016-07-29-14-15-00;44;24;1;4;15;0;0
2016-07-29-14-30-00;22;14;0;3;5;0;0
2016-07-29-14-45-00;25;15;1;0;9;0;0
2016-07-29-15-00-00;22;14;0;1;7;0;0
2016-07-29-15-15-00;33;17;2;2;12;0;0
2016-07-29-15-30-00;35;16;2;3;14;0;0
2016-07-29-15-45-00;46;22;4;4;16;0;0
2016-07-29-16-00-00;42;25;4;0;13;0;0
2016-07-29-16-15-00;41;20;2;3;16;0;0
2016-07-29-16-30-00;54;29;4;0;21;0;0
2016-07-29-16-45-00;49;23;5;1;20;0;0
2016-07-29-17-00-00;63;35;1;0;27;0;0
2016-07-29-17-15-00;36;26;1;1;8;0;0
2016-07-29-17-30-00;80;30;8;2;40;0;0
2016-07-29-17-45-00;66;35;3;0;28;0;0
2016-07-29-18-00-00;75;40;7;4;24;0;0
2016-07-29-18-15-00;48;19;6;1;22;0;0
2016-07-29-18-30-00;68;24;12;3;29;0;0
2016-07-29-18-45-00;40;16;3;3;18;0;0
2016-07-29-19-00-00;33;16;4;1;12;0;0
2016-07-29-19-15-00;60;18;6;3;33;0;0
2016-07-29-19-30-00;53;15;6;0;32;0;0
2016-07-29-19-45-00;63;24;4;2;33;0;0
2016-07-29-20-00-00;55;26;4;3;22;0;0
2016-07-29-20-15-00;42;15;5;5;17;0;0
2016-07-29-20-30-00;39;22;0;3;14;0;0
2016-07-29-20-45-00;37;12;4;2;19;0;0
2016-07-29-21-00-00;31;13;4;0;14;0;0
2016-07-29-21-15-00;22;14;2;2;4;0;0
2016-07-29-21-30-00;20;12;0;2;6;0;0
2016-07-29-21-45-00;23;12;2;2;7;0;0
2016-07-29-22-00-00;20;11;3;1;5;0;0
2016-07-29-22-15-00;7;4;0;1;2;0;0
2016-07-29-22-30-00;19;10;2;2;5;0;0
2016-07-29-22-45-00;13;6;1;2;4;0;0
2016-07-29-23-00-00;5;3;0;2;0;0;0
2016-07-29-23-15-00;18;5;6;1;6;0;0
2016-07-29-23-30-00;19;10;0;5;4;0;0
2016-07-29-23-45-00;35;20;1;11;3;0;0
2016-07-30-00-00-00;34;19;1;10;4;0;0
2016-07-30-00-15-00;45;30;0;13;2;0;0
2016-07-30-00-30-00;47;31;0;11;5;0;0
2016-07-30-00-45-00;21;11;1;8;1;0;0
2016-07-30-01-00-00;23;8;1;12;2;0;0
2016-07-30-01-15-00;8;5;0;2;1;0;0
2016-07-30-01-30-00;2;1;0;1;0;0;0
2016-07-30-01-45-00;0;0;0;0;0;0;0
2016-07-30-02-00-00;1;1;0;0;0;0;0
2016-07-30-02-15-00;0;0;0;0;0;0;0
2016-07-30-02-30-00;1;1;0;0;0;0;0
2016-07-30-02-45-00;2;0;1;0;1;0;0
2016-07-30-03-00-00;1;1;0;0;0;0;0
2016-07-30-03-15-00;1;0;0;0;1;0;0
2016-07-30-03-30-00;0;0;0;0;0;0;0
2016-07-30-03-45-00;0;0;0;0;0;0;0
2016-07-30-04-00-00;1;0;1;0;0;0;0
2016-07-30-04-15-00;3;1;0;1;1;0;0
2016-07-30-04-30-00;0;0;0;0;0;0;0
2016-07-30-04-45-00;0;0;0;0;0;0;0
2016-07-30-05-00-00;0;0;0;0;0;0;0
2016-07-30-05-15-00;0;0;0;0;0;0;0
2016-07-30-05-30-00;0;0;0;0;0;0;0
2016-07-30-05-45-00;0;0;0;0;0;0;0
2016-07-30-06-00-00;1;0;0;0;1;0;0
2016-07-30-06-15-00;2;2;0;0;0;0;0
2016-07-30-06-30-00;2;1;0;0;1;0;0
2016-07-30-06-45-00;4;0;0;1;3;0;0
2016-07-30-07-00-00;8;2;1;0;5;0;0
2016-07-30-07-15-00;3;2;0;0;1;0;0
2016-07-30-07-30-00;5;3;0;0;2;0;0
2016-07-30-07-45-00;9;2;2;1;4;0;0
2016-07-30-08-00-00;5;3;0;0;2;0;0
2016-07-30-08-15-00;8;4;0;0;4;0;0
2016-07-30-08-30-00;15;5;1;0;9;0;0
2016-07-30-08-45-00;17;7;0;1;9;0;0
2016-07-30-09-00-00;10;3;1;1;5;0;0
2016-07-30-09-15-00;16;5;0;0;11;0;0
2016-07-30-09-30-00;22;14;0;3;5;0;0
2016-07-30-09-45-00;28;14;0;6;8;0;0
2016-07-30-10-00-00;25;5;3;2;15;0;0
2016-07-30-10-15-00;43;22;3;1;17;0;0
2016-07-30-10-30-00;56;30;3;5;18;0;0
2016-07-30-10-45-00;54;23;5;5;21;0;0
2016-07-30-11-00-00;47;14;8;3;22;0;0
2016-07-30-11-15-00;64;32;3;2;27;0;0
2016-07-30-11-30-00;51;23;8;1;19;0;0
2016-07-30-11-45-00;91;30;6;4;51;0;0
2016-07-30-12-00-00;73;37;4;7;25;0;0
2016-07-30-12-15-00;90;37;6;4;43;0;0
2016-07-30-12-30-00;55;28;7;1;19;0;0
2016-07-30-12-45-00;73;23;7;1;42;0;0
2016-07-30-13-00-00;65;28;5;3;29;0;0
2016-07-30-13-15-00;110;34;15;3;58;0;0
2016-07-30-13-30-00;64;27;6;3;28;0;0
2016-07-30-13-45-00;85;40;1;8;36;0;0
2016-07-30-14-00-00;96;43;11;2;40;0;0
2016-07-30-14-15-00;125;50;16;1;58;0;0
2016-07-30-14-30-00;90;37;9;3;41;0;0
2016-07-30-14-45-00;97;40;3;4;50;0;0
2016-07-30-15-00-00;91;29;9;5;48;0;0
2016-07-30-15-15-00;113;31;18;3;61;0;0
2016-07-30-15-30-00;106;56;9;6;35;0;0
2016-07-30-15-45-00;112;49;5;2;56;0;0
2016-07-30-16-00-00;105;40;10;8;47;0;0
2016-07-30-16-15-00;102;37;9;2;54;0;0
2016-07-30-16-30-00;87;34;6;5;42;0;0
2016-07-30-16-45-00;97;43;6;2;46;0;0
2016-07-30-17-00-00;78;37;4;7;30;0;0
2016-07-30-17-15-00;107;54;5;4;44;0;0
2016-07-30-17-30-00;77;31;5;5;36;0;0
2016-07-30-17-45-00;85;30;6;4;45;0;0
2016-07-30-18-00-00;64;29;8;4;23;0;0
2016-07-30-18-15-00;73;33;3;5;32;0;0
2016-07-30-18-30-00;52;26;2;6;18;0;0
2016-07-30-18-45-00;46;19;4;4;19;0;0
2016-07-30-19-00-00;63;32;3;5;23;0;0
2016-07-30-19-15-00;39;14;1;2;22;0;0
2016-07-30-19-30-00;49;21;3;3;22;0;0
2016-07-30-19-45-00;55;25;5;8;17;0;0
2016-07-30-20-00-00;53;21;6;1;25;0;0
2016-07-30-20-15-00;60;30;7;6;17;0;0
2016-07-30-20-30-00;26;11;4;2;9;0;0
2016-07-30-20-45-00;38;16;4;2;16;0;0
2016-07-30-21-00-00;34;13;5;5;11;0;0
2016-07-30-21-15-00;25;11;4;1;9;0;0
2016-07-30-21-30-00;35;20;1;6;8;0;0
2016-07-30-21-45-00;14;3;6;1;4;0;0
2016-07-30-22-00-00;20;9;1;1;9;0;0
2016-07-30-22-15-00;15;6;1;0;8;0;0
2016-07-30-22-30-00;18;7;1;3;7;0;0
2016-07-30-22-45-00;18;11;0;3;4;0;0
2016-07-30-23-00-00;35;23;0;8;4;0;0
2016-07-30-23-15-00;39;18;2;10;9;0;0
2016-07-30-23-30-00;28;12;2;10;4;0;0
2016-07-30-23-45-00;23;14;0;5;4;0;0
2016-07-31-00-00-00;33;19;0;13;1;0;0
2016-07-31-00-15-00;53;36;0;16;1;0;0
2016-07-31-00-30-00;32;19;1;10;2;0;0
2016-07-31-00-45-00;26;10;0;15;1;0;0
2016-07-31-01-00-00;15;8;0;4;3;0;0
