time,Kennedybruecke (Nord) Ri. Innenstadt,Kennedybruecke (Nord) Ri. Beuel,days
2018-11-13 01:45:00,1,0,2018-11-13
2018-11-13 02:00:00,0,0,2018-11-13
2018-11-13 02:15:00,2,0,2018-11-13
2018-11-13 02:30:00,1,0,2018-11-13
2018-11-13 02:45:00,0,0,2018-11-13
2018-11-13 03:00:00,0,0,2018-11-13
2018-11-13 03:15:00,1,0,2018-11-13
2018-11-13 03:30:00,0,0,2018-11-13
2018-11-13 03:45:00,0,0,2018-11-13
2018-11-13 04:00:00,0,0,2018-11-13
2018-11-13 04:15:00,2,0,2018-11-13
2018-11-13 04:30:00,0,1,2018-11-13
2018-11-13 04:45:00,1,0,2018-11-13
2018-11-13 05:00:00,2,2,2018-11-13
2018-11-13 05:15:00,3,0,2018-11-13
2018-11-13 05:30:00,11,1,2018-11-13
2018-11-13 05:45:00,13,3,2018-11-13
2018-11-13 06:00:00,20,2,2018-11-13
2018-11-13 06:15:00,23,4,2018-11-13
2018-11-13 06:30:00,38,5,2018-11-13
2018-11-13 06:45:00,39,6,2018-11-13
2018-11-13 07:00:00,67,7,2018-11-13
2018-11-13 07:15:00,65,17,2018-11-13
2018-11-13 07:30:00,102,23,2018-11-13
2018-11-13 07:45:00,102,24,2018-11-13
2018-11-13 08:00:00,109,25,2018-11-13
2018-11-13 08:15:00,87,20,2018-11-13
2018-11-13 08:30:00,93,23,2018-11-13
2018-11-13 08:45:00,68,15,2018-11-13
2018-11-13 09:00:00,51,6,2018-11-13
2018-11-13 09:15:00,44,7,2018-11-13
2018-11-13 09:30:00,54,12,2018-11-13
2018-11-13 09:45:00,48,7,2018-11-13
2018-11-13 10:00:00,28,5,2018-11-13
2018-11-13 10:15:00,23,2,2018-11-13
2018-11-13 10:30:00,31,5,2018-11-13
2018-11-13 10:45:00,24,6,2018-11-13
2018-11-13 11:00:00,31,6,2018-11-13
2018-11-13 11:15:00,18,4,2018-11-13
2018-11-13 11:30:00,22,10,2018-11-13
2018-11-13 11:45:00,21,8,2018-11-13
2018-11-13 12:00:00,23,9,2018-11-13
2018-11-13 12:15:00,31,4,2018-11-13
2018-11-13 12:30:00,26,9,2018-11-13
2018-11-13 12:45:00,24,17,2018-11-13
2018-11-13 13:00:00,30,6,2018-11-13
2018-11-13 13:15:00,28,11,2018-11-13
2018-11-13 13:30:00,32,8,2018-11-13
2018-11-13 13:45:00,34,7,2018-11-13
2018-11-13 14:00:00,30,9,2018-11-13
2018-11-13 14:15:00,25,7,2018-11-13
2018-11-13 14:30:00,32,10,2018-11-13
2018-11-13 14:45:00,27,10,2018-11-13
2018-11-13 15:00:00,43,23,2018-11-13
2018-11-13 15:15:00,35,12,2018-11-13
2018-11-13 15:30:00,45,18,2018-11-13
2018-11-13 15:45:00,51,13,2018-11-13
2018-11-13 16:00:00,48,19,2018-11-13
2018-11-13 16:15:00,30,20,2018-11-13
2018-11-13 16:30:00,51,20,2018-11-13
2018-11-13 16:45:00,39,14,2018-11-13
2018-11-13 17:00:00,54,14,2018-11-13
2018-11-13 17:15:00,26,19,2018-11-13
2018-11-13 17:30:00,60,22,2018-11-13
2018-11-13 17:45:00,54,24,2018-11-13
2018-11-13 18:00:00,44,13,2018-11-13
2018-11-13 18:15:00,42,9,2018-11-13
2018-11-13 18:30:00,40,19,2018-11-13
2018-11-13 18:45:00,34,11,2018-11-13
2018-11-13 19:00:00,40,9,2018-11-13
2018-11-13 19:15:00,28,7,2018-11-13
2018-11-13 19:30:00,31,8,2018-11-13
2018-11-13 19:45:00,33,11,2018-11-13
2018-11-13 20:00:00,34,10,2018-11-13
2018-11-13 20:15:00,26,6,2018-11-13
2018-11-13 20:30:00,12,4,2018-11-13
2018-11-13 20:45:00,19,7,2018-11-13
2018-11-13 21:00:00,18,4,2018-11-13
2018-11-13 21:15:00,14,7,2018-11-13
2018-11-13 21:30:00,15,10,2018-11-13
2018-11-13 21:45:00,11,12,2018-11-13
2018-11-13 22:00:00,11,7,2018-11-13
2018-11-13 22:15:00,9,7,2018-11-13
2018-11-13 22:30:00,6,1,2018-11-13
2018-11-13 22:45:00,5,6,2018-11-13
2018-11-13 23:00:00,11,6,2018-11-13
2018-11-13 23:15:00,11,4,2018-11-13
2018-11-13 23:30:00,4,1,2018-11-13
2018-11-13 23:45:00,4,4,2018-11-13
2018-11-14 00:00:00,4,0,2018-11-14
2018-11-14 00:15:00,4,1,2018-11-14
2018-11-14 00:30:00,1,0,2018-11-14
2018-11-14 00:45:00,1,0,2018-11-14
2018-11-14 01:00:00,1,0,2018-11-14
2018-11-14 01:15:00,0,0,2018-11-14
2018-11-14 01:30:00,0,1,2018-11-14
2018-11-14 01:45:00,0,0,2018-11-14
2018-11-14 02:00:00,1,0,2018-11-14
2018-11-14 02:15:00,0,0,2018-11-14
2018-11-14 02:30:00,1,0,2018-11-14
2018-11-14 02:45:00,1,0,2018-11-14
2018-11-14 03:00:00,0,0,2018-11-14
2018-11-14 03:15:00,0,0,2018-11-14
2018-11-14 03:30:00,1,0,2018-11-14
2018-11-14 03:45:00,1,0,2018-11-14
2018-11-14 04:00:00,0,0,2018-11-14
2018-11-14 04:15:00,1,0,2018-11-14
2018-11-14 04:30:00,4,0,2018-11-14
2018-11-14 04:45:00,0,0,2018-11-14
2018-11-14 05:00:00,1,1,2018-11-14
2018-11-14 05:15:00,3,3,2018-11-14
2018-11-14 05:30:00,4,4,2018-11-14
2018-11-14 05:45:00,16,1,2018-11-14
2018-11-14 06:00:00,16,6,2018-11-14
2018-11-14 06:15:00,28,4,2018-11-14
2018-11-14 06:30:00,33,5,2018-11-14
2018-11-14 06:45:00,40,13,2018-11-14
2018-11-14 07:00:00,63,4,2018-11-14
2018-11-14 07:15:00,78,25,2018-11-14
2018-11-14 07:30:00,109,27,2018-11-14
2018-11-14 07:45:00,114,21,2018-11-14
2018-11-14 08:00:00,109,18,2018-11-14
2018-11-14 08:15:00,95,18,2018-11-14
2018-11-14 08:30:00,87,13,2018-11-14
2018-11-14 08:45:00,80,16,2018-11-14
2018-11-14 09:00:00,44,11,2018-11-14
2018-11-14 09:15:00,49,6,2018-11-14
2018-11-14 09:30:00,40,9,2018-11-14
2018-11-14 09:45:00,43,5,2018-11-14
2018-11-14 10:00:00,28,7,2018-11-14
2018-11-14 10:15:00,20,14,2018-11-14
2018-11-14 10:30:00,18,5,2018-11-14
2018-11-14 10:45:00,30,2,2018-11-14
2018-11-14 11:00:00,18,4,2018-11-14
2018-11-14 11:15:00,24,2,2018-11-14
2018-11-14 11:30:00,32,9,2018-11-14
2018-11-14 11:45:00,21,24,2018-11-14
2018-11-14 12:00:00,25,9,2018-11-14
2018-11-14 12:15:00,21,6,2018-11-14
2018-11-14 12:30:00,28,6,2018-11-14
2018-11-14 12:45:00,24,13,2018-11-14
2018-11-14 13:00:00,25,8,2018-11-14
2018-11-14 13:15:00,39,12,2018-11-14
2018-11-14 13:30:00,27,16,2018-11-14
2018-11-14 13:45:00,27,10,2018-11-14
2018-11-14 14:00:00,24,8,2018-11-14
2018-11-14 14:15:00,27,12,2018-11-14
2018-11-14 14:30:00,44,10,2018-11-14
2018-11-14 14:45:00,28,10,2018-11-14
2018-11-14 15:00:00,22,10,2018-11-14
2018-11-14 15:15:00,38,9,2018-11-14
2018-11-14 15:30:00,37,14,2018-11-14
2018-11-14 15:45:00,40,18,2018-11-14
2018-11-14 16:00:00,36,17,2018-11-14
2018-11-14 16:15:00,36,13,2018-11-14
2018-11-14 16:30:00,36,19,2018-11-14
2018-11-14 16:45:00,44,16,2018-11-14
2018-11-14 17:00:00,46,14,2018-11-14
2018-11-14 17:15:00,51,18,2018-11-14
2018-11-14 17:30:00,31,12,2018-11-14
2018-11-14 17:45:00,54,12,2018-11-14
2018-11-14 18:00:00,46,17,2018-11-14
2018-11-14 18:15:00,55,15,2018-11-14
2018-11-14 18:30:00,54,14,2018-11-14
2018-11-14 18:45:00,36,11,2018-11-14
2018-11-14 19:00:00,29,13,2018-11-14
2018-11-14 19:15:00,36,11,2018-11-14
2018-11-14 19:30:00,43,7,2018-11-14
2018-11-14 19:45:00,28,14,2018-11-14
2018-11-14 20:00:00,22,8,2018-11-14
2018-11-14 20:15:00,21,5,2018-11-14
2018-11-14 20:30:00,20,10,2018-11-14
2018-11-14 20:45:00,18,3,2018-11-14
2018-11-14 21:00:00,15,7,2018-11-14
2018-11-14 21:15:00,13,9,2018-11-14
2018-11-14 21:30:00,16,8,2018-11-14
2018-11-14 21:45:00,22,5,2018-11-14
2018-11-14 22:00:00,14,14,2018-11-14
2018-11-14 22:15:00,15,9,2018-11-14
2018-11-14 22:30:00,13,4,2018-11-14
2018-11-14 22:45:00,11,5,2018-11-14
2018-11-14 23:00:00,12,1,2018-11-14
2018-11-14 23:15:00,4,4,2018-11-14
2018-11-14 23:30:00,5,1,2018-11-14
2018-11-14 23:45:00,3,3,2018-11-14
2018-11-15 00:00:00,2,1,2018-11-15
2018-11-15 00:15:00,2,0,2018-11-15
2018-11-15 00:30:00,2,1,2018-11-15
2018-11-15 00:45:00,2,1,2018-11-15
2018-11-15 01:00:00,1,1,2018-11-15
2018-11-15 01:15:00,0,0,2018-11-15
2018-11-15 01:30:00,0,3,2018-11-15
2018-11-15 01:45:00,1,0,2018-11-15
2018-11-15 02:00:00,0,0,2018-11-15
2018-11-15 02:15:00,1,0,2018-11-15
2018-11-15 02:30:00,0,1,2018-11-15
2018-11-15 02:45:00,0,0,2018-11-15
2018-11-15 03:00:00,0,0,2018-11-15
2018-11-15 03:15:00,0,0,2018-11-15
2018-11-15 03:30:00,3,0,2018-11-15
2018-11-15 03:45:00,3,0,2018-11-15
2018-11-15 04:00:00,0,0,2018-11-15
2018-11-15 04:15:00,2,0,2018-11-15
2018-11-15 04:30:00,1,1,2018-11-15
2018-11-15 04:45:00,1,0,2018-11-15
2018-11-15 05:00:00,2,1,2018-11-15
2018-11-15 05:15:00,4,0,2018-11-15
2018-11-15 05:30:00,9,2,2018-11-15
2018-11-15 05:45:00,8,2,2018-11-15
2018-11-15 06:00:00,14,2,2018-11-15
2018-11-15 06:15:00,19,6,2018-11-15
2018-11-15 06:30:00,50,5,2018-11-15
2018-11-15 06:45:00,36,4,2018-11-15
2018-11-15 07:00:00,52,8,2018-11-15
2018-11-15 07:15:00,75,10,2018-11-15
2018-11-15 07:30:00,101,12,2018-11-15
2018-11-15 07:45:00,127,22,2018-11-15
2018-11-15 08:00:00,90,20,2018-11-15
2018-11-15 08:15:00,87,17,2018-11-15
2018-11-15 08:30:00,89,19,2018-11-15
2018-11-15 08:45:00,98,12,2018-11-15
2018-11-15 09:00:00,40,9,2018-11-15
2018-11-15 09:15:00,42,15,2018-11-15
2018-11-15 09:30:00,47,8,2018-11-15
2018-11-15 09:45:00,52,5,2018-11-15
2018-11-15 10:00:00,33,7,2018-11-15
2018-11-15 10:15:00,37,9,2018-11-15
2018-11-15 10:30:00,31,4,2018-11-15
2018-11-15 10:45:00,30,5,2018-11-15
2018-11-15 11:00:00,27,7,2018-11-15
2018-11-15 11:15:00,30,9,2018-11-15
2018-11-15 11:30:00,27,1,2018-11-15
2018-11-15 11:45:00,34,12,2018-11-15
2018-11-15 12:00:00,24,7,2018-11-15
2018-11-15 12:15:00,26,6,2018-11-15
2018-11-15 12:30:00,21,5,2018-11-15
2018-11-15 12:45:00,29,7,2018-11-15
2018-11-15 13:00:00,24,6,2018-11-15
2018-11-15 13:15:00,25,4,2018-11-15
2018-11-15 13:30:00,23,7,2018-11-15
2018-11-15 13:45:00,30,6,2018-11-15
2018-11-15 14:00:00,36,7,2018-11-15
2018-11-15 14:15:00,23,9,2018-11-15
2018-11-15 14:30:00,26,16,2018-11-15
2018-11-15 14:45:00,28,14,2018-11-15
2018-11-15 15:00:00,22,12,2018-11-15
2018-11-15 15:15:00,25,6,2018-11-15
2018-11-15 15:30:00,45,16,2018-11-15
2018-11-15 15:45:00,33,13,2018-11-15
2018-11-15 16:00:00,37,15,2018-11-15
2018-11-15 16:15:00,47,20,2018-11-15
2018-11-15 16:30:00,41,18,2018-11-15
2018-11-15 16:45:00,39,16,2018-11-15
2018-11-15 17:00:00,38,26,2018-11-15
2018-11-15 17:15:00,50,17,2018-11-15
2018-11-15 17:30:00,44,14,2018-11-15
2018-11-15 17:45:00,46,23,2018-11-15
2018-11-15 18:00:00,47,16,2018-11-15
2018-11-15 18:15:00,43,12,2018-11-15
2018-11-15 18:30:00,36,12,2018-11-15
2018-11-15 18:45:00,37,12,2018-11-15
2018-11-15 19:00:00,22,11,2018-11-15
2018-11-15 19:15:00,31,11,2018-11-15
2018-11-15 19:30:00,23,7,2018-11-15
2018-11-15 19:45:00,17,9,2018-11-15
2018-11-15 20:00:00,30,8,2018-11-15
2018-11-15 20:15:00,31,6,2018-11-15
2018-11-15 20:30:00,14,3,2018-11-15
2018-11-15 20:45:00,10,8,2018-11-15
2018-11-15 21:00:00,14,4,2018-11-15
2018-11-15 21:15:00,13,3,2018-11-15
2018-11-15 21:30:00,15,9,2018-11-15
2018-11-15 21:45:00,11,12,2018-11-15
2018-11-15 22:00:00,15,4,2018-11-15
2018-11-15 22:15:00,11,4,2018-11-15
2018-11-15 22:30:00,11,6,2018-11-15
2018-11-15 22:45:00,28,10,2018-11-15
2018-11-15 23:00:00,9,8,2018-11-15
2018-11-15 23:15:00,2,2,2018-11-15
2018-11-15 23:30:00,2,3,2018-11-15
2018-11-15 23:45:00,4,3,2018-11-15
2018-11-16 00:00:00,3,0,2018-11-16
2018-11-16 00:15:00,4,3,2018-11-16
2018-11-16 00:30:00,1,1,2018-11-16
2018-11-16 00:45:00,0,1,2018-11-16
2018-11-16 01:00:00,1,1,2018-11-16
2018-11-16 01:15:00,0,1,2018-11-16
2018-11-16 01:30:00,0,0,2018-11-16
2018-11-16 01:45:00,0,0,2018-11-16
2018-11-16 02:00:00,0,0,2018-11-16
2018-11-16 02:15:00,0,0,2018-11-16
2018-11-16 02:30:00,1,0,2018-11-16
2018-11-16 02:45:00,0,0,2018-11-16
2018-11-16 03:00:00,1,0,2018-11-16
2018-11-16 03:15:00,0,0,2018-11-16
2018-11-16 03:30:00,1,0,2018-11-16
2018-11-16 03:45:00,0,0,2018-11-16
2018-11-16 04:00:00,0,0,2018-11-16
2018-11-16 04:15:00,1,0,2018-11-16
2018-11-16 04:30:00,1,0,2018-11-16
2018-11-16 04:45:00,1,0,2018-11-16
2018-11-16 05:00:00,1,0,2018-11-16
2018-11-16 05:15:00,2,2,2018-11-16
2018-11-16 05:30:00,7,1,2018-11-16
2018-11-16 05:45:00,11,5,2018-11-16
2018-11-16 06:00:00,10,2,2018-11-16
2018-11-16 06:15:00,24,1,2018-11-16
2018-11-16 06:30:00,36,3,2018-11-16
2018-11-16 06:45:00,41,0,2018-11-16
2018-11-16 07:00:00,49,7,2018-11-16
2018-11-16 07:15:00,58,13,2018-11-16
2018-11-16 07:30:00,95,17,2018-11-16
2018-11-16 07:45:00,89,16,2018-11-16
2018-11-16 08:00:00,76,15,2018-11-16
2018-11-16 08:15:00,74,12,2018-11-16
2018-11-16 08:30:00,79,14,2018-11-16
2018-11-16 08:45:00,79,10,2018-11-16
2018-11-16 09:00:00,44,9,2018-11-16
2018-11-16 09:15:00,47,4,2018-11-16
2018-11-16 09:30:00,38,5,2018-11-16
2018-11-16 09:45:00,51,15,2018-11-16
2018-11-16 10:00:00,31,6,2018-11-16
2018-11-16 10:15:00,27,8,2018-11-16
2018-11-16 10:30:00,29,6,2018-11-16
2018-11-16 10:45:00,30,11,2018-11-16
2018-11-16 11:00:00,22,3,2018-11-16
2018-11-16 11:15:00,31,4,2018-11-16
2018-11-16 11:30:00,19,5,2018-11-16
2018-11-16 11:45:00,30,9,2018-11-16
2018-11-16 12:00:00,18,14,2018-11-16
2018-11-16 12:15:00,23,11,2018-11-16
2018-11-16 12:30:00,21,11,2018-11-16
2018-11-16 12:45:00,26,13,2018-11-16
2018-11-16 13:00:00,32,8,2018-11-16
2018-11-16 13:15:00,38,10,2018-11-16
2018-11-16 13:30:00,27,7,2018-11-16
2018-11-16 13:45:00,40,20,2018-11-16
2018-11-16 14:00:00,27,14,2018-11-16
2018-11-16 14:15:00,40,9,2018-11-16
2018-11-16 14:30:00,39,19,2018-11-16
2018-11-16 14:45:00,34,17,2018-11-16
2018-11-16 15:00:00,20,15,2018-11-16
2018-11-16 15:15:00,47,19,2018-11-16
2018-11-16 15:30:00,43,17,2018-11-16
2018-11-16 15:45:00,36,13,2018-11-16
2018-11-16 16:00:00,32,20,2018-11-16
2018-11-16 16:15:00,41,20,2018-11-16
2018-11-16 16:30:00,43,14,2018-11-16
2018-11-16 16:45:00,52,14,2018-11-16
2018-11-16 17:00:00,44,9,2018-11-16
2018-11-16 17:15:00,42,6,2018-11-16
2018-11-16 17:30:00,38,8,2018-11-16
2018-11-16 17:45:00,40,16,2018-11-16
2018-11-16 18:00:00,13,8,2018-11-16
2018-11-16 18:15:00,30,8,2018-11-16
2018-11-16 18:30:00,35,13,2018-11-16
2018-11-16 18:45:00,27,15,2018-11-16
2018-11-16 19:00:00,26,7,2018-11-16
2018-11-16 19:15:00,28,7,2018-11-16
2018-11-16 19:30:00,18,9,2018-11-16
2018-11-16 19:45:00,36,10,2018-11-16
2018-11-16 20:00:00,18,5,2018-11-16
2018-11-16 20:15:00,26,7,2018-11-16
2018-11-16 20:30:00,7,2,2018-11-16
2018-11-16 20:45:00,16,9,2018-11-16
2018-11-16 21:00:00,9,6,2018-11-16
2018-11-16 21:15:00,7,3,2018-11-16
2018-11-16 21:30:00,18,5,2018-11-16
2018-11-16 21:45:00,4,3,2018-11-16
2018-11-16 22:00:00,4,6,2018-11-16
2018-11-16 22:15:00,8,3,2018-11-16
2018-11-16 22:30:00,7,2,2018-11-16
2018-11-16 22:45:00,12,3,2018-11-16
2018-11-16 23:00:00,10,3,2018-11-16
2018-11-16 23:15:00,2,3,2018-11-16
2018-11-16 23:30:00,6,2,2018-11-16
2018-11-16 23:45:00,5,5,2018-11-16
2018-11-17 00:00:00,3,3,2018-11-17
2018-11-17 00:15:00,3,4,2018-11-17
2018-11-17 00:30:00,6,3,2018-11-17
2018-11-17 00:45:00,2,1,2018-11-17
2018-11-17 01:00:00,0,0,2018-11-17
2018-11-17 01:15:00,1,3,2018-11-17
2018-11-17 01:30:00,2,2,2018-11-17
2018-11-17 01:45:00,1,4,2018-11-17
2018-11-17 02:00:00,3,2,2018-11-17
2018-11-17 02:15:00,0,0,2018-11-17
2018-11-17 02:30:00,2,2,2018-11-17
2018-11-17 02:45:00,4,1,2018-11-17
2018-11-17 03:00:00,0,1,2018-11-17
2018-11-17 03:15:00,2,2,2018-11-17
2018-11-17 03:30:00,0,0,2018-11-17
2018-11-17 03:45:00,1,0,2018-11-17
2018-11-17 04:00:00,2,2,2018-11-17
2018-11-17 04:15:00,0,0,2018-11-17
2018-11-17 04:30:00,0,0,2018-11-17
2018-11-17 04:45:00,3,0,2018-11-17
2018-11-17 05:00:00,1,1,2018-11-17
2018-11-17 05:15:00,0,0,2018-11-17
2018-11-17 05:30:00,7,1,2018-11-17
2018-11-17 05:45:00,2,0,2018-11-17
2018-11-17 06:00:00,2,0,2018-11-17
2018-11-17 06:15:00,3,0,2018-11-17
2018-11-17 06:30:00,6,1,2018-11-17
2018-11-17 06:45:00,1,1,2018-11-17
2018-11-17 07:00:00,3,0,2018-11-17
2018-11-17 07:15:00,3,1,2018-11-17
2018-11-17 07:30:00,4,2,2018-11-17
2018-11-17 07:45:00,5,2,2018-11-17
2018-11-17 08:00:00,10,2,2018-11-17
2018-11-17 08:15:00,15,1,2018-11-17
2018-11-17 08:30:00,13,1,2018-11-17
2018-11-17 08:45:00,14,0,2018-11-17
2018-11-17 09:00:00,14,1,2018-11-17
2018-11-17 09:15:00,20,0,2018-11-17
2018-11-17 09:30:00,27,1,2018-11-17
2018-11-17 09:45:00,23,2,2018-11-17
2018-11-17 10:00:00,16,1,2018-11-17
2018-11-17 10:15:00,18,2,2018-11-17
2018-11-17 10:30:00,26,1,2018-11-17
2018-11-17 10:45:00,27,1,2018-11-17
2018-11-17 11:00:00,27,4,2018-11-17
2018-11-17 11:15:00,26,4,2018-11-17
2018-11-17 11:30:00,33,5,2018-11-17
2018-11-17 11:45:00,40,10,2018-11-17
2018-11-17 12:00:00,35,10,2018-11-17
2018-11-17 12:15:00,23,9,2018-11-17
2018-11-17 12:30:00,34,6,2018-11-17
2018-11-17 12:45:00,35,9,2018-11-17
2018-11-17 13:00:00,24,8,2018-11-17
2018-11-17 13:15:00,22,10,2018-11-17
2018-11-17 13:30:00,35,6,2018-11-17
2018-11-17 13:45:00,45,7,2018-11-17
2018-11-17 14:00:00,30,9,2018-11-17
2018-11-17 14:15:00,33,9,2018-11-17
2018-11-17 14:30:00,39,17,2018-11-17
2018-11-17 14:45:00,34,21,2018-11-17
2018-11-17 15:00:00,38,10,2018-11-17
2018-11-17 15:15:00,42,13,2018-11-17
2018-11-17 15:30:00,29,9,2018-11-17
2018-11-17 15:45:00,23,7,2018-11-17
2018-11-17 16:00:00,39,11,2018-11-17
2018-11-17 16:15:00,26,11,2018-11-17
2018-11-17 16:30:00,37,9,2018-11-17
2018-11-17 16:45:00,29,8,2018-11-17
2018-11-17 17:00:00,16,3,2018-11-17
2018-11-17 17:15:00,24,13,2018-11-17
2018-11-17 17:30:00,18,3,2018-11-17
2018-11-17 17:45:00,26,6,2018-11-17
2018-11-17 18:00:00,14,6,2018-11-17
2018-11-17 18:15:00,12,8,2018-11-17
2018-11-17 18:30:00,16,2,2018-11-17
2018-11-17 18:45:00,25,3,2018-11-17
2018-11-17 19:00:00,18,6,2018-11-17
2018-11-17 19:15:00,25,5,2018-11-17
2018-11-17 19:30:00,13,3,2018-11-17
2018-11-17 19:45:00,18,7,2018-11-17
2018-11-17 20:00:00,12,6,2018-11-17
2018-11-17 20:15:00,18,3,2018-11-17
2018-11-17 20:30:00,16,4,2018-11-17
2018-11-17 20:45:00,9,2,2018-11-17
2018-11-17 21:00:00,10,7,2018-11-17
2018-11-17 21:15:00,5,6,2018-11-17
2018-11-17 21:30:00,4,2,2018-11-17
2018-11-17 21:45:00,7,2,2018-11-17
2018-11-17 22:00:00,6,7,2018-11-17
2018-11-17 22:15:00,3,3,2018-11-17
2018-11-17 22:30:00,1,8,2018-11-17
2018-11-17 22:45:00,16,0,2018-11-17
2018-11-17 23:00:00,2,1,2018-11-17
2018-11-17 23:15:00,9,2,2018-11-17
2018-11-17 23:30:00,4,7,2018-11-17
2018-11-17 23:45:00,6,3,2018-11-17
2018-11-18 00:00:00,4,1,2018-11-18
2018-11-18 00:15:00,4,3,2018-11-18
2018-11-18 00:30:00,7,4,2018-11-18
2018-11-18 00:45:00,4,1,2018-11-18
2018-11-18 01:00:00,9,0,2018-11-18
2018-11-18 01:15:00,3,3,2018-11-18
2018-11-18 01:30:00,2,5,2018-11-18
2018-11-18 01:45:00,3,0,2018-11-18
2018-11-18 02:00:00,10,10,2018-11-18
2018-11-18 02:15:00,2,1,2018-11-18
2018-11-18 02:30:00,2,0,2018-11-18
2018-11-18 02:45:00,8,2,2018-11-18
2018-11-18 03:00:00,2,0,2018-11-18
2018-11-18 03:15:00,2,0,2018-11-18
2018-11-18 03:30:00,2,3,2018-11-18
2018-11-18 03:45:00,0,1,2018-11-18
2018-11-18 04:00:00,1,2,2018-11-18
2018-11-18 04:15:00,4,0,2018-11-18
2018-11-18 04:30:00,1,0,2018-11-18
2018-11-18 04:45:00,1,0,2018-11-18
2018-11-18 05:00:00,1,0,2018-11-18
2018-11-18 05:15:00,3,0,2018-11-18
2018-11-18 05:30:00,0,0,2018-11-18
2018-11-18 05:45:00,3,1,2018-11-18
2018-11-18 06:00:00,1,0,2018-11-18
2018-11-18 06:15:00,2,0,2018-11-18
2018-11-18 06:30:00,0,0,2018-11-18
2018-11-18 06:45:00,1,1,2018-11-18
2018-11-18 07:00:00,0,0,2018-11-18
2018-11-18 07:15:00,1,0,2018-11-18
2018-11-18 07:30:00,1,0,2018-11-18
2018-11-18 07:45:00,4,2,2018-11-18
2018-11-18 08:00:00,0,0,2018-11-18
2018-11-18 08:15:00,4,1,2018-11-18
2018-11-18 08:30:00,4,3,2018-11-18
2018-11-18 08:45:00,7,1,2018-11-18
2018-11-18 09:00:00,9,0,2018-11-18
2018-11-18 09:15:00,11,2,2018-11-18
2018-11-18 09:30:00,14,2,2018-11-18
2018-11-18 09:45:00,13,4,2018-11-18
2018-11-18 10:00:00,10,0,2018-11-18
2018-11-18 10:15:00,12,4,2018-11-18
2018-11-18 10:30:00,16,1,2018-11-18
2018-11-18 10:45:00,30,2,2018-11-18
2018-11-18 11:00:00,11,1,2018-11-18
2018-11-18 11:15:00,14,1,2018-11-18
2018-11-18 11:30:00,18,3,2018-11-18
2018-11-18 11:45:00,28,0,2018-11-18
2018-11-18 12:00:00,14,4,2018-11-18
2018-11-18 12:15:00,15,1,2018-11-18
2018-11-18 12:30:00,22,5,2018-11-18
2018-11-18 12:45:00,14,3,2018-11-18
2018-11-18 13:00:00,17,4,2018-11-18
2018-11-18 13:15:00,25,2,2018-11-18
2018-11-18 13:30:00,22,0,2018-11-18
2018-11-18 13:45:00,28,2,2018-11-18
2018-11-18 14:00:00,30,6,2018-11-18
2018-11-18 14:15:00,21,5,2018-11-18
2018-11-18 14:30:00,28,7,2018-11-18
2018-11-18 14:45:00,22,8,2018-11-18
2018-11-18 15:00:00,22,10,2018-11-18
2018-11-18 15:15:00,27,11,2018-11-18
2018-11-18 15:30:00,33,19,2018-11-18
2018-11-18 15:45:00,30,12,2018-11-18
2018-11-18 16:00:00,30,11,2018-11-18
2018-11-18 16:15:00,31,15,2018-11-18
2018-11-18 16:30:00,38,12,2018-11-18
2018-11-18 16:45:00,45,11,2018-11-18
2018-11-18 17:00:00,21,8,2018-11-18
2018-11-18 17:15:00,23,6,2018-11-18
2018-11-18 17:30:00,21,13,2018-11-18
2018-11-18 17:45:00,18,2,2018-11-18
2018-11-18 18:00:00,12,4,2018-11-18
2018-11-18 18:15:00,14,1,2018-11-18
2018-11-18 18:30:00,9,6,2018-11-18
2018-11-18 18:45:00,19,5,2018-11-18
2018-11-18 19:00:00,11,5,2018-11-18
2018-11-18 19:15:00,8,4,2018-11-18
2018-11-18 19:30:00,11,4,2018-11-18
2018-11-18 19:45:00,10,6,2018-11-18
2018-11-18 20:00:00,11,2,2018-11-18
2018-11-18 20:15:00,12,8,2018-11-18
2018-11-18 20:30:00,3,4,2018-11-18
2018-11-18 20:45:00,5,4,2018-11-18
2018-11-18 21:00:00,6,33,2018-11-18
2018-11-18 21:15:00,5,0,2018-11-18
2018-11-18 21:30:00,4,1,2018-11-18
2018-11-18 21:45:00,4,0,2018-11-18
2018-11-18 22:00:00,4,0,2018-11-18
2018-11-18 22:15:00,6,0,2018-11-18
2018-11-18 22:30:00,6,1,2018-11-18
2018-11-18 22:45:00,4,0,2018-11-18
2018-11-18 23:00:00,5,0,2018-11-18
2018-11-18 23:15:00,2,3,2018-11-18
2018-11-18 23:30:00,1,1,2018-11-18
2018-11-18 23:45:00,4,1,2018-11-18
2018-11-19 00:00:00,1,0,2018-11-19
2018-11-19 00:15:00,2,0,2018-11-19
2018-11-19 00:30:00,0,0,2018-11-19
2018-11-19 00:45:00,0,0,2018-11-19
2018-11-19 01:00:00,1,0,2018-11-19
2018-11-19 01:15:00,0,1,2018-11-19
2018-11-19 01:30:00,0,0,2018-11-19
2018-11-19 01:45:00,0,1,2018-11-19
2018-11-19 02:00:00,0,1,2018-11-19
2018-11-19 02:15:00,0,0,2018-11-19
2018-11-19 02:30:00,0,1,2018-11-19
2018-11-19 02:45:00,1,0,2018-11-19
